Rank,Date,Game PK,Game Time UTC,Game Status,Venue,Matchup,Home/Away,Player ID,Player,Team,Opponent,Position,Bats,Confirmed Lineup,Lineup Spot,G,PA,AB,H,2B,3B,HR,R,RBI,BB,HBP,SO,AVG,OBP,SLG,OPS,L14 G,L14 PA,L14 AB,L14 H,L14 HR,L14 AVG,L14 HR/PA,L30 G,L30 PA,L30 AB,L30 H,L30 HR,L30 AVG,L30 HR/PA,Statcast BBE,L30 Statcast BBE,Barrel %,Hard Hit %,Pull %,Center %,Oppo %,Fly Ball %,Air Ball %,Pull Air %,Sweet Spot %,HR Launch %,Ideal HR Contact %,Ideal Contact %,HR/Barrel %,Avg Exit Velocity,Avg Launch Angle,xSLG on Contact,Avg Bat Speed,EV50,Max Exit Velocity,Fast Swing Rate %,Squared-Up Rate %,Blast Rate %,Ideal Attack Angle %,Power DNA Score,Power DNA Label,Power DNA Stars,Power Archetype,Swing Plane Grade,Swing Plane Label,Power Profile Score,Power Profile Label,Power Profile Multiplier,Power Profile Data Quality,L30 Barrel %,L30 Pull Air %,L30 EV50,L30 xSLG on Contact,Fast Swing Source,Squared-Up Source,Blast Source,Ideal Attack Angle Source,Barrels per PA,Barrels per PA %,Estimated xHR,xHR Minus Actual HR,HR Regression Label,AI Power Outlook,Raw HR/PA,Bayesian HR/PA,Expected PA,AB Since Last HR,Games Since Last HR,AB/HR,Due Ratio,Due Meter Pct,Due Label,Opposing SP ID,Opposing SP,Opposing SP Throws,Platoon,SP G,SP GS,SP IP,SP ERA,SP WHIP,SP HR,SP HR/9,SP K/9,SP BB/9,Pitch Type Matchup Score,Pitch Mix Coverage %,Weighted xSLG vs Pitch Mix,Weighted Barrel % vs Pitch Mix,Primary Pitch Matchup,Effective Batter Side,Handedness Matchup,Handedness Matchup Score,Hitter Split PA,Hitter Split AVG,Hitter Split OBP,Hitter Split SLG,Hitter Split OPS,Hitter Split HR,Hitter Split BB,Hitter Split K,Hitter HR/PA vs Hand,Hitter Barrel % vs Hand,Hitter xSLG vs Hand,Pitcher Split PA Allowed,Pitcher HR/PA Allowed vs Side,Pitcher Barrel % Allowed vs Side,Pitcher xSLG Allowed vs Side,Career BvP PA,Career BvP AB,Career BvP H,Career BvP Results,Career BvP AVG,Career BvP OBP,Career BvP SLG,Career BvP OPS,Career BvP HR,Career BvP BB,Career BvP K,Hitter vs Pitcher Matchup Score,Hitter vs Pitcher Matchup Label,Hitter vs Pitcher Matchup Band,Career BvP Component Score,Recent Pitch Mix Games,Recent Pitch Mix Total,Weather Condition,Temperature F,Wind,Wind MPH,Roof Closed,Park HR Factor,Park Multiplier,Weather Multiplier,Environment Score,Pitch Fit Multiplier,Pitcher Contact Multiplier,Hitter Power Component,Hitter Power Primary Metric,Hitter Power Secondary Metric,Hitter Power Third Metric,Hitter Power Fourth Metric,Handedness Matchup Component,Pitcher Vulnerability Component,Pitch Type Component,Recent Power Component,Environment Component,Lineup Component,HR Target Score,Target Score Probability %,Recent Form Multiplier,Pitcher HR Multiplier,Platoon Multiplier,Legacy OPS/SLG Multiplier,Statcast Power Multiplier,Power Multiplier,Due Multiplier,Baseline HR Probability %,HR Probability %,Model Confidence %,HR Model Score,Grade,Data Quality,SP Statcast BBE,SP Barrel % Allowed,SP Hard Hit % Allowed,SP Fly Ball % Allowed,SP Pull Air % Allowed,SP Sweet Spot % Allowed,SP Avg EV Allowed,SP EV50 Allowed,SP Max EV Allowed,SP xSLG on Contact Allowed,SP Statcast HR Allowed,Recent Pitch Mix Source,Recent Pitch 1 Name,Recent Pitch 1 Usage %,Recent Pitch 1 Count,Recent Pitch 2 Name,Recent Pitch 2 Usage %,Recent Pitch 2 Count,Recent Pitch 3 Name,Recent Pitch 3 Usage %,Recent Pitch 3 Count,Recent Pitch 4 Name,Recent Pitch 4 Usage %,Recent Pitch 4 Count,Recent Pitch 5 Name,Recent Pitch 5 Usage %,Recent Pitch 5 Count,Recent Pitch 6 Name,Recent Pitch 6 Usage %,Recent Pitch 6 Count,Recent Pitch 7 Name,Recent Pitch 7 Usage %,Recent Pitch 7 Count
214,2026-08-17,823343,2026-08-17T23:05:00Z,Scheduled,PNC Park,Detroit Tigers @ Pittsburgh Pirates,Home,669707,Jared Triolo,Pittsburgh Pirates,Detroit Tigers,SS,R,No,,89,282,251,61,12,0,2,27,24,24,4,59,0.243,0.319,0.315,0.634,10,29,26,6,1,0.231,0.0345,25,64,55,15,1,0.273,0.0156,326,71,2.9,26.4,37.0,33.8,28.8,10.9,27.9,36.6,33.0,4.4,2.2,4.4,30.2,81.7,12.3,0.444,67.6,94.0,108.5,4.5,9.6,1.2,42.7,19.9,Weak,2.0,Contact-First Profile,A,Excellent HR swing plane,19.9,Weak,0.916,Good,4.2,47.6,93.8,0.481,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,9.65,7.65,Strong positive regression,Weak Contact-First Profile profile. 2.9% barrel rate; 81.7 mph average exit velocity; 27.9% air-ball rate; 36.6% pull-air rate; 4.4% HR-launch rate.,0.0071,0.0145,3.87,11,3,125.5,0.09,8.8,Very recent HR,664285.0,Framber Valdez,L,RHB vs LHP,24,24,133.0,4.26,1.39,13,0.88,7.17,3.38,22.1,99.9,0.471,0.8,Sinker,R,RHB vs LHP,18.6,100,0.267,0.34,0.322,0.662,0,9,16,0.0,1.6,0.461,450,0.0244,4.4,0.502,5,4,3,3/4,0.75,0.8,1.25,2.05,0,1,0,27.4,Strong Pitcher Advantage,Below average,56.2,5,432,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,0.944,0.967,32.4,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,18.6,33.4,22.1,42.4,50.0,45.0,33.4,3.87,1.278,0.965,1.025,0.94,0.916,0.861,0.98,5.51,4.54,77.3,18.1,F,Lineup unconfirmed,717.0,4.2,30.3,11.4,43.4,27.8,84.7,97.3,112.7,0.49,13.0,Pitch-level Statcast · last 5 MLB games,Sinker,42.129629629629626,182.0,Curveball,33.7962962962963,146.0,Changeup,14.12037037037037,61.0,Slider,5.555555555555555,24.0,4-Seam Fastball,4.398148148148148,19.0,,,,,,
215,2026-08-17,824641,2026-08-18T00:05:00Z,Scheduled,Wrigley Field,Chicago White Sox @ Chicago Cubs,Away,686668,Brenton Doyle,Chicago White Sox,Chicago Cubs,CF,R,No,,57,158,146,32,6,0,2,25,6,12,0,48,0.219,0.278,0.301,0.579,12,29,29,7,1,0.241,0.0345,14,36,35,9,1,0.257,0.0278,182,41,3.0,20.2,30.9,40.9,26.2,15.9,26.1,35.5,18.5,2.3,1.9,2.3,56.7,83.2,19.6,0.41,69.4,93.7,109.0,12.9,7.1,3.5,55.5,18.9,Weak,2.0,Contact-First Profile,A,Excellent HR swing plane,18.9,Weak,0.913,Good,2.4,30.8,95.1,0.394,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,5.22,3.22,Positive regression,Weak Contact-First Profile profile. 3.0% barrel rate; 83.2 mph average exit velocity; 26.1% air-ball rate; 35.5% pull-air rate; 2.3% HR-launch rate.,0.0127,0.021,3.87,12,5,73.0,0.16,16.4,Very recent HR,684007.0,Shota Imanaga,L,RHB vs LHP,24,24,137.1,3.74,1.1,28,1.83,8.52,1.9,12.2,100.0,0.366,2.3,4-Seam Fastball,R,RHB vs LHP,35.8,62,0.232,0.306,0.357,0.664,1,6,15,0.0161,5.6,0.433,397,0.0453,5.3,0.538,2,2,0,0/2,0.0,0.0,0.0,0.0,0,0,1,29.4,Strong Pitcher Advantage,Below average,45.0,5,459,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,0.924,0.984,35.1,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,35.8,40.6,12.2,25.2,50.0,45.0,33.3,3.86,1.199,1.117,1.025,0.94,0.913,0.858,0.98,7.89,5.85,66.2,18.6,F,Lineup unconfirmed,747.0,5.9,22.0,16.9,46.9,27.4,81.4,94.1,112.4,0.551,28.0,Pitch-level Statcast · last 5 MLB games,4-Seam Fastball,39.21568627450981,180.0,Split-Finger,30.28322440087146,139.0,Sweeper,16.99346405228758,78.0,Sinker,6.753812636165577,31.0,Slider,4.357298474945534,20.0,Curveball,2.396514161220044,11.0,,,
216,2026-08-17,822939,2026-08-17T22:05:00Z,Scheduled,Tropicana Field,Baltimore Orioles @ Tampa Bay Rays,Away,665966,Carlos Narváez,Baltimore Orioles,Tampa Bay Rays,C,R,No,,72,228,200,35,6,0,3,17,10,15,5,76,0.175,0.247,0.25,0.497,10,31,29,3,0,0.103,0.0,17,48,40,3,0,0.075,0.0,298,51,4.0,18.1,28.0,42.1,29.9,15.3,25.5,22.6,34.2,6.0,3.3,6.0,16.2,80.7,23.1,0.499,68.9,91.9,108.2,15.8,8.9,2.5,48.1,18.5,Weak,1.5,Contact-First Profile,A-,Elevated power plane,18.5,Weak,0.912,Good,3.9,21.4,90.3,0.457,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,10.27,7.27,Strong positive regression,Weak Contact-First Profile profile. 4.0% barrel rate; 80.7 mph average exit velocity; 25.5% air-ball rate; 22.6% pull-air rate; 6.0% HR-launch rate.,0.0132,0.0197,3.87,42,18,66.7,0.63,63.0,Recently homered,663556.0,Shane McClanahan,L,RHB vs LHP,20,20,99.0,3.09,1.12,7,0.64,8.27,3.18,45.8,100.0,0.669,4.0,4-Seam Fastball,R,RHB vs LHP,27.5,53,0.208,0.283,0.271,0.554,0,4,16,0.0,2.8,0.452,318,0.0157,4.8,0.52,0,0,0,0/0,,,,,0,0,0,38.4,Slight Pitcher Advantage,Below average,50.0,5,361,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,0.992,0.975,28.0,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,27.5,33.8,45.8,10.2,50.0,45.0,33.3,3.86,0.758,0.926,1.025,0.94,0.912,0.857,1.0,7.39,4.13,72.1,16.7,F,Lineup unconfirmed,500.0,5.0,23.8,15.2,41.5,27.2,82.1,94.8,112.2,0.531,7.0,Pitch-level Statcast · last 5 MLB games,4-Seam Fastball,38.227146814404435,138.0,Changeup,32.40997229916898,117.0,Slider,15.512465373961218,56.0,Curveball,13.850415512465373,50.0,,,,,,,,,
217,2026-08-17,824641,2026-08-18T00:05:00Z,Scheduled,Wrigley Field,Chicago White Sox @ Chicago Cubs,Home,608348,Carson Kelly,Chicago Cubs,Chicago White Sox,C,R,No,,92,324,287,75,11,0,7,41,43,34,3,56,0.261,0.346,0.373,0.719,7,26,25,7,0,0.28,0.0,20,69,63,15,1,0.238,0.0145,425,90,2.9,21.5,41.0,27.3,31.7,12.9,24.3,40.5,29.4,5.1,2.7,5.1,50.0,80.8,17.7,0.431,69.4,93.0,107.4,7.9,9.8,2.1,46.6,21.2,Weak,2.0,Contact-First Profile,A,Excellent HR swing plane,21.2,Weak,0.919,Good,2.2,45.5,91.9,0.37,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,13.27,6.27,Strong positive regression,Weak Contact-First Profile profile. 2.9% barrel rate; 80.8 mph average exit velocity; 24.3% air-ball rate; 40.5% pull-air rate; 5.1% HR-launch rate.,0.0216,0.0244,3.99,25,7,41.0,0.61,61.0,Recently homered,622491.0,Luis Castillo,R,RHB vs RHP,22,19,110.2,4.96,1.35,17,1.38,8.21,2.85,21.4,99.9,0.448,2.8,4-Seam Fastball,R,RHB vs RHP,16.8,211,0.228,0.308,0.286,0.594,2,19,35,0.0095,1.9,0.401,200,0.02,3.6,0.525,6,5,0,0/5,0.0,0.167,0.0,0.167,0,0,1,22.1,Strong Pitcher Advantage,Below average,35.0,5,457,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,0.943,0.98,32.1,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,16.8,36.2,21.4,32.1,50.0,45.0,33.1,3.85,0.784,1.045,0.985,1.0,0.919,0.919,1.0,9.39,5.05,80.7,20.4,F,Lineup unconfirmed,704.0,5.5,25.3,13.6,38.9,29.3,83.7,95.4,113.8,0.573,17.0,Pitch-level Statcast · last 5 MLB games,4-Seam Fastball,43.32603938730853,198.0,Slider,20.787746170678336,95.0,Sinker,20.568927789934353,94.0,Changeup,15.317286652078774,70.0,,,,,,,,,
218,2026-08-17,824320,2026-08-18T00:40:00Z,Scheduled,Coors Field,Los Angeles Dodgers @ Colorado Rockies,Home,687859,Troy Johnston,Colorado Rockies,Los Angeles Dodgers,RF,L,No,,104,373,330,93,25,1,3,36,44,32,5,63,0.282,0.349,0.391,0.74,5,17,15,4,0,0.267,0.0,15,51,47,9,0,0.191,0.0,494,65,1.9,20.7,46.0,28.6,24.7,13.1,32.4,38.3,33.2,6.4,4.0,6.4,19.5,82.4,18.2,0.478,69.0,93.5,107.7,4.5,11.8,0.9,41.4,21.7,Weak,2.0,Contact-First Profile,A,Excellent HR swing plane,21.7,Weak,0.921,Good,1.5,34.8,92.8,0.483,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,13.09,10.09,Strong positive regression,Weak Contact-First Profile profile. 1.9% barrel rate; 82.4 mph average exit velocity; 32.4% air-ball rate; 38.3% pull-air rate; 6.4% HR-launch rate.,0.008,0.0139,3.99,100,37,110.0,0.91,90.9,Near normal interval,605483.0,Blake Snell,L,LHB vs LHP,2,2,9.0,5.0,1.33,0,0.0,15.0,3.0,28.9,100.0,0.523,2.8,4-Seam Fastball,L,LHB vs LHP,25.7,84,0.208,0.241,0.286,0.527,1,3,12,0.0119,2.7,0.368,17,0.0,0.0,0.465,0,0,0,0/0,,,,,0,0,0,31.7,Slight Pitcher Advantage,Below average,50.0,2,161,Unknown,,Unknown,,No,118.0,1.18,1.0,82.4,0.958,0.925,34.1,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,25.7,21.4,28.9,23.5,82.4,45.0,33.0,3.85,0.758,1.0,0.985,1.0,0.921,0.921,1.0,5.42,3.88,81.1,19.6,F,Lineup unconfirmed,43.0,0.0,9.3,11.6,41.7,34.9,79.5,89.8,103.4,0.447,0.0,Pitch-level Statcast · last 5 MLB games,4-Seam Fastball,47.82608695652174,77.0,Curveball,22.36024844720497,36.0,Changeup,17.391304347826086,28.0,Slider,12.422360248447205,20.0,,,,,,,,,
219,2026-08-17,823427,2026-08-17T22:40:00Z,Scheduled,Citizens Bank Park,Miami Marlins @ Philadelphia Phillies,Away,672640,Otto Lopez,Miami Marlins,Philadelphia Phillies,SS,R,No,,121,525,487,150,29,7,9,73,53,25,4,68,0.308,0.341,0.452,0.793,12,53,51,10,0,0.196,0.0,24,106,99,20,0,0.202,0.0,676,140,2.7,27.5,29.2,39.1,30.9,12.9,26.3,28.2,23.8,4.3,1.9,4.3,23.4,82.7,11.6,0.424,68.9,95.8,111.5,20.0,10.7,5.4,42.5,19.1,Weak,2.0,Contact-First Profile,A,Excellent HR swing plane,19.1,Weak,0.913,Good,0.7,26.5,95.0,0.315,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,18.16,9.16,Strong positive regression,Weak Contact-First Profile profile. 2.7% barrel rate; 82.7 mph average exit velocity; 26.3% air-ball rate; 28.2% pull-air rate; 4.3% HR-launch rate.,0.0171,0.0199,4.05,131,32,54.1,2.42,242.1,Very long drought,650911.0,Cristopher Sánchez,L,RHB vs LHP,25,25,155.2,2.54,1.19,13,0.75,10.46,2.02,24.9,100.0,0.464,3.8,Sinker,R,RHB vs LHP,26.9,118,0.373,0.373,0.536,0.909,2,3,13,0.0169,4.3,0.483,493,0.0243,5.1,0.552,12,12,4,4/12,0.333,0.333,0.333,0.666,0,0,3,27.6,Strong Pitcher Advantage,Below average,33.9,5,486,Unknown,,Unknown,,No,108.0,1.08,1.0,64.4,0.95,0.969,31.6,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,26.9,33.3,24.9,20.0,64.4,45.0,32.9,3.85,0.758,0.944,1.025,1.0,0.913,0.913,1.06,7.82,4.62,85.0,29.1,F,Lineup unconfirmed,732.0,4.4,27.9,9.8,42.8,26.4,83.7,96.3,112.7,0.513,13.0,Pitch-level Statcast · last 5 MLB games,Sinker,45.47325102880659,221.0,Changeup,30.864197530864196,150.0,Slider,23.662551440329217,115.0,,,,,,,,,,,,
220,2026-08-17,823427,2026-08-17T22:40:00Z,Scheduled,Citizens Bank Park,Miami Marlins @ Philadelphia Phillies,Home,664761,Alec Bohm,Philadelphia Phillies,Miami Marlins,3B,R,No,,120,487,443,107,21,0,14,44,68,32,7,69,0.242,0.3,0.384,0.684,12,46,40,16,1,0.4,0.0217,26,104,95,32,3,0.337,0.0288,648,144,3.6,26.3,29.8,35.8,34.2,13.6,27.8,21.3,34.8,7.4,3.5,7.4,51.9,84.7,16.3,0.522,70.2,95.7,109.1,13.5,13.0,3.9,44.3,22.0,Weak,2.0,Contact-First Profile,A,Excellent HR swing plane,22.0,Weak,0.922,Good,4.2,14.3,95.7,0.609,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,22.97,8.97,Strong positive regression,Weak Contact-First Profile profile. 3.6% barrel rate; 84.7 mph average exit velocity; 27.8% air-ball rate; 21.3% pull-air rate; 7.4% HR-launch rate.,0.0287,0.0294,3.99,0,0,31.6,0.0,0.0,Very recent HR,676083.0,Janson Junk,R,RHB vs RHP,17,17,87.2,4.41,1.32,12,1.23,6.57,2.46,27.6,99.9,0.48,4.3,4-Seam Fastball,R,RHB vs RHP,26.8,343,0.233,0.3,0.34,0.64,7,26,49,0.0204,2.8,0.482,139,0.0432,4.5,0.457,2,2,1,1/2,0.5,0.5,0.5,1.0,0,0,0,31.9,Slight Pitcher Advantage,Below average,50.9,5,362,Unknown,,Unknown,,No,108.0,1.08,1.0,64.4,0.955,0.965,29.6,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,26.8,34.1,27.6,20.1,64.4,45.0,32.8,3.85,0.939,1.021,0.985,1.0,0.922,0.922,0.98,11.22,6.43,85.0,22.7,F,Lineup unconfirmed,546.0,4.0,23.8,11.7,48.7,27.7,82.8,95.0,114.2,0.502,12.0,Pitch-level Statcast · last 5 MLB games,4-Seam Fastball,41.71270718232044,151.0,Sweeper,15.193370165745856,55.0,Slider,15.193370165745856,55.0,Changeup,14.917127071823204,54.0,Curveball,7.18232044198895,26.0,Sinker,5.801104972375691,21.0,,,
221,2026-08-17,823589,2026-08-17T23:10:00Z,Scheduled,Citi Field,San Diego Padres @ New York Mets,Away,666023,Freddy Fermin,San Diego Padres,New York Mets,C,R,No,,77,213,187,36,10,0,4,18,16,17,3,44,0.193,0.268,0.31,0.578,8,25,25,7,0,0.28,0.0,17,48,46,14,1,0.304,0.0208,279,51,3.7,20.1,45.9,28.8,25.4,16.4,30.1,50.2,29.2,7.1,3.7,7.1,48.8,82.8,17.5,0.469,67.1,93.6,106.6,5.9,11.5,1.2,48.6,27.0,Weak,2.0,Pull Power,A,Excellent HR swing plane,27.0,Weak,0.936,Good,5.9,55.6,95.4,0.581,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,11.49,7.49,Strong positive regression,Weak Pull Power profile. 3.7% barrel rate; 82.8 mph average exit velocity; 30.1% air-ball rate; 50.2% pull-air rate; 7.1% HR-launch rate.,0.0188,0.0235,3.87,25,8,46.8,0.53,53.5,Recently homered,690997.0,Nolan McLean,R,RHB vs RHP,24,24,136.2,3.42,1.13,15,0.99,10.47,3.29,15.2,99.8,0.402,1.4,Sinker,R,RHB vs RHP,13.3,151,0.185,0.27,0.285,0.555,2,13,32,0.0132,2.0,0.388,220,0.0182,3.0,0.411,2,1,0,0/1,0.0,0.0,0.0,0.0,0,0,0,20.3,Strong Pitcher Advantage,Below average,45.0,5,467,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,0.93,0.965,37.1,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,13.3,25.5,15.2,53.5,50.0,45.0,32.8,3.84,0.836,0.982,0.985,0.94,0.936,0.879,1.0,8.81,4.68,71.1,17.4,F,Lineup unconfirmed,679.0,4.0,20.6,12.2,38.1,29.9,81.2,93.5,112.8,0.513,15.0,Pitch-level Statcast · last 5 MLB games,Sinker,28.051391862955033,131.0,4-Seam Fastball,25.26766595289079,118.0,Curveball,19.48608137044968,91.0,Cutter,10.06423982869379,47.0,Slider,6.209850107066381,29.0,Sweeper,5.995717344753747,28.0,Changeup,4.925053533190578,23.0
222,2026-08-17,824725,2026-08-17T23:10:00Z,Scheduled,Fenway Park,Arizona Diamondbacks @ Boston Red Sox,Home,678011,Anthony Seigler,Boston Red Sox,Arizona Diamondbacks,2B,S,No,,43,158,139,35,12,0,3,20,12,14,1,26,0.252,0.321,0.403,0.724,8,26,21,7,0,0.333,0.0,18,60,53,13,1,0.245,0.0167,197,73,4.1,21.4,40.9,19.8,39.3,19.7,33.3,31.8,33.8,9.6,5.7,9.6,36.0,82.0,20.1,0.45,65.0,92.5,103.4,0.3,14.4,0.0,57.2,22.5,Weak,2.0,Contact-First Profile,A-,Elevated power plane,22.5,Weak,0.923,Good,4.1,23.1,91.6,0.41,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,8.16,5.16,Strong positive regression,Weak Contact-First Profile profile. 4.1% barrel rate; 82.0 mph average exit velocity; 33.3% air-ball rate; 31.8% pull-air rate; 9.6% HR-launch rate.,0.019,0.0246,3.99,40,15,46.3,0.86,86.3,Near normal interval,683352.0,Mitch Bratt,L,Switch vs LHP,7,7,33.2,3.74,1.4,5,1.34,6.68,5.08,36.1,74.1,0.545,5.3,4-Seam Fastball,R,RHB vs LHP,33.9,41,0.167,0.225,0.306,0.531,1,3,6,0.0244,5.7,0.455,103,0.0291,3.4,0.433,0,0,0,0/0,,,,,0,0,0,37.9,Slight Pitcher Advantage,Below average,50.0,5,428,Unknown,,Unknown,,No,102.0,1.02,1.0,53.6,0.972,0.971,31.2,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,33.9,31.0,36.1,14.8,53.6,45.0,32.8,3.84,0.799,1.018,1.035,1.0,0.923,0.923,1.0,9.46,5.33,68.1,19.7,F,Lineup unconfirmed,196.0,4.6,21.4,16.8,47.3,32.1,81.5,93.1,114.1,0.442,5.0,Pitch-level Statcast · last 5 MLB games,4-Seam Fastball,40.18691588785047,172.0,Slurve,25.46728971962617,109.0,Changeup,12.149532710280374,52.0,Slider,10.280373831775702,44.0,Sinker,8.177570093457945,35.0,Curveball,3.7383177570093458,16.0,,,
223,2026-08-17,824077,2026-08-17T23:40:00Z,Scheduled,Kauffman Stadium,Athletics @ Kansas City Royals,Away,622268,Donovan Walton,Athletics,Kansas City Royals,2B,L,No,,57,154,134,37,10,1,3,24,16,15,3,27,0.276,0.362,0.433,0.795,10,20,16,3,0,0.188,0.0,23,48,39,8,0,0.205,0.0,215,63,1.8,17.4,49.2,28.8,22.0,10.9,23.6,44.8,29.2,4.5,3.9,4.5,50.0,79.5,12.1,0.408,64.7,92.3,105.1,0.6,8.1,0.6,48.5,20.4,Weak,2.0,Pull Power,A,Excellent HR swing plane,20.4,Weak,0.917,Good,0.0,41.7,91.1,0.321,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,5.4,2.4,Positive regression,Weak Pull Power profile. 1.8% barrel rate; 79.5 mph average exit velocity; 23.6% air-ball rate; 44.8% pull-air rate; 4.5% HR-launch rate.,0.0195,0.025,4.05,64,34,44.7,1.43,143.3,Above normal drought,608379.0,Michael Wacha,R,LHB vs RHP,24,24,150.2,3.46,1.15,18,1.08,6.99,2.45,23.5,99.9,0.481,2.2,4-Seam Fastball,L,LHB vs RHP,20.4,139,0.289,0.381,0.438,0.819,2,15,25,0.0144,2.6,0.474,357,0.0196,4.2,0.482,0,0,0,0/0,,,,,0,0,0,27.4,Strong Pitcher Advantage,Below average,50.0,5,481,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,0.947,0.97,32.4,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,20.4,32.5,23.5,26.4,50.0,45.0,32.1,3.82,0.758,0.997,1.025,1.0,0.917,0.917,1.035,9.73,5.09,66.8,22.8,F,Lineup unconfirmed,831.0,4.5,23.0,15.8,43.9,31.4,81.9,94.4,115.8,0.52,18.0,Pitch-level Statcast · last 5 MLB games,Changeup,29.106029106029105,140.0,4-Seam Fastball,28.69022869022869,138.0,Sinker,12.88981288981289,62.0,Cutter,12.474012474012474,60.0,Curveball,9.147609147609147,44.0,Slider,7.6923076923076925,37.0,,,
224,2026-08-17,823343,2026-08-17T23:05:00Z,Scheduled,PNC Park,Detroit Tigers @ Pittsburgh Pirates,Away,656716,Zach McKinstry,Detroit Tigers,Pittsburgh Pirates,2B,L,No,,99,337,296,64,13,3,4,33,24,34,2,51,0.216,0.299,0.321,0.62,12,38,30,8,0,0.267,0.0,26,82,72,20,0,0.278,0.0,482,109,1.1,15.4,49.8,18.0,31.9,15.5,32.0,39.5,38.0,3.7,2.3,3.7,43.3,80.7,21.3,0.414,66.2,91.4,106.2,4.8,10.1,0.9,38.8,18.1,Weak,1.5,Contact-First Profile,A-,Elevated power plane,18.1,Weak,0.911,Good,0.9,44.2,92.8,0.449,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,9.25,5.25,Strong positive regression,Weak Contact-First Profile profile. 1.1% barrel rate; 80.7 mph average exit velocity; 32.0% air-ball rate; 39.5% pull-air rate; 3.7% HR-launch rate.,0.0119,0.0172,3.93,88,31,74.0,1.19,118.9,Near normal interval,669387.0,Carmen Mlodzinski,R,LHB vs RHP,27,11,99.2,3.79,1.4,8,0.72,7.04,3.16,15.5,99.9,0.405,1.6,4-Seam Fastball,L,LHB vs RHP,22.3,270,0.232,0.305,0.357,0.662,4,25,40,0.0148,1.5,0.401,264,0.0227,5.7,0.581,1,1,0,0/1,0.0,0.0,0.0,0.0,0,0,1,25.0,Strong Pitcher Advantage,Below average,47.5,5,232,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,0.931,0.974,31.6,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,22.3,36.7,15.5,32.3,50.0,45.0,32.1,3.82,0.758,0.939,1.025,0.94,0.911,0.856,1.0,6.57,3.8,82.6,19.6,F,Lineup unconfirmed,568.0,4.9,31.0,13.9,42.0,30.1,84.8,96.9,111.7,0.546,8.0,Pitch-level Statcast · last 5 MLB games,4-Seam Fastball,23.70689655172414,55.0,Sinker,22.844827586206897,53.0,Split-Finger,22.413793103448278,52.0,Sweeper,14.224137931034482,33.0,Cutter,10.344827586206897,24.0,Curveball,6.4655172413793105,15.0,,,
