rank,date,game_pk,team,opp,batter_id,batter,batter_hand,batting_order,lineup_source,roster_role,lineup_confirmed,last7_starts,last7_start_rate_pct,last7_most_recent_order,starter_id,starter,starter_hand,expected_pa,starter_pa_share,bullpen_k_pa_pct,proj_k,line,play,true_probability_pct,fair_odds,confidence,ai_score,l5_k_per_game,l10_k_per_game,l15_k_per_game,l5_1plus_pct,l10_1plus_pct,l15_1plus_pct,l5_2plus_pct,l10_2plus_pct,l15_2plus_pct,bvp_pa,bvp_k,bvp_k_rate_pct,bvp_k_rate_reg_pct,bvp_pitches,bvp_whiff_pct,bvp_csw_pct,bvp_chase_pct,bvp_contact_pct,bvp_zone_contact_pct,bvp_two_strike_whiff_pct,bvp_reliability,split_pa,split_k_rate_pct,sp_k_rate_pct,sp_whiff_pct,sp_csw_pct,top_pitch,top_pitch_usage_pct,top_pitch_batter_whiff_pct,arsenal_whiff_allowed_pct,arsenal_csw_allowed_pct,target_fb_velo,velo_band_width,velo_band_pitches,velo_band_swings,velo_band_whiffs,velo_band_whiff_raw_pct,velo_band_source,more_0_5_pct,less_0_5_pct,more_1_5_pct,less_1_5_pct,more_2_5_pct,less_2_5_pct,more_3_5_pct,less_3_5_pct,sim_p0_pct,sim_p1_pct,sim_p2_pct,sim_p3_pct,sim_p4plus_pct
103,2026-08-31,823982,LAA,NYY,623168,Tyler Heineman,S,9.0,OFFICIAL,STARTER,True,3,42.9,3.02,695684,Elmer Rodríguez,R,3.88,0.78,24.1,0.684,1.5,LESS,86.0,-612,70,87,0.2,0.2,0.1333,20.0,20.0,13.3,0.0,0.0,0.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,84,9.5,15.3,25.4,29.4,Sinker,47.2,0.0,9.9,26.6,95.5028,1.5,78,42,1,2.4,VELO_BAND_1.5,52.2,47.8,14.0,86.0,2.0,98.0,0.1,99.9,47.8,38.1,12.0,1.9,0.1
104,2026-08-31,824911,ATL,SF,643289,Mauricio Dubón,R,4.0,OFFICIAL,STARTER,True,7,100.0,5.0,683627,Anthony Molina,R,4.42,0.42,19.9,0.706,1.5,LESS,84.7,-552,82,90,0.0,0.0,0.1333,0.0,0.0,13.3,0.0,0.0,0.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,259,11.6,10.3,15.3,21.1,4-Seam,43.9,11.1,12.0,20.7,96.282,1.5,260,152,17,11.2,VELO_BAND_1.5,52.5,47.5,15.3,84.7,2.4,97.6,0.3,99.7,47.5,37.2,12.9,2.2,0.3
105,2026-08-31,822689,WSH,MIA,660688,Keibert Ruiz,S,4.0,OFFICIAL,STARTER,True,4,57.1,6.0,687473,Ryan Gusto,R,4.42,0.537,21.9,0.7226,1.5,LESS,84.5,-546,82,90,0.2,0.2,0.2667,20.0,20.0,26.7,0.0,0.0,0.0,2,0,0.0,21.5,2,0.0,0.0,100.0,100.0,82.5,11.5,0.0264,184,7.1,18.8,18.3,27.7,4-Seam,27.7,4.8,11.2,23.5,92.8869,1.5,155,83,3,3.6,VELO_BAND_1.5,53.6,46.4,15.5,84.5,2.8,97.2,0.3,99.7,46.4,38.2,12.7,2.5,0.3
106,2026-08-31,825040,PHI,AZ,702222,Justin Crawford,L,8.0,OFFICIAL,STARTER,True,7,100.0,3.01,694297,Brandon Pfaadt,R,3.98,0.6343,18.2,0.7402,1.5,LESS,83.5,-508,86,91,0.2,0.2,0.2,20.0,20.0,20.0,0.0,0.0,0.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,260,16.9,16.1,18.0,25.5,4-Seam,29.0,14.4,14.2,25.0,92.5174,1.5,183,92,7,7.6,VELO_BAND_1.5,54.8,45.2,16.5,83.5,2.6,97.4,0.2,99.8,45.2,38.3,13.8,2.5,0.2
107,2026-08-31,825040,PHI,AZ,664761,Alec Bohm,R,5.0,OFFICIAL,STARTER,True,6,85.7,4.0,694297,Brandon Pfaadt,R,4.31,0.6343,18.2,0.7581,1.5,LESS,83.0,-488,90,92,1.0,0.6,0.6,60.0,40.0,40.0,20.0,10.0,13.3,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,293,13.7,16.1,18.0,25.5,4-Seam,29.0,11.5,14.0,24.3,92.5174,1.5,226,118,12,10.2,VELO_BAND_1.5,55.6,44.4,17.0,83.0,2.9,97.1,0.3,99.7,44.4,38.6,14.1,2.6,0.3
108,2026-08-31,824719,SEA,BOS,647304,Josh Naylor,L,5.0,OFFICIAL,STARTER,True,5,71.4,5.0,801139,Payton Tolle,L,4.31,0.78,22.9,0.767,1.5,LESS,82.5,-470,87,91,0.8,0.6,0.7333,60.0,40.0,46.7,20.0,20.0,20.0,3,0,0.0,21.1,11,0.0,9.1,12.5,100.0,100.0,11.5,0.0724,138,14.5,27.2,23.7,26.4,4-Seam,44.8,5.5,9.9,22.5,94.0313,1.5,291,153,16,10.5,VELO_BAND_1.5,55.8,44.2,17.5,82.5,3.0,97.0,0.3,99.7,44.2,38.3,14.6,2.6,0.3
109,2026-08-31,824149,HOU,CWS,670623,Isaac Paredes,R,3.0,OFFICIAL,STARTER,True,7,100.0,3.0,641743,Anthony Kay,L,4.49,0.78,21.9,0.7857,1.5,LESS,81.8,-448,86,91,0.6,0.4,0.2667,40.0,30.0,20.0,20.0,10.0,6.7,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,91,16.5,19.9,22.7,25.7,Sweeper,23.8,19.4,13.9,24.3,94.474,1.5,404,176,17,9.7,VELO_BAND_1.5,56.4,43.6,18.2,81.8,3.6,96.4,0.3,99.7,43.6,38.1,14.7,3.2,0.3
110,2026-08-31,824314,COL,BAL,681198,TJ Rumfield,L,4.0,OFFICIAL,STARTER,True,7,100.0,4.0,700249,Cade Povich,L,4.42,0.642,20.8,0.7867,1.5,LESS,81.7,-447,80,89,0.2,0.4,0.4667,20.0,40.0,46.7,0.0,0.0,0.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,134,12.7,19.2,14.9,24.0,4-Seam,54.2,12.0,14.9,21.7,91.5496,1.5,251,116,11,9.5,VELO_BAND_1.5,56.8,43.2,18.3,81.7,3.2,96.8,0.4,99.6,43.2,38.5,15.1,2.9,0.4
111,2026-08-31,822855,TEX,ATH,683227,Cody Freeman,R,8.0,OFFICIAL,STARTER,True,7,100.0,8.0,695611,Gage Jump,L,3.98,0.78,21.3,0.801,1.5,LESS,81.7,-446,75,88,0.0,0.3,0.3333,0.0,30.0,33.3,0.0,0.0,0.0,2,0,0.0,21.5,12,28.6,33.3,25.0,71.4,66.7,0.0,0.0622,32,15.6,25.1,23.3,27.7,4-Seam,46.3,6.0,11.6,27.3,96.188,1.5,46,24,3,12.5,VELO_BAND_1.5,58.3,41.7,18.3,81.7,3.3,96.7,0.2,99.8,41.7,40.0,15.0,3.0,0.2
112,2026-08-31,822855,ATH,TEX,643446,Jeff McNeil,L,2.0,OFFICIAL,STARTER,True,6,85.7,2.0,594798,Jacob deGrom,R,4.6,0.7778,22.5,0.7984,1.5,LESS,81.6,-444,87,91,0.4,0.2,0.2,40.0,20.0,20.0,0.0,0.0,0.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,246,11.0,28.5,31.6,29.6,4-Seam,40.6,10.5,14.2,19.8,97.3817,1.5,161,105,12,11.4,VELO_BAND_1.5,57.7,42.3,18.4,81.6,3.4,96.6,0.3,99.7,42.3,39.3,15.0,3.1,0.3
113,2026-08-31,822689,MIA,WSH,672640,Otto Lopez,R,2.0,OFFICIAL,STARTER,True,7,100.0,2.0,702021,Will Dion,L,4.6,0.42,20.0,0.7953,1.5,LESS,81.5,-442,82,90,1.2,0.6,0.5333,80.0,40.0,40.0,40.0,20.0,13.3,1,0,0.0,22.0,6,0.0,33.3,0.0,100.0,100.0,0.0,0.0322,107,14.0,29.3,26.4,29.2,4-Seam,42.2,9.0,14.7,27.0,90.4891,1.5,155,60,2,3.3,VELO_BAND_1.5,57.1,42.9,18.5,81.5,3.6,96.4,0.3,99.7,42.9,38.6,14.8,3.3,0.3
114,2026-08-31,824719,SEA,BOS,702284,Cole Young,L,7.0,OFFICIAL,STARTER,True,6,85.7,7.0,801139,Payton Tolle,L,4.09,0.78,22.9,0.8015,1.5,LESS,81.4,-438,87,91,0.4,0.8,0.8667,40.0,70.0,66.7,0.0,10.0,20.0,2,0,0.0,21.5,12,0.0,8.3,0.0,100.0,100.0,0.0,0.0622,135,22.2,27.2,23.7,26.4,4-Seam,44.8,11.5,11.1,25.1,94.0313,1.5,328,171,17,9.9,VELO_BAND_1.5,58.0,42.0,18.6,81.4,3.3,96.7,0.3,99.7,42.0,39.4,15.3,3.0,0.3
115,2026-08-31,824635,CHC,MIL,672356,Gabriel Arias,R,5.01,OFFICIAL,STARTER,True,3,42.9,5.01,690986,Kyle Harrison,L,4.31,0.7593,25.9,1.4285,0.5,MORE,81.4,-438,72,87,1.0,1.3,1.3333,60.0,70.0,73.3,40.0,50.0,46.7,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,43,53.5,30.3,26.7,31.4,4-Seam,57.5,48.1,28.3,35.2,94.8844,1.5,74,37,12,32.4,VELO_BAND_1.5,81.4,18.6,43.9,56.1,14.6,85.4,2.7,97.3,18.6,37.5,29.3,11.9,2.7
116,2026-08-31,825040,AZ,PHI,672695,Geraldo Perdomo,S,1.0,OFFICIAL,STARTER,True,7,100.0,3.0,605400,Aaron Nola,R,4.72,0.78,26.0,0.8002,1.5,LESS,81.4,-437,92,93,0.2,0.4,0.5333,20.0,40.0,46.7,0.0,0.0,6.7,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,320,12.2,24.7,26.5,29.4,Knuckle Curve,33.9,16.7,10.9,26.0,91.3611,1.5,262,94,9,9.6,VELO_BAND_1.5,57.3,42.7,18.6,81.4,3.6,96.4,0.4,99.6,42.7,38.7,15.0,3.2,0.4
117,2026-08-31,824719,BOS,SEA,702332,Caleb Durbin,R,6.0,OFFICIAL,STARTER,True,7,100.0,6.0,669923,George Kirby,R,4.2,0.78,22.7,0.7957,1.5,LESS,81.4,-437,90,92,1.0,0.6,0.5333,60.0,40.0,40.0,20.0,10.0,6.7,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,277,14.8,20.9,21.8,26.6,Sweeper,31.1,16.3,12.8,25.3,96.4808,1.5,274,138,23,16.7,VELO_BAND_1.5,57.3,42.7,18.6,81.4,3.3,96.7,0.3,99.7,42.7,38.7,15.3,3.0,0.3
118,2026-08-31,824314,COL,BAL,687859,Troy Johnston,L,8.0,OFFICIAL,STARTER,True,4,57.1,9.01,700249,Cade Povich,L,3.98,0.642,20.8,0.8046,1.5,LESS,81.3,-436,74,88,0.4,0.4,0.4667,40.0,40.0,46.7,0.0,0.0,0.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,68,14.7,19.2,14.9,24.0,4-Seam,54.2,25.4,21.8,25.1,91.5496,1.5,182,90,11,12.2,VELO_BAND_1.5,58.4,41.6,18.7,81.3,3.2,96.8,0.2,99.8,41.6,39.8,15.5,3.0,0.2
119,2026-08-31,824911,ATL,SF,645277,Ozzie Albies,S,6.0,OFFICIAL,STARTER,True,7,100.0,6.0,683627,Anthony Molina,R,4.2,0.42,19.9,0.811,1.5,LESS,81.2,-431,84,91,1.0,0.9,0.6667,80.0,60.0,46.7,20.0,30.0,20.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,265,18.9,10.3,15.3,21.1,4-Seam,43.9,17.7,17.2,21.6,96.282,1.5,272,156,26,16.7,VELO_BAND_1.5,58.5,41.5,18.8,81.2,3.4,96.6,0.3,99.7,41.5,39.7,15.4,3.1,0.3
120,2026-08-31,825040,PHI,AZ,681082,Bryson Stott,L,6.0,OFFICIAL,STARTER,True,6,85.7,7.0,694297,Brandon Pfaadt,R,4.2,0.6343,18.2,0.8199,1.5,LESS,80.7,-419,90,92,1.4,1.0,0.6667,80.0,60.0,40.0,40.0,30.0,20.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,314,16.6,16.1,18.0,25.5,4-Seam,29.0,18.1,14.5,28.2,92.5174,1.5,350,136,15,11.0,VELO_BAND_1.5,58.8,41.2,19.3,80.7,3.5,96.5,0.3,99.7,41.2,39.6,15.7,3.2,0.3
121,2026-08-31,824314,BAL,COL,677942,Blaze Alexander,R,7.0,OFFICIAL,STARTER,True,2,28.6,1.0,685299,Tanner Gordon,R,4.09,0.78,17.3,0.8255,1.5,LESS,80.5,-414,78,89,0.4,0.6,0.7333,40.0,60.0,60.0,0.0,0.0,13.3,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,109,14.7,17.1,18.0,25.3,4-Seam,45.2,19.4,18.8,23.9,92.5737,1.5,124,70,10,14.3,VELO_BAND_1.5,59.1,40.9,19.5,80.5,3.6,96.4,0.3,99.7,40.9,39.7,15.8,3.3,0.3
122,2026-08-31,822932,TB,NYM,680700,Richie Palacios,L,8.0,OFFICIAL,STARTER,True,5,71.4,2.01,476594,Robert Stock,R,3.98,0.7778,23.4,0.8249,1.5,LESS,80.5,-414,80,89,0.8,0.4,0.6,60.0,30.0,46.7,20.0,10.0,13.3,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,232,16.8,20.0,23.8,27.2,Cutter,31.6,12.5,13.8,25.3,93.3792,1.5,200,92,10,10.9,VELO_BAND_1.5,59.3,40.7,19.5,80.5,3.4,96.6,0.3,99.7,40.7,39.9,16.1,3.1,0.3
123,2026-08-31,823663,DET,MIN,656716,Zach McKinstry,L,6.0,OFFICIAL,STARTER,True,6,85.7,6.0,671737,Taj Bradley,R,4.2,0.78,21.6,0.8254,1.5,LESS,80.5,-414,88,92,0.6,0.8,0.6667,60.0,70.0,60.0,0.0,10.0,6.7,2,0,0.0,21.5,6,0.0,16.7,0.0,100.0,100.0,11.5,0.045,261,14.2,27.6,23.6,27.0,4-Seam,47.1,7.5,12.0,23.8,94.7702,1.5,338,174,10,5.7,VELO_BAND_1.5,59.0,41.0,19.5,80.5,3.7,96.3,0.4,99.6,41.0,39.5,15.8,3.3,0.4
124,2026-08-31,824473,SD,CIN,823550,Sung-Mun Song,L,9.0,OFFICIAL,STARTER,True,1,14.3,9.0,663903,Brady Singer,R,3.88,0.78,20.5,0.8253,1.5,LESS,80.5,-414,79,89,0.4,0.4,0.6,40.0,30.0,46.7,0.0,10.0,13.3,2,1,50.0,23.7,9,20.0,33.3,50.0,80.0,100.0,33.3,0.0545,127,18.1,20.0,24.8,28.5,Sinker,49.7,17.6,16.2,30.0,90.8289,1.5,70,25,5,20.0,VELO_BAND_1.5,59.4,40.6,19.5,80.5,3.4,96.6,0.3,99.7,40.6,39.9,16.0,3.2,0.3
125,2026-08-31,824635,MIL,CHC,806198,Cooper Pratt,R,9.0,OFFICIAL,STARTER,True,4,57.1,8.0,605280,Clay Holmes,R,3.88,0.78,20.7,0.8332,1.5,LESS,80.5,-413,76,88,0.2,0.7,0.8667,20.0,40.0,53.3,0.0,20.0,26.7,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,136,17.6,18.6,17.0,24.9,Sinker,52.6,20.8,17.8,30.4,92.0455,1.5,91,34,2,5.9,VELO_BAND_1.5,59.8,40.2,19.5,80.5,3.7,96.3,0.3,99.7,40.2,40.4,15.8,3.4,0.3
126,2026-08-31,822689,WSH,MIA,696285,Jacob Young,R,7.0,OFFICIAL,STARTER,True,4,57.1,9.0,687473,Ryan Gusto,R,4.09,0.537,21.9,0.8274,1.5,LESS,80.2,-405,84,91,0.2,0.5,0.5333,20.0,50.0,53.3,0.0,0.0,0.0,3,0,0.0,21.1,10,20.0,30.0,25.0,80.0,75.0,0.0,0.0693,201,16.9,18.8,18.3,27.7,4-Seam,27.7,11.5,16.8,29.8,92.8869,1.5,218,87,11,12.6,VELO_BAND_1.5,59.2,40.8,19.8,80.2,3.5,96.5,0.3,99.7,40.8,39.4,16.3,3.2,0.3
127,2026-08-31,824719,SEA,BOS,645302,Victor Robles,R,6.01,OFFICIAL,STARTER,True,2,28.6,2.01,801139,Payton Tolle,L,4.2,0.78,22.9,0.8393,1.5,LESS,80.1,-402,77,89,0.2,0.3,0.4,20.0,30.0,40.0,0.0,0.0,0.0,3,1,33.3,23.2,7,33.3,42.9,100.0,66.7,60.0,0.0,0.0587,37,18.9,27.2,23.7,26.4,4-Seam,44.8,14.0,12.8,24.2,94.0313,1.5,110,55,5,9.1,VELO_BAND_1.5,59.7,40.3,19.9,80.1,3.8,96.2,0.5,99.5,40.3,39.8,16.1,3.3,0.5
128,2026-08-31,824719,BOS,SEA,681508,Mickey Gasper,S,2.0,OFFICIAL,STARTER,True,2,28.6,1.01,669923,George Kirby,R,4.6,0.78,22.7,0.8402,1.5,LESS,80.0,-400,79,89,0.0,0.1,0.1333,0.0,10.0,13.3,0.0,0.0,0.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,135,11.1,20.9,21.8,26.6,Sweeper,31.1,0.0,10.0,26.5,96.4808,1.5,99,43,2,4.7,VELO_BAND_1.5,59.6,40.4,20.0,80.0,4.0,96.0,0.4,99.6,40.4,39.6,16.0,3.6,0.4
129,2026-08-31,825040,AZ,PHI,672515,Gabriel Moreno,R,3.0,OFFICIAL,STARTER,True,5,71.4,3.0,605400,Aaron Nola,R,4.49,0.78,26.0,0.8378,1.5,LESS,80.0,-400,90,92,0.4,0.6,0.7333,20.0,40.0,46.7,20.0,20.0,26.7,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,284,13.7,24.7,26.5,29.4,Knuckle Curve,33.9,40.0,12.2,27.5,91.3611,1.5,235,77,7,9.1,VELO_BAND_1.5,59.1,40.9,20.0,80.0,4.1,95.9,0.5,99.5,40.9,39.1,15.9,3.6,0.5
130,2026-08-31,825040,AZ,PHI,606466,Ketel Marte,S,4.0,OFFICIAL,STARTER,True,0,0.0,,605400,Aaron Nola,R,4.42,0.78,26.0,0.8472,1.5,LESS,79.7,-393,90,92,0.2,0.6,0.7333,20.0,50.0,53.3,0.0,10.0,20.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,295,14.9,24.7,26.5,29.4,Knuckle Curve,33.9,18.2,13.3,25.6,91.3611,1.5,153,83,4,4.8,VELO_BAND_1.5,59.8,40.2,20.3,79.7,4.2,95.8,0.4,99.6,40.2,39.5,16.0,3.8,0.4
131,2026-08-31,824473,SD,CIN,687957,Dustin Harris,L,7.0,OFFICIAL,STARTER,True,3,42.9,9.0,663903,Brady Singer,R,4.09,0.78,20.5,0.8517,1.5,LESS,79.5,-388,70,87,0.2,0.2,0.2,20.0,20.0,20.0,0.0,0.0,0.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,12,8.3,20.0,24.8,28.5,Sinker,49.7,20.0,12.6,29.7,90.8289,,24,15,1,6.7,HITTER_FASTBALL_FALLBACK,60.4,39.6,20.5,79.5,3.9,96.1,0.4,99.6,39.6,39.9,16.6,3.5,0.4
132,2026-08-31,823663,MIN,DET,805805,Walker Jenkins,L,9.0,OFFICIAL,STARTER,True,3,42.9,9.0,695549,Jackson Jobe,R,3.88,0.7407,21.7,0.8516,1.5,LESS,79.4,-385,63,85,0.3333,0.3333,0.3333,33.3,33.3,33.3,0.0,0.0,0.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,6,0.0,18.8,16.7,21.5,4-Seam,36.3,100.0,16.5,29.0,97.3129,,16,8,4,50.0,HITTER_FASTBALL_FALLBACK,60.6,39.4,20.6,79.4,3.7,96.3,0.3,99.7,39.4,40.0,16.9,3.4,0.3
133,2026-08-31,824149,CWS,HOU,695657,Colson Montgomery,L,6.0,OFFICIAL,STARTER,True,6,85.7,6.0,663567,Peter Lambert,R,4.2,0.78,22.8,1.35,0.5,MORE,79.2,-381,90,92,1.8,2.0,1.7333,100.0,100.0,86.7,60.0,70.0,66.7,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,280,40.0,22.2,21.7,25.2,4-Seam,31.4,29.7,29.1,29.6,93.2471,1.5,310,166,39,23.5,VELO_BAND_1.5,79.2,20.8,41.3,58.7,12.4,87.6,2.0,98.0,20.8,37.9,28.8,10.4,2.0
134,2026-08-31,824635,CHC,MIL,608348,Carson Kelly,R,7.0,OFFICIAL,STARTER,True,5,71.4,9.0,690986,Kyle Harrison,L,4.09,0.7593,25.9,0.8534,1.5,LESS,79.1,-378,81,90,0.4,0.6,0.6667,40.0,50.0,46.7,0.0,10.0,20.0,5,2,40.0,24.2,26,25.0,19.2,33.3,75.0,81.8,14.3,0.1334,79,21.5,30.3,26.7,31.4,4-Seam,57.5,7.4,11.0,24.6,94.8844,1.5,240,111,7,6.3,VELO_BAND_1.5,60.2,39.8,20.9,79.1,3.9,96.1,0.3,99.7,39.8,39.3,17.0,3.5,0.3
135,2026-08-31,824149,CWS,HOU,808959,Munetaka Murakami,L,2.0,OFFICIAL,STARTER,True,7,100.0,2.0,663567,Peter Lambert,R,4.6,0.78,22.8,1.3738,0.5,MORE,79.0,-377,85,91,1.4,1.8,1.6667,100.0,100.0,93.3,40.0,50.0,53.3,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,202,33.7,22.2,21.7,25.2,4-Seam,31.4,38.8,31.3,30.9,93.2471,1.5,247,93,37,39.8,VELO_BAND_1.5,79.0,21.0,41.9,58.1,13.6,86.4,2.6,97.4,21.0,37.2,28.3,11.0,2.6
136,2026-08-31,824635,CHC,MIL,807713,Matt Shaw,R,9.0,OFFICIAL,STARTER,True,2,28.6,9.01,690986,Kyle Harrison,L,3.88,0.7593,25.9,0.8758,1.5,LESS,78.9,-375,73,87,0.2,0.7,0.6,20.0,50.0,46.7,0.0,10.0,6.7,2,1,50.0,23.7,10,40.0,40.0,40.0,60.0,33.3,0.0,0.0572,29,20.7,30.3,26.7,31.4,4-Seam,57.5,19.0,14.2,27.8,94.8844,1.5,37,19,4,21.1,VELO_BAND_1.5,62.1,37.9,21.1,78.9,4.1,95.9,0.3,99.7,37.9,41.1,17.0,3.7,0.3
137,2026-08-31,824473,SD,CIN,593428,Xander Bogaerts,R,6.0,OFFICIAL,STARTER,True,7,100.0,6.0,663903,Brady Singer,R,4.2,0.78,20.5,0.8701,1.5,LESS,78.7,-370,90,92,0.4,0.6,0.4667,40.0,50.0,40.0,0.0,10.0,6.7,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,278,19.4,20.0,24.8,28.5,Sinker,49.7,11.5,18.2,29.1,90.8289,1.5,163,65,5,7.7,VELO_BAND_1.5,61.1,38.9,21.3,78.7,4.2,95.8,0.4,99.6,38.9,39.8,17.1,3.8,0.4
138,2026-08-31,823663,DET,MIN,703601,Max Clark,L,8.0,OFFICIAL,STARTER,True,7,100.0,8.0,671737,Taj Bradley,R,3.98,0.78,21.6,0.8745,1.5,LESS,78.7,-369,76,88,0.6,0.6,0.5333,40.0,50.0,46.7,20.0,10.0,6.7,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,69,23.2,27.6,23.6,27.0,4-Seam,47.1,9.8,10.7,24.7,94.7702,1.5,132,69,7,10.1,VELO_BAND_1.5,61.9,38.1,21.3,78.7,3.9,96.1,0.3,99.7,38.1,40.5,17.4,3.6,0.3
139,2026-08-31,823663,MIN,DET,663616,Trevor Larnach,L,6.0,OFFICIAL,STARTER,True,3,42.9,7.0,695549,Jackson Jobe,R,4.2,0.7407,21.7,0.8718,1.5,LESS,78.6,-368,82,90,0.2,0.5,0.4667,20.0,40.0,40.0,0.0,10.0,6.7,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,276,17.0,18.8,16.7,21.5,4-Seam,36.3,14.2,20.9,28.7,97.3129,1.5,118,61,11,18.0,VELO_BAND_1.5,61.0,39.0,21.4,78.6,4.3,95.7,0.4,99.6,39.0,39.7,17.1,3.8,0.4
140,2026-08-31,824635,MIL,CHC,687401,Joey Ortiz,R,5.01,OFFICIAL,STARTER,True,6,85.7,9.0,605280,Clay Holmes,R,4.31,0.78,20.7,0.8681,1.5,LESS,78.4,-363,79,89,0.4,0.7,0.8667,40.0,50.0,53.3,0.0,20.0,20.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,170,15.3,18.6,17.0,24.9,Sinker,52.6,5.6,11.8,29.0,92.0455,1.5,148,66,12,18.2,VELO_BAND_1.5,60.5,39.5,21.6,78.4,4.2,95.8,0.5,99.5,39.5,38.9,17.3,3.8,0.5
141,2026-08-31,824911,SF,ATL,813841,Jonah Cox,R,4.0,OFFICIAL,STARTER,True,3,42.9,8.01,693821,Bryce Elder,R,4.42,0.78,22.7,1.3434,0.5,MORE,78.4,-363,73,87,0.6,1.3,1.0667,60.0,80.0,73.3,0.0,30.0,20.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,19,47.4,18.9,19.9,25.5,Sinker,29.4,26.1,21.1,30.4,90.8002,1.5,42,24,8,33.3,VELO_BAND_1.5,78.4,21.6,40.3,59.7,13.2,86.8,2.2,97.8,21.6,38.1,27.1,11.0,2.2
142,2026-08-31,824911,SF,ATL,678545,Osleivis Basabe,R,6.0,OFFICIAL,STARTER,True,4,57.1,8.0,693821,Bryce Elder,R,4.2,0.78,22.7,0.8786,1.5,LESS,78.4,-363,75,88,0.4,0.7,0.6667,40.0,60.0,53.3,0.0,10.0,13.3,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,55,18.2,18.9,19.9,25.5,Sinker,29.4,3.8,13.3,28.8,90.8002,1.5,40,19,2,10.5,VELO_BAND_1.5,61.5,38.5,21.6,78.4,4.3,95.7,0.4,99.6,38.5,39.9,17.3,3.9,0.4
143,2026-08-31,824911,SF,ATL,668800,Andrew Knizner,R,7.0,OFFICIAL,STARTER,True,1,14.3,6.01,693821,Bryce Elder,R,4.09,0.78,22.7,0.873,1.5,LESS,78.2,-360,72,87,0.4,0.4,0.4,40.0,30.0,30.0,0.0,10.0,10.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,6,16.7,18.9,19.9,25.5,Sinker,29.4,0.0,12.4,28.3,90.8002,,50,21,3,14.3,HITTER_FASTBALL_FALLBACK,61.1,38.9,21.8,78.2,4.1,95.9,0.4,99.6,38.9,39.3,17.7,3.7,0.4
144,2026-08-31,822932,NYM,TB,620443,Luis Torrens,R,9.02,OFFICIAL,STARTER,True,3,42.9,9.0,693855,Ian Seymour,L,3.88,0.6667,22.3,0.8841,1.5,LESS,78.2,-358,79,89,0.8,0.6,0.5333,40.0,40.0,40.0,20.0,10.0,6.7,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,62,21.0,28.9,25.5,29.6,Changeup,29.0,12.1,15.5,26.9,90.948,1.5,95,40,3,7.5,VELO_BAND_1.5,62.0,38.0,21.8,78.2,4.2,95.8,0.4,99.6,38.0,40.2,17.7,3.8,0.4
