rank,model_season,season_type,target_week,target_slate,player_id,player_name,team,roster_status,years_exp,jersey_number,headshot_url,prior_context,team_prior_attempts,team_prior_ypa,team_prior_yards,games_sample,data_through_season,last_5_avg,last_10_avg,last_15_avg,season_avg,prior_season_avg,last_5_attempts,last_10_attempts,season_attempts,last_5_ypa,last_10_ypa,season_ypa,normal_attempts,projected_ypa,baseline_yards,player_std,projection_source,normal_projected_attempts,projected_attempts,preseason_usage_source,preseason_usage_bucket,projected_passing_yards,model_std,preseason_expected_to_play,preseason_game_plan_role,preseason_game_plan_source,preseason_game_plan_note,preseason_rotation_factor,preseason_game_plan_factor,preseason_attempt_share,expected_pressure_rate,pressure_adjusted_ypa,clean_pocket_ypa,under_pressure_ypa,depth_matchup_short_0_4,depth_matchup_short_5_9,depth_matchup_intermediate_10_14,depth_matchup_intermediate_15_19,depth_matchup_deep_20_24,depth_matchup_deep_25_29,depth_matchup_deep_30_plus,game_script_volume_factor,game_script_efficiency_factor,game_script_label,sim_p10,sim_p25,sim_median,sim_p75,sim_p90,prob_100_plus,grade_100_plus,prob_110_plus,grade_110_plus,prob_120_plus,grade_120_plus,prob_130_plus,grade_130_plus,prob_140_plus,grade_140_plus,prob_150_plus,grade_150_plus,prob_160_plus,grade_160_plus,prob_170_plus,grade_170_plus,prob_180_plus,grade_180_plus,prob_190_plus,grade_190_plus,prob_200_plus,grade_200_plus,prob_210_plus,grade_210_plus,prob_220_plus,grade_220_plus,prob_230_plus,grade_230_plus,prob_240_plus,grade_240_plus,prob_250_plus,grade_250_plus,prob_260_plus,grade_260_plus,prob_270_plus,grade_270_plus,prob_280_plus,grade_280_plus,prob_290_plus,grade_290_plus,prob_300_plus,grade_300_plus,prob_310_plus,grade_310_plus,prob_320_plus,grade_320_plus,prob_330_plus,grade_330_plus,prob_340_plus,grade_340_plus,prob_350_plus,grade_350_plus,prob_360_plus,grade_360_plus,prob_370_plus,grade_370_plus,prob_380_plus,grade_380_plus,prob_390_plus,grade_390_plus,prob_400_plus,grade_400_plus,pass_depth_prob_5_plus,pass_depth_prob_10_plus,pass_depth_prob_15_plus,pass_depth_prob_20_plus,pass_depth_prob_25_plus,pass_depth_prob_30_plus,pass_depth_source,pass_depth_attempt_sample,pass_depth_game_sample,pass_depth_avg_hist_attempts,pass_depth_avg_longest_completion,opponent,home_away,game_id,game_date,game_name
49,2026,PRE,1,Preseason Week 1,00-0040891,Cole Payton,PHI,ACT,0,,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qt8hajjwkvpynr8nwepz",TEAM_BLEND,28.3,7.09,198.5,0,,,,,,,,,,,,,28.3,7.09,198.5,68.46606606835736,TEAM_PRIOR_NO_NFL_HISTORY,28.3,9.9,AUTO_PRESEASON_USAGE,rookie,70.2,64.5,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,7.093,7.093,4.824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,0.0,25.1,70.2,112.9,150.7,32.1,LOW,26.6,LOW,21.4,VERY LOW,17.3,VERY LOW,13.5,VERY LOW,10.2,VERY LOW,7.9,VERY LOW,5.7,VERY LOW,4.3,VERY LOW,3.1,VERY LOW,2.3,VERY LOW,1.6,VERY LOW,1.0,VERY LOW,0.7,VERY LOW,0.5,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,80.7,73.9,62.9,46.6,35.7,25.0,TEAM_3_SEASON_GAME_BOOTSTRAP,1810,57,31.8,37.5,BAL,away,2026_PRE_W1_PHI_BAL,,PHI at BAL
50,2026,PRE,1,Preseason Week 1,00-0035100,Jake Browning,TB,ACT,7,5.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kzyh6yum2w3c6xrkndla",TEAM_BLEND,30.3,6.93,211.4,12,2025.0,182.6,239.8,224.4,189.2,,29.6,32.6,31.0,6.1,7.32,6.0,30.7,6.5,202.5,72.37499807160103,NFL_HISTORY,30.7,10.8,AUTO_PRESEASON_USAGE,starter_like,69.9,44.0,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,6.498,6.498,4.419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,13.8,40.4,70.3,99.7,126.5,24.7,VERY LOW,18.1,VERY LOW,12.7,VERY LOW,8.7,VERY LOW,5.7,VERY LOW,3.6,VERY LOW,2.0,VERY LOW,1.1,VERY LOW,0.7,VERY LOW,0.4,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,74.8,71.1,54.6,40.7,32.6,19.6,QB_3_SEASON_GAME_BOOTSTRAP,402,14,28.7,38.6,NYJ,away,2026_PRE_W1_TB_NYJ,,TB at NYJ
51,2026,PRE,1,Preseason Week 1,00-0041156,Mark Gronowski,MIA,ACT,0,16.0,,TEAM_BLEND,29.2,6.82,200.4,0,,,,,,,,,,,,,29.2,6.82,200.4,73.3078371167153,TEAM_PRIOR_NO_NFL_HISTORY,29.2,10.2,AUTO_PRESEASON_USAGE,rookie,69.7,67.9,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,6.824,6.824,4.641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,0.0,23.0,69.4,116.0,158.1,32.6,LOW,27.8,LOW,23.4,VERY LOW,19.1,VERY LOW,15.2,VERY LOW,12.1,VERY LOW,9.6,VERY LOW,7.3,VERY LOW,5.5,VERY LOW,4.0,VERY LOW,2.8,VERY LOW,2.0,VERY LOW,1.3,VERY LOW,0.9,VERY LOW,0.6,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,80.7,76.6,65.8,46.6,27.3,18.8,TEAM_3_SEASON_GAME_BOOTSTRAP,1799,52,34.6,36.2,WAS,away,2026_PRE_W1_MIA_WAS,,MIA at WAS
52,2026,PRE,1,Preseason Week 1,00-0038550,Hendon Hooker,TEN,ACT,3,16.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bdky2q0tndjhtrgo2fgt",TEAM_BLEND,29.6,6.68,196.5,0,,,,,,,,,,,,,29.6,6.68,196.5,68.28192337549851,TEAM_PRIOR_NO_NFL_HISTORY,29.6,10.4,AUTO_PRESEASON_USAGE,young_backup,69.3,59.6,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,6.682,6.682,4.544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,0.0,28.5,70.2,110.8,147.3,31.2,LOW,25.5,LOW,20.4,VERY LOW,16.1,VERY LOW,12.0,VERY LOW,9.1,VERY LOW,6.7,VERY LOW,4.7,VERY LOW,3.2,VERY LOW,2.1,VERY LOW,1.4,VERY LOW,0.9,VERY LOW,0.6,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,79.9,73.5,60.7,47.3,32.3,21.6,TEAM_3_SEASON_GAME_BOOTSTRAP,1770,51,34.7,36.7,SF,away,2026_PRE_W1_TEN_SF,,TEN at SF
53,2026,PRE,1,Preseason Week 1,00-0039376,Spencer Rattler,NO,ACT,2,2.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uridusydmg6brwrmpmq6",TEAM_BLEND,29.6,6.82,201.0,15,2025.0,189.4,204.4,193.5,198.2,188.1,27.4,33.4,32.0,6.88,6.25,6.34,30.1,6.59,194.4,45.48824801715299,NFL_HISTORY,30.1,10.5,AUTO_PRESEASON_USAGE,starter_like,69.3,30.9,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,6.59,6.59,4.481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,30.0,48.2,69.0,90.0,109.0,16.0,VERY LOW,9.5,VERY LOW,4.9,VERY LOW,2.5,VERY LOW,1.1,VERY LOW,0.4,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,75.5,68.9,51.6,35.6,23.6,15.0,QB_3_SEASON_GAME_BOOTSTRAP,526,16,32.9,34.3,JAX,home,2026_PRE_W1_JAX_NO,,JAX at NO
54,2026,PRE,1,Preseason Week 1,00-0040985,Diego Pavia,BAL,ACT,0,,,TEAM_BLEND,27.1,7.29,194.5,0,,,,,,,,,,,,,27.1,7.29,194.5,70.3512454731327,TEAM_PRIOR_NO_NFL_HISTORY,27.1,9.5,AUTO_PRESEASON_USAGE,rookie,69.1,67.7,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,7.288,7.288,4.956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,0.0,22.7,68.2,114.6,155.0,32.2,LOW,27.3,LOW,22.3,VERY LOW,17.7,VERY LOW,14.0,VERY LOW,11.2,VERY LOW,8.8,VERY LOW,6.7,VERY LOW,4.7,VERY LOW,3.4,VERY LOW,2.3,VERY LOW,1.7,VERY LOW,1.1,VERY LOW,0.7,VERY LOW,0.5,VERY LOW,0.4,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,80.9,76.4,66.4,49.7,37.8,28.0,TEAM_3_SEASON_GAME_BOOTSTRAP,1625,55,29.5,40.2,PHI,home,2026_PRE_W1_PHI_BAL,,PHI at BAL
55,2026,PRE,1,Preseason Week 1,00-0040981,Joe Fagnano,BAL,ACT,0,,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/p8uqfsnpx153mn3gjtd3",TEAM_BLEND,27.1,7.29,194.5,0,,,,,,,,,,,,,27.1,7.29,194.5,70.3512454731327,TEAM_PRIOR_NO_NFL_HISTORY,27.1,9.5,AUTO_PRESEASON_USAGE,rookie,69.1,67.7,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,7.288,7.288,4.956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,0.0,24.8,69.6,114.5,154.6,32.6,LOW,27.2,LOW,22.5,VERY LOW,18.1,VERY LOW,14.4,VERY LOW,11.2,VERY LOW,8.8,VERY LOW,6.6,VERY LOW,5.0,VERY LOW,3.6,VERY LOW,2.5,VERY LOW,1.8,VERY LOW,1.3,VERY LOW,0.9,VERY LOW,0.6,VERY LOW,0.4,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,80.8,76.4,66.1,49.3,37.2,27.2,TEAM_3_SEASON_GAME_BOOTSTRAP,1625,55,29.5,40.2,PHI,home,2026_PRE_W1_PHI_BAL,,PHI at BAL
56,2026,PRE,1,Preseason Week 1,00-0039152,Will Levis,TEN,ACT,3,8.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/n7usvaleeuqvwomo68kf",TEAM_BLEND,29.6,6.68,196.5,19,2024.0,184.4,193.9,200.1,187.8,224.0,24.4,26.5,27.0,8.05,7.54,7.22,26.0,7.57,194.5,69.37677437286725,NFL_HISTORY,26.0,9.1,AUTO_PRESEASON_USAGE,young_backup,68.7,34.0,True,BULK ROTATION,USER WEEK 1 UPDATE,Expected to command a large portion of the game. Share is inferred.,1.0,0.35,0.35,0.0,7.57,7.57,5.148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,25.4,45.8,68.8,91.6,111.5,17.5,VERY LOW,10.8,VERY LOW,6.5,VERY LOW,3.6,VERY LOW,1.8,VERY LOW,0.9,VERY LOW,0.5,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,78.9,72.2,60.7,43.2,30.7,24.8,QB_3_SEASON_GAME_BOOTSTRAP,628,21,29.9,38.8,SF,away,2026_PRE_W1_TEN_SF,,TEN at SF
57,2026,PRE,1,Preseason Week 1,00-0041092,Taylen Green,CLE,ACT,0,15.0,,TEAM_BLEND,30.4,6.42,196.0,0,,,,,,,,,,,,,30.4,6.42,196.0,81.42517894021634,TEAM_PRIOR_NO_NFL_HISTORY,30.4,10.6,AUTO_PRESEASON_USAGE,rookie,68.3,74.0,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,6.417,6.417,4.364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,0.0,19.0,69.6,117.9,163.9,33.2,LOW,28.5,LOW,24.0,VERY LOW,19.9,VERY LOW,16.4,VERY LOW,13.4,VERY LOW,10.9,VERY LOW,8.6,VERY LOW,6.6,VERY LOW,4.9,VERY LOW,3.6,VERY LOW,2.8,VERY LOW,2.0,VERY LOW,1.4,VERY LOW,1.0,VERY LOW,0.6,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,80.0,72.7,57.8,40.5,26.2,18.1,TEAM_3_SEASON_GAME_BOOTSTRAP,2067,52,39.8,35.2,CHI,away,2026_PRE_W1_CLE_CHI,,CLE at CHI
58,2026,PRE,1,Preseason Week 1,00-0035251,Will Grier,CAR,ACT,7,14.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/c8cmoyu2wemjpl6ctk9g",TEAM_BLEND,29.5,6.6,195.7,0,,,,,,,,,,,,,29.5,6.6,195.7,73.01381465694534,TEAM_PRIOR_NO_NFL_HISTORY,29.5,10.3,AUTO_PRESEASON_USAGE,veteran_backup,68.1,58.3,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,6.597,6.597,4.486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,0.0,27.5,67.5,107.6,143.8,29.5,LOW,23.7,VERY LOW,19.0,VERY LOW,14.8,VERY LOW,11.2,VERY LOW,8.3,VERY LOW,6.0,VERY LOW,4.1,VERY LOW,2.7,VERY LOW,1.8,VERY LOW,1.2,VERY LOW,0.8,VERY LOW,0.5,VERY LOW,0.3,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,80.2,70.1,55.7,40.8,26.2,18.1,TEAM_3_SEASON_GAME_BOOTSTRAP,1832,52,35.2,32.2,BUF,away,2026_PRE_W1_CAR_BUF,,CAR at BUF
59,2026,PRE,1,Preseason Week 1,00-0041117,Athan Kaliakmanis,WAS,ACT,0,16.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ahtbv63jyg8ampmyrxn9",TEAM_BLEND,28.2,6.88,194.2,0,,,,,,,,,,,,,28.2,6.88,194.2,70.19315581302358,TEAM_PRIOR_NO_NFL_HISTORY,28.2,9.9,AUTO_PRESEASON_USAGE,rookie,67.9,66.2,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,6.877,6.877,4.676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,0.0,22.6,67.1,111.8,151.0,30.9,LOW,25.8,LOW,21.2,VERY LOW,16.9,VERY LOW,13.2,VERY LOW,10.3,VERY LOW,7.9,VERY LOW,5.9,VERY LOW,4.4,VERY LOW,3.1,VERY LOW,2.1,VERY LOW,1.5,VERY LOW,1.1,VERY LOW,0.6,VERY LOW,0.4,VERY LOW,0.2,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,80.5,74.9,62.0,46.2,35.0,23.4,TEAM_3_SEASON_GAME_BOOTSTRAP,1913,54,35.4,37.5,MIA,home,2026_PRE_W1_MIA_WAS,,MIA at WAS
60,2026,PRE,1,Preseason Week 1,00-0039677,Sam Hartman,WAS,ACT,2,15.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mj9bvcyihsspmkwcbral",TEAM_BLEND,28.2,6.88,194.2,0,,,,,,,,,,,,,28.2,6.88,194.2,70.19315581302358,TEAM_PRIOR_NO_NFL_HISTORY,28.2,9.9,AUTO_PRESEASON_USAGE,young_backup,67.9,62.8,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,6.877,6.877,4.676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,0.0,25.2,68.3,111.7,149.1,31.0,LOW,25.9,LOW,20.8,VERY LOW,16.5,VERY LOW,12.7,VERY LOW,9.8,VERY LOW,7.2,VERY LOW,5.2,VERY LOW,3.7,VERY LOW,2.5,VERY LOW,1.8,VERY LOW,1.2,VERY LOW,0.8,VERY LOW,0.6,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,80.5,74.9,61.7,45.5,33.9,22.6,TEAM_3_SEASON_GAME_BOOTSTRAP,1913,54,35.4,37.5,MIA,home,2026_PRE_W1_MIA_WAS,,MIA at WAS
61,2026,PRE,1,Preseason Week 1,00-0040996,Jacob Clark,LV,ACT,0,16.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zw2yzeb5jhowboogfpki",TEAM_BLEND,28.9,6.65,193.2,0,,,,,,,,,,,,,28.9,6.65,193.2,75.64967657933504,TEAM_PRIOR_NO_NFL_HISTORY,28.9,10.1,AUTO_PRESEASON_USAGE,rookie,67.3,70.5,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,6.652,6.652,4.524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,0.0,19.4,67.7,114.9,159.5,32.3,LOW,27.1,LOW,22.9,VERY LOW,19.0,VERY LOW,15.5,VERY LOW,12.3,VERY LOW,9.9,VERY LOW,7.5,VERY LOW,5.6,VERY LOW,4.1,VERY LOW,3.0,VERY LOW,2.1,VERY LOW,1.6,VERY LOW,1.1,VERY LOW,0.8,VERY LOW,0.6,VERY LOW,0.4,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,80.5,73.2,56.2,38.4,23.3,14.3,TEAM_3_SEASON_GAME_BOOTSTRAP,1868,51,36.6,31.5,ARI,home,2026_PRE_W1_ARI_LV,,ARI at LV
62,2026,PRE,1,Preseason Week 1,00-0039164,Anthony Richardson,IND,ACT,3,5.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wrddeyklfcgk9qybgofq",TEAM_BLEND,29.9,6.94,207.5,14,2024.0,171.2,174.3,165.7,174.3,144.2,26.2,26.0,26.0,7.24,7.25,7.25,26.5,7.21,167.8,54.03968425367596,NFL_HISTORY,26.5,9.3,AUTO_PRESEASON_USAGE,young_backup,66.8,47.9,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,7.209,7.209,4.902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,5.5,33.9,66.0,99.4,129.1,24.7,VERY LOW,18.5,VERY LOW,13.6,VERY LOW,9.7,VERY LOW,6.5,VERY LOW,4.1,VERY LOW,2.5,VERY LOW,1.6,VERY LOW,0.9,VERY LOW,0.5,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,79.5,69.6,59.6,47.8,36.2,35.3,QB_3_SEASON_GAME_BOOTSTRAP,374,16,23.4,35.4,NE,away,2026_PRE_W1_IND_NE,,IND at NE
63,2026,PRE,1,Preseason Week 1,00-0027973,Andy Dalton,PHI,ACT,15,14.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nyjb97rajdqckaxsoniv",TEAM_BLEND,28.3,7.09,198.5,7,2025.0,169.0,217.9,217.9,175.0,197.8,29.2,34.4,24.0,5.86,6.3,7.29,29.6,6.44,189.2,77.95477614842123,NFL_HISTORY,29.6,10.3,AUTO_PRESEASON_USAGE,veteran_backup,66.6,56.0,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,6.438,6.438,4.378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,0.0,29.4,66.9,105.3,139.3,27.9,LOW,22.4,VERY LOW,17.5,VERY LOW,13.2,VERY LOW,9.8,VERY LOW,7.0,VERY LOW,4.8,VERY LOW,3.3,VERY LOW,2.3,VERY LOW,1.5,VERY LOW,1.1,VERY LOW,0.7,VERY LOW,0.4,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,72.7,67.9,60.7,46.3,27.0,18.5,QB_3_SEASON_GAME_BOOTSTRAP,274,10,27.4,28.1,BAL,away,2026_PRE_W1_PHI_BAL,,PHI at BAL
64,2026,PRE,1,Preseason Week 1,00-0033869,Mitchell Trubisky,TEN,ACT,9,10.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fw9ec0v5pn3sorobytpb",TEAM_BLEND,29.6,6.68,196.5,6,2025.0,167.2,162.3,162.3,259.0,101.0,25.0,25.3,29.0,6.68,6.42,8.93,26.3,7.11,174.2,59.91747440450945,NFL_HISTORY,26.3,9.2,AUTO_PRESEASON_USAGE,veteran_backup,65.4,28.8,True,BULK ROTATION,USER WEEK 1 UPDATE,Expected to command a large portion of the game. Share is inferred.,1.0,0.35,0.35,0.0,7.106,7.106,4.832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,27.8,45.7,65.3,85.0,103.0,11.9,VERY LOW,6.5,VERY LOW,3.0,VERY LOW,1.3,VERY LOW,0.5,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,62.6,54.0,38.0,33.5,24.7,14.5,QB_3_SEASON_GAME_BOOTSTRAP,178,13,13.7,22.1,SF,away,2026_PRE_W1_TEN_SF,,TEN at SF
