player_id,player_name,team,opponent,position,depth_chart_position,rushing_depth_role,receiving_depth_role,status,years_exp,season,season_type,week,target_slate,game_id,game_date,home_away,projected_receiving_yards,projection_mean,projection_median,projection_floor,projection_ceiling,model_std,historical_games,last_5_avg,last_10_avg,last_15_avg,season_avg,volume_last_5,preseason_usage_multiplier,opponent_adjustment,data_source,simulations,model_version,prob_5_plus,prob_10_plus,prob_15_plus,prob_20_plus,prob_25_plus,prob_30_plus,prob_35_plus,prob_40_plus,prob_45_plus,prob_50_plus,prob_55_plus,prob_60_plus,prob_65_plus,prob_70_plus,prob_75_plus,prob_80_plus,prob_85_plus,prob_90_plus,prob_95_plus,prob_100_plus,prob_105_plus,prob_110_plus,prob_115_plus,prob_120_plus,prob_125_plus,prob_130_plus,prob_135_plus,prob_140_plus,prob_145_plus,prob_150_plus,projected_targets,target_share,projected_receptions,catch_rate,yards_per_target,yards_per_reception,team_target_budget,team_receiving_yard_budget,receiving_allocation_source
00-0039849,Marvin Harrison Jr.,ARI,LAC,WR,WR,,WR2,ACT,2.0,2026,REG,1,2026 REG W1,401872926,2026-09-13T20:25Z,away,52.816,53.063,52.817,20.451,85.317,24.893,29,42.4,51.0,53.733,50.667,6.6,1.0,0.923,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,97.15,95.55,93.33,90.32,86.43,81.71,76.01,69.44,62.15,54.39,46.62,38.97,31.66,25.08,19.18,14.2,10.24,7.16,4.81,3.19,1.96,1.2,0.7,0.37,0.2,0.1,0.06,0.03,0.01,0.01,6.83,19.08,3.943,57.73,8.309,13.394,32.93,226.51,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0040124,Tetairoa McMillan,CAR,CHI,WR,WR,,WR1,ACT,1.0,2026,REG,1,2026 REG W1,401872661,2026-09-13T17:00Z,home,52.295,52.941,52.382,12.886,92.073,29.655,17,46.2,60.1,56.4,59.647,5.2,1.0,1.021,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,93.73,91.54,88.68,85.16,81.16,76.63,71.36,65.68,59.61,53.19,46.55,40.18,34.04,28.29,23.12,18.6,14.6,11.21,8.4,6.14,4.4,3.09,2.09,1.42,0.9,0.58,0.36,0.21,0.13,0.07,7.189,25.66,4.299,59.8,8.618,12.163,25.77,174.32,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0033288,George Kittle,SF,LAR,TE,TE,,TE1,ACT,9.0,2026,REG,1,2026 REG W1,401872657,2026-09-11T00:35Z,away,52.295,52.958,52.173,10.912,93.747,30.856,42,75.4,60.3,62.267,57.091,7.8,1.0,1.129,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,92.83,90.47,87.57,84.15,80.09,75.39,70.29,64.77,58.74,52.69,46.56,40.41,34.61,29.03,24.0,19.5,15.56,12.2,9.34,7.01,5.23,3.75,2.61,1.79,1.22,0.81,0.52,0.34,0.21,0.13,5.739,19.08,4.793,83.52,9.659,10.912,27.67,215.26,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0034960,Jakobi Meyers,JAX,CLE,WR,WR,,WR2,ACT,7.0,2026,REG,1,2026 REG W1,401872922,2026-09-13T17:00Z,home,51.475,51.535,51.331,20.072,82.81,24.09,47,47.6,50.6,49.2,52.188,8.0,1.0,0.976,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,97.1,95.39,93.11,90.06,85.97,80.87,74.89,68.0,60.24,52.16,44.08,36.24,28.82,22.29,16.7,12.12,8.59,5.78,3.73,2.32,1.41,0.84,0.48,0.25,0.14,0.07,0.03,0.02,0.01,0.01,6.872,21.86,4.631,67.39,7.413,11.114,28.92,225.77,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0037740,Garrett Wilson,NYJ,TEN,WR,WR,,WR1,ACT,4.0,2026,REG,1,2026 REG W1,401872924,2026-09-13T17:00Z,away,51.194,51.908,51.243,10.51,91.481,30.176,41,50.0,56.6,55.733,56.429,8.4,1.0,0.986,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,92.75,90.29,87.36,83.86,79.61,74.89,69.69,64.01,57.92,51.59,45.3,39.04,33.19,27.57,22.48,17.97,14.24,10.87,8.22,6.13,4.45,3.21,2.19,1.48,0.98,0.66,0.43,0.26,0.17,0.1,8.477,28.49,5.485,64.71,7.025,9.334,27.37,147.21,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0034827,DJ Moore,BUF,HOU,WR,WR,,WR2,ACT,8.0,2026,REG,1,2026 REG W1,401872660,2026-09-13T17:00Z,away,50.843,51.285,50.899,15.66,86.251,26.841,51,36.0,35.1,37.867,40.118,4.4,1.0,0.992,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,95.16,93.1,90.38,86.87,82.67,77.57,71.82,65.39,58.47,51.27,44.1,37.06,30.41,24.49,19.2,14.62,10.82,7.87,5.56,3.81,2.53,1.64,1.06,0.66,0.38,0.21,0.12,0.06,0.03,0.02,6.554,21.96,3.733,56.96,7.911,13.619,27.46,214.36,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0036970,Kyle Pitts,ATL,PIT,TE,TE,,TE1,ACT,5.0,2026,REG,1,2026 REG W1,401872658,2026-09-13T17:00Z,away,49.981,50.675,50.065,10.074,89.707,29.601,51,77.4,58.4,55.467,54.588,8.6,1.0,1.15,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,92.66,90.03,86.95,83.25,78.82,73.89,68.47,62.68,56.46,50.1,43.69,37.31,31.39,26.04,21.06,16.68,13.06,9.83,7.33,5.34,3.8,2.64,1.81,1.17,0.74,0.47,0.29,0.18,0.1,0.06,6.754,22.33,4.953,73.33,7.924,10.091,27.82,192.75,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0035659,Terry McLaurin,WAS,PHI,WR,WR,,WR1,ACT,7.0,2026,REG,1,2026 REG W1,401872929,2026-09-13T20:25Z,away,49.913,50.696,49.982,10.969,89.064,29.124,44,56.6,58.2,57.0,58.2,5.0,1.0,0.856,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,93.02,90.57,87.46,83.84,79.64,74.48,68.94,62.88,56.47,49.96,43.59,37.21,31.3,25.74,20.71,16.28,12.6,9.5,6.98,5.02,3.56,2.44,1.64,1.03,0.66,0.41,0.25,0.15,0.09,0.05,6.097,25.4,3.646,59.8,8.588,13.689,22.08,165.71,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0039065,Sam LaPorta,DET,NO,TE,TE,,TE1,ACT,3.0,2026,REG,1,2026 REG W1,401872923,2026-09-13T17:00Z,home,49.489,49.931,49.468,13.7,85.191,27.001,42,62.4,55.2,55.333,54.333,5.6,1.0,0.991,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,94.47,92.14,89.17,85.48,81.04,75.78,69.73,63.18,56.3,49.27,42.37,35.42,28.89,23.08,18.14,13.75,10.11,7.31,5.16,3.54,2.36,1.51,0.98,0.6,0.35,0.22,0.12,0.06,0.03,0.02,5.759,16.4,4.546,78.95,9.211,10.885,32.31,262.17,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0040129,Emeka Egbuka,TB,CIN,WR,WR,,WR1,ACT,1.0,2026,REG,1,2026 REG W1,401872925,2026-09-13T17:00Z,away,49.123,49.897,49.244,10.176,88.135,29.078,17,29.4,41.1,56.133,55.176,5.2,1.0,1.028,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,92.61,90.08,86.82,83.1,78.59,73.62,67.98,61.9,55.54,49.01,42.49,36.25,30.3,24.78,19.89,15.61,11.97,8.95,6.64,4.75,3.36,2.35,1.56,1.0,0.62,0.37,0.23,0.14,0.08,0.05,7.096,23.01,3.424,48.25,7.386,14.348,28.38,197.7,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0033921,Chris Godwin Jr.,TB,CIN,WR,WR,,WR2,ACT,9.0,2026,REG,1,2026 REG W1,401872925,2026-09-13T17:00Z,away,48.277,48.847,48.124,9.743,86.542,28.618,33,44.2,42.5,56.867,40.0,5.6,1.0,1.028,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,92.56,89.87,86.51,82.56,77.95,72.69,66.91,60.69,54.23,47.48,40.98,34.58,28.62,23.33,18.57,14.45,10.92,8.15,5.94,4.22,2.97,2.03,1.33,0.86,0.53,0.35,0.2,0.11,0.07,0.04,6.341,20.56,4.529,71.43,8.124,10.659,28.38,197.7,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0033908,Cooper Kupp,SEA,NE,WR,WR,,WR2,ACT,9.0,2026,REG,1,2026 REG W1,401872656,2026-09-10T00:20Z,home,47.943,48.041,47.936,22.427,73.675,19.809,41,31.0,33.5,34.867,35.0,4.0,1.0,0.962,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,98.49,97.17,95.11,92.01,87.54,81.66,74.2,65.44,55.99,45.82,36.2,27.27,19.59,13.51,8.92,5.54,3.19,1.79,0.92,0.46,0.22,0.1,0.03,0.01,0.01,0.0,0.0,0.0,0.0,0.0,5.979,21.3,3.837,64.18,8.418,12.493,25.83,199.61,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0033555,Mack Hollins,NE,SEA,WR,WR,,WR2,ACT,9.0,2026,REG,1,2026 REG W1,401872656,2026-09-10T00:20Z,away,47.709,48.223,47.791,12.907,82.591,26.274,40,42.8,53.1,40.067,51.0,6.4,1.0,1.015,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,94.22,91.68,88.57,84.62,79.84,74.25,68.13,61.32,54.13,46.81,39.57,32.71,26.57,20.7,15.91,11.79,8.53,6.01,4.06,2.68,1.77,1.11,0.69,0.41,0.22,0.12,0.07,0.04,0.02,0.01,5.839,20.17,4.149,71.05,9.461,11.499,26.64,197.29,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0039915,Ladd McConkey,LAC,ARI,WR,WR,,WR2,ACT,2.0,2026,REG,1,2026 REG W1,401872926,2026-09-13T20:25Z,home,47.639,48.287,47.587,9.856,85.228,28.05,32,29.0,47.6,47.667,49.312,4.4,1.0,1.012,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,92.64,89.91,86.61,82.59,77.93,72.59,66.75,60.29,53.62,46.77,40.15,33.79,27.88,22.34,17.57,13.53,10.16,7.46,5.34,3.74,2.51,1.65,1.04,0.66,0.41,0.24,0.15,0.09,0.06,0.03,6.448,21.19,3.896,60.42,7.281,12.229,27.99,190.28,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0039338,Brock Bowers,LV,MIA,TE,TE,,TE1,ACT,2.0,2026,REG,1,2026 REG W1,401872928,2026-09-13T20:25Z,home,46.99,47.704,47.095,9.711,84.456,27.802,29,45.0,53.9,60.4,56.667,6.2,1.0,0.922,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,92.48,89.86,86.4,82.36,77.49,72.04,66.03,59.56,52.79,46.11,39.38,32.87,26.98,21.51,16.85,12.88,9.67,6.98,4.96,3.42,2.3,1.55,1.03,0.64,0.38,0.21,0.12,0.07,0.04,0.02,7.032,24.92,5.259,74.78,7.878,8.935,25.96,162.45,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0038608,Kayshon Boutte,HOU,BUF,WR,WR,,WR3,ACT,3.0,2026,REG,1,2026 REG W1,401872660,2026-09-13T17:00Z,home,46.355,46.847,46.137,9.386,83.159,27.405,32,24.0,38.6,44.533,39.357,3.0,1.0,0.924,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,92.42,89.61,86.15,81.95,76.98,71.31,65.1,58.44,51.6,44.68,37.91,31.39,25.64,20.29,15.83,12.03,8.94,6.41,4.53,3.03,2.06,1.32,0.85,0.52,0.3,0.18,0.1,0.06,0.03,0.02,5.151,15.69,3.148,61.11,10.593,14.725,30.2,206.26,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0037252,Greg Dulcich,MIA,LV,TE,TE,,TE1,ACT,4.0,2026,REG,1,2026 REG W1,401872928,2026-09-13T20:25Z,away,46.102,46.098,46.143,23.662,68.253,17.348,14,44.4,33.5,27.714,37.222,3.6,1.0,0.969,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,99.11,98.08,96.26,93.26,88.57,82.11,73.81,63.68,52.62,41.3,30.53,21.13,13.75,8.41,4.77,2.54,1.26,0.59,0.27,0.1,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.093,19.48,3.534,69.39,7.918,13.046,24.05,179.61,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0038935,Brenton Strange,JAX,CLE,TE,TE,,TE1,ACT,3.0,2026,REG,1,2026 REG W1,401872922,2026-09-13T17:00Z,home,45.843,45.896,45.646,16.27,75.174,22.562,31,39.6,46.4,41.467,45.0,5.4,1.0,0.976,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,96.12,93.97,90.91,86.81,81.59,75.24,67.91,59.72,51.1,42.57,34.3,26.69,19.92,14.51,10.12,6.83,4.42,2.8,1.68,0.95,0.52,0.27,0.14,0.07,0.03,0.01,0.01,0.0,0.0,0.0,5.215,16.59,3.874,74.29,8.7,11.833,28.92,225.77,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0036407,Jerry Jeudy,CLE,JAX,WR,WR,,WR1,ACT,6.0,2026,REG,1,2026 REG W1,401872922,2026-09-13T17:00Z,away,44.623,45.013,44.643,12.654,76.508,24.125,50,36.2,34.5,32.333,35.412,5.2,1.0,1.022,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,94.44,91.77,88.18,83.77,78.44,72.18,65.1,57.37,49.42,41.66,33.97,26.9,20.74,15.45,11.18,7.8,5.31,3.44,2.16,1.31,0.76,0.43,0.23,0.11,0.05,0.02,0.01,0.01,0.0,0.0,7.564,25.84,3.446,45.56,5.389,12.95,26.93,175.02,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0036252,Michael Pittman,PIT,ATL,WR,WR,,WR2,ACT,6.0,2026,REG,1,2026 REG W1,401872658,2026-09-13T17:00Z,home,44.562,45.174,44.501,9.275,79.999,26.323,49,32.8,43.3,44.267,46.118,5.8,1.0,0.964,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,92.4,89.53,85.84,81.43,76.12,70.07,63.41,56.51,49.23,42.15,35.19,28.67,22.88,17.78,13.48,10.0,7.25,5.05,3.4,2.21,1.45,0.91,0.52,0.31,0.17,0.1,0.06,0.03,0.02,0.01,7.852,24.05,5.609,71.43,6.776,7.945,30.04,192.24,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0039491,Jalen Coker,CAR,CHI,WR,WR,,WR2,ACT,2.0,2026,REG,1,2026 REG W1,401872661,2026-09-13T17:00Z,home,44.135,44.603,44.125,10.688,77.452,25.077,22,48.8,39.4,40.6,35.818,4.8,1.0,1.021,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,93.39,90.44,86.78,82.18,76.71,70.5,63.67,56.24,48.68,41.04,33.83,27.14,21.2,15.98,11.84,8.43,5.86,3.91,2.58,1.63,1.04,0.63,0.34,0.19,0.1,0.06,0.03,0.01,0.0,0.0,5.699,20.34,4.378,76.81,9.174,10.081,25.77,174.32,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0036244,Colby Parkinson,LAR,SF,TE,TE,,TE1,ACT,6.0,2026,REG,1,2026 REG W1,401872657,2026-09-11T00:35Z,home,43.213,43.312,43.187,17.565,68.8,19.735,43,43.4,35.0,27.6,29.143,6.0,1.0,1.016,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,97.16,95.15,92.08,87.71,81.97,74.61,65.84,56.33,46.34,36.78,27.68,19.97,13.77,8.99,5.61,3.31,1.85,0.97,0.49,0.23,0.12,0.06,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,5.648,15.63,4.022,71.21,8.318,10.745,33.24,259.28,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0031588,Stefon Diggs,WAS,PHI,WR,WR,,WR2,ACT,11.0,2026,REG,1,2026 REG W1,401872929,2026-09-13T20:25Z,away,43.146,43.716,43.103,8.785,77.286,25.479,42,66.8,55.7,61.6,59.588,5.4,1.0,0.856,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,92.23,89.18,85.34,80.68,75.21,68.94,62.04,54.67,47.17,39.8,32.81,26.43,20.66,15.64,11.63,8.29,5.78,3.93,2.64,1.69,1.03,0.6,0.35,0.2,0.11,0.06,0.03,0.01,0.01,0.0,5.227,21.78,4.12,78.82,8.659,10.472,22.08,165.71,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0038563,Tre Tucker,LV,MIA,WR,WR,,WR1,ACT,3.0,2026,REG,1,2026 REG W1,401872928,2026-09-13T20:25Z,home,42.811,43.396,42.71,9.37,76.528,25.09,46,29.2,30.7,42.0,40.941,5.0,1.0,0.922,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,92.62,89.59,85.6,80.84,75.1,68.62,61.54,54.1,46.5,39.09,32.14,25.73,19.95,15.11,11.04,7.86,5.4,3.6,2.38,1.5,0.93,0.57,0.31,0.16,0.08,0.05,0.03,0.01,0.0,0.0,6.49,23.0,4.166,64.2,7.778,10.276,25.96,162.45,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0037666,Jalen Tolbert,MIA,LV,WR,WR,,WR2,ACT,4.0,2026,REG,1,2026 REG W1,401872928,2026-09-13T20:25Z,away,42.694,42.821,42.661,16.441,68.874,20.143,41,18.8,20.3,24.133,18.455,2.8,1.0,0.969,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,96.74,94.5,91.18,86.62,80.61,73.24,64.71,55.16,45.39,35.93,27.37,19.85,13.79,9.05,5.71,3.43,2.0,1.11,0.56,0.27,0.12,0.07,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,5.055,19.34,2.889,57.14,7.388,14.78,24.05,179.61,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0039146,Jayden Reed,GB,MIN,WR,WR,,WR2,ACT,3.0,2026,REG,1,2026 REG W1,401872927,2026-09-13T20:25Z,away,42.42,42.985,42.345,8.698,76.048,25.049,38,41.4,37.1,40.8,41.4,4.4,1.0,0.991,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,92.23,89.09,85.12,80.32,74.64,68.21,61.08,53.57,46.09,38.62,31.56,25.22,19.56,14.66,10.72,7.61,5.27,3.5,2.23,1.36,0.82,0.49,0.27,0.14,0.08,0.04,0.02,0.01,0.0,0.0,5.67,20.74,4.276,75.41,8.738,9.921,25.15,202.4,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0030279,Keenan Allen,IND,BAL,WR,WR,,WR1,ACT,13.0,2026,REG,1,2026 REG W1,401872659,2026-09-13T17:00Z,home,41.732,42.463,41.718,8.727,74.99,24.748,45,31.0,34.2,43.2,45.706,6.2,1.0,1.084,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,92.27,89.15,85.11,80.22,74.31,67.63,60.35,52.65,45.13,37.69,30.65,24.26,18.64,13.85,9.99,7.06,4.92,3.22,2.04,1.24,0.75,0.47,0.29,0.15,0.08,0.04,0.02,0.01,0.01,0.0,7.634,24.17,4.865,63.73,5.961,8.579,29.05,198.25,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0039424,Devaughn Vele,NO,DET,WR,WR,,WR2,ACT,2.0,2026,REG,1,2026 REG W1,401872923,2026-09-13T17:00Z,away,41.694,42.292,41.86,9.371,74.145,24.195,22,50.8,34.3,32.467,32.556,5.8,1.0,1.107,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,92.65,89.55,85.58,80.59,74.78,68.01,60.55,52.87,44.94,37.2,29.94,23.53,17.84,13.09,9.41,6.51,4.36,2.88,1.84,1.1,0.64,0.34,0.18,0.09,0.04,0.03,0.01,0.0,0.0,0.0,5.661,17.4,3.499,61.82,7.4,11.914,29.93,229.79,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0039410,Ryan Flournoy,DAL,NYG,WR,WR,,WR3,ACT,2.0,2026,REG,1,2026 REG W1,401872930,2026-09-14T00:20Z,away,41.132,41.743,41.111,8.391,73.842,24.349,20,55.0,32.6,32.8,36.538,6.0,1.0,0.945,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,92.22,88.84,84.68,79.66,73.84,66.99,59.44,51.75,43.98,36.43,29.47,23.07,17.52,12.93,9.24,6.39,4.32,2.79,1.75,1.08,0.61,0.35,0.19,0.1,0.06,0.03,0.02,0.01,0.0,0.0,5.406,15.43,3.875,71.67,8.2,10.616,32.23,248.05,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0040128,Tyler Warren,IND,BAL,TE,TE,,TE1,ACT,1.0,2026,REG,1,2026 REG W1,401872659,2026-09-13T17:00Z,home,41.059,41.507,41.211,11.053,71.04,22.537,17,26.6,37.8,44.133,48.059,6.8,1.0,1.084,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,93.92,90.83,86.89,81.83,75.6,68.34,60.32,52.0,43.39,35.15,27.6,21.09,15.4,10.81,7.34,4.82,2.97,1.8,1.0,0.54,0.28,0.15,0.08,0.03,0.01,0.01,0.0,0.0,0.0,0.0,6.492,20.56,4.396,67.71,6.896,9.341,29.05,198.25,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0036894,Pat Freiermuth,PIT,ATL,TE,TE,,TE1,ACT,5.0,2026,REG,1,2026 REG W1,401872658,2026-09-13T17:00Z,home,40.446,40.967,40.454,8.665,72.126,23.615,43,37.6,29.9,32.4,32.4,4.4,1.0,0.964,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,92.35,89.08,84.95,79.65,73.43,66.3,58.68,50.73,42.71,34.95,27.78,21.48,16.09,11.58,8.06,5.35,3.5,2.2,1.36,0.79,0.46,0.25,0.13,0.06,0.03,0.02,0.01,0.01,0.0,0.0,5.478,16.78,3.956,72.22,8.815,10.223,30.04,192.24,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0034837,Calvin Ridley,TEN,NYJ,WR,WR,,WR3,ACT,8.0,2026,REG,1,2026 REG W1,401872924,2026-09-13T17:00Z,home,40.272,40.77,40.208,8.239,72.013,23.778,41,43.8,54.1,55.8,43.286,4.4,1.0,0.927,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,92.08,88.76,84.47,79.09,72.96,65.94,58.19,50.33,42.35,34.73,27.6,21.39,16.07,11.54,8.07,5.44,3.56,2.31,1.45,0.85,0.5,0.27,0.15,0.08,0.04,0.02,0.01,0.0,0.0,0.0,4.972,16.41,2.768,55.68,9.511,14.548,27.87,169.69,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0040718,Travis Hunter,JAX,CLE,WR,WR,,WR3,ACT,1.0,2026,REG,1,2026 REG W1,401872922,2026-09-13T17:00Z,home,40.262,40.731,40.18,8.023,72.084,23.819,7,48.6,42.571,42.571,42.571,6.2,1.0,0.976,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,91.98,88.5,84.21,79.01,72.92,65.87,58.26,50.31,42.36,34.71,27.65,21.3,15.98,11.54,8.13,5.49,3.67,2.37,1.41,0.85,0.5,0.27,0.13,0.07,0.03,0.01,0.0,0.0,0.0,0.0,6.017,19.14,3.744,62.22,6.622,10.753,28.92,225.77,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0034383,Dalton Schultz,HOU,BUF,TE,TE,,TE1,ACT,8.0,2026,REG,1,2026 REG W1,401872660,2026-09-13T17:00Z,home,39.722,40.064,39.717,10.335,69.108,22.047,49,45.0,46.9,48.0,45.706,5.2,1.0,0.924,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,93.62,90.25,85.84,80.34,73.91,66.38,58.16,49.51,40.88,32.66,25.22,18.76,13.51,9.28,6.18,3.86,2.37,1.38,0.75,0.39,0.18,0.08,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,5.993,18.26,4.676,78.02,7.802,8.495,30.2,206.26,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0035535,Darius Slayton,NYG,DAL,WR,WR,,WR2,ACT,7.0,2026,REG,1,2026 REG W1,401872930,2026-09-14T00:20Z,home,39.622,39.836,39.537,11.865,67.354,21.033,47,34.4,40.3,35.867,38.429,5.4,1.0,1.135,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,94.42,91.47,87.12,81.49,74.84,67.02,58.26,49.13,40.02,31.49,23.82,17.3,12.05,8.06,5.12,3.12,1.76,0.97,0.53,0.24,0.11,0.05,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,4.982,17.7,2.88,57.81,8.406,13.757,25.9,174.48,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0038542,Bijan Robinson,ATL,PIT,RB,RB,,RB1,ACT,3.0,2026,REG,1,2026 REG W1,401872658,2026-09-13T17:00Z,away,39.501,40.14,39.598,8.091,70.899,23.416,50,45.2,40.7,46.333,48.235,7.0,1.0,1.15,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,92.03,88.57,84.14,78.72,72.33,65.23,57.53,49.36,41.31,33.64,26.73,20.41,15.05,10.68,7.41,5.02,3.25,1.98,1.19,0.66,0.38,0.21,0.1,0.05,0.02,0.01,0.0,0.0,0.0,0.0,5.538,18.31,4.26,76.92,7.637,9.272,27.82,192.75,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0034351,Dallas Goedert,PHI,WAS,TE,TE,,TE1,ACT,8.0,2026,REG,1,2026 REG W1,401872929,2026-09-13T20:25Z,home,39.003,39.572,39.072,8.025,70.034,23.031,39,43.0,34.8,39.4,39.4,6.0,1.0,1.143,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,92.07,88.47,83.9,78.4,72.02,64.59,56.69,48.45,40.29,32.44,25.43,19.35,14.18,10.03,6.78,4.43,2.81,1.72,0.97,0.56,0.31,0.14,0.06,0.03,0.01,0.01,0.0,0.0,0.0,0.0,6.104,21.82,4.243,69.51,7.073,9.192,25.73,177.71,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0041099,Barion Brown,NO,DET,WR,WR,,WR3,ACT,0.0,2026,REG,1,2026 REG W1,401872923,2026-09-13T17:00Z,away,38.867,38.829,38.777,20.238,57.464,14.495,0,,,,,,1.0,1.107,TEAM_LEAGUE_PRIOR,100000,NFL_RECEIVING_YARDS_V1,98.98,97.66,94.91,90.25,82.81,72.62,60.3,46.74,33.61,22.06,13.23,7.27,3.57,1.59,0.65,0.23,0.07,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.821,14.82,3.134,65.0,8.1,12.403,29.93,229.79,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0033280,Christian McCaffrey,SF,LAR,RB,RB,,RB1,ACT,9.0,2026,REG,1,2026 REG W1,401872657,2026-09-11T00:35Z,away,38.76,39.113,38.589,8.796,68.665,22.376,37,27.8,40.8,53.267,54.353,5.2,1.0,1.129,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,92.49,89.09,84.46,78.8,71.95,64.22,55.99,47.57,39.4,31.38,24.15,18.11,13.0,8.97,6.02,3.82,2.34,1.38,0.78,0.41,0.22,0.12,0.06,0.03,0.01,0.01,0.0,0.0,0.0,0.0,5.675,18.87,4.653,82.0,7.24,8.33,27.67,215.26,PRIMARY_ROTATION_TEAM_CONSTRAINED
