player_id,player_name,team,opponent,position,season,season_type,week,ladder_line,probability,probability_grade,projected_rushing_yards,model_version
00-0034844,Saquon Barkley,PHI,TEN,RB,2026,REG,2,25.0,90.2,ELITE,80.268,NFL_RUSHING_YARDS_V1
00-0034844,Saquon Barkley,PHI,TEN,RB,2026,REG,2,30.0,88.01,ELITE,80.268,NFL_RUSHING_YARDS_V1
00-0034844,Saquon Barkley,PHI,TEN,RB,2026,REG,2,35.0,85.41,ELITE,80.268,NFL_RUSHING_YARDS_V1
00-0034844,Saquon Barkley,PHI,TEN,RB,2026,REG,2,40.0,82.53,ELITE,80.268,NFL_RUSHING_YARDS_V1
00-0034844,Saquon Barkley,PHI,TEN,RB,2026,REG,2,45.0,79.31,ELITE,80.268,NFL_RUSHING_YARDS_V1
00-0034844,Saquon Barkley,PHI,TEN,RB,2026,REG,2,50.0,75.75,ELITE,80.268,NFL_RUSHING_YARDS_V1
00-0034844,Saquon Barkley,PHI,TEN,RB,2026,REG,2,55.0,72.02,ELITE,80.268,NFL_RUSHING_YARDS_V1
00-0034844,Saquon Barkley,PHI,TEN,RB,2026,REG,2,60.0,68.0,ELITE,80.268,NFL_RUSHING_YARDS_V1
00-0034844,Saquon Barkley,PHI,TEN,RB,2026,REG,2,65.0,63.69,ELITE,80.268,NFL_RUSHING_YARDS_V1
00-0034844,Saquon Barkley,PHI,TEN,RB,2026,REG,2,70.0,59.21,ELITE,80.268,NFL_RUSHING_YARDS_V1
00-0034844,Saquon Barkley,PHI,TEN,RB,2026,REG,2,75.0,54.57,ELITE,80.268,NFL_RUSHING_YARDS_V1
00-0034844,Saquon Barkley,PHI,TEN,RB,2026,REG,2,80.0,49.88,ELITE,80.268,NFL_RUSHING_YARDS_V1
00-0034844,Saquon Barkley,PHI,TEN,RB,2026,REG,2,85.0,45.19,ELITE,80.268,NFL_RUSHING_YARDS_V1
00-0034844,Saquon Barkley,PHI,TEN,RB,2026,REG,2,90.0,40.46,ELITE,80.268,NFL_RUSHING_YARDS_V1
00-0034844,Saquon Barkley,PHI,TEN,RB,2026,REG,2,95.0,35.97,ELITE,80.268,NFL_RUSHING_YARDS_V1
00-0034844,Saquon Barkley,PHI,TEN,RB,2026,REG,2,100.0,31.74,ELITE,80.268,NFL_RUSHING_YARDS_V1
