rank,season,season_type,week,game_id,game_time,player_id,player_name,team,opponent,home_away,position,projected_sacks,median_sacks,p90_sacks,model_lambda,sacks_current,sacks_prior,sacks_l5_pg,sacks_l10_pg,sacks_season_pg,sacks_prior_pg,opp_sacks_allowed_pg,team_def_sacks_pg,qb_hits_l5_pg,qb_hurries_l5_pg,pressures_l5_pg,snaps_l5_pg,pass_rush_snaps_l5_pg,pressure_rate_l5,qb_hit_rate_l5,matchup_multiplier,pressure_multiplier,sample_reliability,matchup_score,confidence,ai_play_0_5,n_sims,prob_over_0_5,prob_over_1_0,prob_over_1_5,prob_over_2_0,prob_over_2_5,prob_over_3_0,prob_over_3_5,prob_over_4_0,prob_1_0_plus,prob_1_5_plus,prob_2_0_plus,prob_2_5_plus,prob_3_0_plus,prob_3_5_plus,prob_4_0_plus,prob_1_plus,prob_2_plus,prob_3_plus,prob_4_plus,tier
60,2026,REG,2,401872934,2026-09-20T17:00Z,00-0031565,Danielle Hunter,HOU,CIN,HOME,DL,0.461,0.0,1.0,0.4618,0.0,18.0,1.0,0.9,0.0,1.0,1.0,2.0,1.0,,2.0,,,,,0.65,0.98,1.0,20.0,83.0,LESS,25000,34.3,9.1,6.9,1.4,0.9,0.2,0.1,0.0,34.3,9.1,6.9,1.4,0.9,0.2,0.1,34.3,6.9,0.9,0.1,FADE
61,2026,REG,2,401872944,2026-09-20T20:25Z,00-0041028,Sonny Styles,WAS,DAL,AWAY,LB,0.452,0.0,1.0,0.4579,1.0,0.0,1.0,1.0,1.0,,0.0,3.0,1.0,,2.0,,,,,1.0,0.98,0.35,20.0,38.0,LESS,25000,34.2,8.4,6.3,1.2,0.8,0.1,0.1,0.0,34.2,8.4,6.3,1.2,0.8,0.1,0.1,34.2,6.3,0.8,0.1,FADE
62,2026,REG,2,401872947,2026-09-22T00:15Z,00-0040694,Darius Alexander,NYG,LAR,AWAY,DL,0.442,0.0,1.0,0.44,0.0,3.5,0.6,0.35,,0.318,0.0,0.0,0.8,,1.4,,,,,1.0,0.956,1.0,20.0,82.0,LESS,25000,33.4,8.2,6.2,1.1,0.8,0.2,0.1,0.0,33.4,8.2,6.2,1.1,0.8,0.2,0.1,33.4,6.2,0.8,0.1,FADE
63,2026,REG,2,401872939,2026-09-20T17:00Z,00-0039740,Jalyx Hunt,PHI,TEN,AWAY,LB,0.441,0.0,1.0,0.4365,0.0,6.5,0.4,0.55,0.0,0.382,3.0,1.0,1.2,,1.6,,,,,1.352,0.964,1.0,69.0,82.0,LESS,25000,33.3,8.3,6.3,1.1,0.8,0.1,0.1,0.0,33.3,8.3,6.3,1.1,0.8,0.1,0.1,33.3,6.3,0.8,0.1,FADE
64,2026,REG,2,401872944,2026-09-20T20:25Z,00-0027940,Von Miller,DAL,WAS,HOME,LB,0.439,0.0,1.0,0.4435,0.0,9.0,0.8,0.6,,0.643,1.0,2.0,1.0,,1.8,,,,,0.65,0.972,1.0,20.0,82.0,LESS,25000,33.3,8.0,6.2,1.2,0.8,0.1,0.1,0.0,33.3,8.0,6.2,1.2,0.8,0.1,0.1,33.3,6.2,0.8,0.1,FADE
65,2026,REG,2,401872940,2026-09-20T20:05Z,00-0038570,Ventrell Miller,JAX,DEN,AWAY,LB,0.433,0.0,1.0,0.4273,1.0,0.0,0.2,0.1,1.0,0.0,3.0,5.0,0.2,,0.4,,,,,1.352,0.916,1.0,69.0,82.0,LESS,25000,32.9,7.9,6.2,1.1,0.8,0.1,0.1,0.0,32.9,7.9,6.2,1.1,0.8,0.1,0.1,32.9,6.2,0.8,0.1,FADE
66,2026,REG,2,401872943,2026-09-20T20:25Z,00-0039047,Derick Hall,SEA,ARI,AWAY,LB,0.433,0.0,1.0,0.4397,1.0,4.0,0.8,0.5,1.0,0.235,1.0,3.0,1.2,,2.0,,,,,0.65,0.98,1.0,20.0,82.0,LESS,25000,32.9,7.8,6.0,1.2,0.8,0.1,0.1,0.0,32.9,7.8,6.0,1.2,0.8,0.1,0.1,32.9,6.0,0.8,0.1,FADE
67,2026,REG,2,401872941,2026-09-20T20:05Z,00-0034275,Foley Fatukasi,LV,LAC,AWAY,DL,0.431,0.0,1.0,0.429,0.5,1.5,0.4,0.4,0.5,0.375,3.0,5.0,0.6,,1.0,,,,,1.352,0.94,0.625,69.0,57.0,LESS,25000,32.6,8.0,6.1,1.2,0.8,0.1,0.1,0.0,32.6,8.0,6.1,1.2,0.8,0.1,0.1,32.6,6.1,0.8,0.1,FADE
68,2026,REG,2,401872940,2026-09-20T20:05Z,00-0040326,Branson Combs,JAX,DEN,AWAY,LB,0.428,0.0,1.0,0.4307,1.0,0.0,0.2,0.111,1.0,0.0,3.0,5.0,0.2,,0.4,,,,,1.352,0.916,1.0,69.0,77.0,LESS,25000,32.6,7.8,5.9,1.1,0.8,0.1,0.1,0.0,32.6,7.8,5.9,1.1,0.8,0.1,0.1,32.6,5.9,0.8,0.1,FADE
69,2026,REG,2,401872945,2026-09-21T00:20Z,00-0041501,R Mason Thomas,KC,IND,HOME,DL,0.429,0.0,1.0,0.4229,1.0,0.0,1.0,1.0,1.0,,2.0,3.0,1.0,,2.0,,,,,0.901,0.98,0.35,45.0,37.0,LESS,25000,32.5,7.8,6.0,1.0,0.7,0.2,0.1,0.0,32.5,7.8,6.0,1.0,0.7,0.2,0.1,32.5,6.0,0.7,0.1,FADE
70,2026,REG,2,401872939,2026-09-20T17:00Z,00-0040708,Jihaad Campbell,PHI,TEN,AWAY,LB,0.426,0.0,1.0,0.4273,1.0,0.0,0.2,0.1,1.0,0.0,3.0,1.0,0.2,,0.4,,,,,1.352,0.916,1.0,69.0,82.0,LESS,25000,32.5,7.8,5.8,1.1,0.7,0.1,0.1,0.0,32.5,7.8,5.8,1.1,0.7,0.1,0.1,32.5,5.8,0.7,0.1,FADE
71,2026,REG,2,401872946,2026-09-20T17:00Z,00-0041569,Gabe Jacas,NE,PIT,HOME,LB,0.413,0.0,1.0,0.4128,1.0,0.0,1.0,1.0,1.0,,2.0,2.0,1.0,,2.0,,,,,0.901,0.98,0.35,45.0,36.0,LESS,25000,31.7,7.2,5.5,1.0,0.6,0.1,0.1,0.0,31.7,7.2,5.5,1.0,0.6,0.1,0.1,31.7,5.5,0.6,0.1,FADE
72,2026,REG,2,401872942,2026-09-20T20:25Z,00-0035717,Nick Bosa,SF,MIA,HOME,DL,0.415,0.0,1.0,0.4162,0.0,2.0,0.5,0.5,0.0,0.667,5.0,0.0,1.0,,1.5,,,,,1.45,0.96,0.5,90.0,51.0,LESS,25000,31.5,7.5,5.9,1.1,0.8,0.2,0.1,0.0,31.5,7.5,5.9,1.1,0.8,0.2,0.1,31.5,5.9,0.8,0.1,FADE
73,2026,REG,2,401872937,2026-09-20T17:00Z,00-0039421,Levi Drake Rodriguez,MIN,CHI,AWAY,DL,0.413,0.0,1.0,0.4144,1.0,2.0,0.4,0.3,1.0,0.133,2.0,4.0,0.8,,1.2,,,,,0.901,0.948,1.0,45.0,81.0,LESS,25000,31.4,7.5,5.7,1.0,0.7,0.1,0.1,0.0,31.4,7.5,5.7,1.0,0.7,0.1,0.1,31.4,5.7,0.7,0.1,FADE
74,2026,REG,2,401872944,2026-09-20T20:25Z,00-0036286,K'Lavon Chaisson,WAS,DAL,AWAY,LB,0.407,0.0,1.0,0.4008,0.0,10.5,0.6,0.4,0.0,0.553,0.0,3.0,2.4,,3.0,,,,,1.0,1.02,1.0,20.0,81.0,LESS,25000,31.4,7.2,5.3,0.9,0.6,0.1,0.1,0.0,31.4,7.2,5.3,0.9,0.6,0.1,0.1,31.4,5.3,0.6,0.1,FADE
75,2026,REG,2,401872945,2026-09-21T00:20Z,00-0039006,Felix Anudike-Uzomah,KC,IND,HOME,DL,0.405,0.0,1.0,0.4056,1.0,0.0,1.0,1.0,1.0,,2.0,3.0,0.0,,1.0,,,,,0.901,0.94,0.35,45.0,36.0,LESS,25000,31.1,7.0,5.4,0.9,0.6,0.1,0.1,0.0,31.1,7.0,5.4,0.9,0.6,0.1,0.1,31.1,5.4,0.6,0.1,FADE
76,2026,REG,2,401872934,2026-09-20T17:00Z,00-0040738,Demetrius Knight Jr.,CIN,HOU,AWAY,LB,0.405,0.0,1.0,0.3992,0.0,3.0,0.6,0.3,0.0,0.176,3.0,4.0,0.6,,1.2,,,,,1.352,0.948,1.0,69.0,81.0,LESS,25000,31.0,7.2,5.5,1.0,0.6,0.1,0.0,0.0,31.0,7.2,5.5,1.0,0.6,0.1,0.0,31.0,5.5,0.6,0.0,FADE
77,2026,REG,2,401872934,2026-09-20T17:00Z,00-0036642,Tedarrell Slaton,CIN,HOU,AWAY,DL,0.402,0.0,1.0,0.4038,0.0,3.0,0.6,0.3,0.0,0.2,3.0,4.0,0.6,,1.2,,,,,1.352,0.948,1.0,69.0,81.0,LESS,25000,30.9,7.2,5.4,0.9,0.6,0.1,0.1,0.0,30.9,7.2,5.4,0.9,0.6,0.1,0.1,30.9,5.4,0.6,0.1,FADE
78,2026,REG,2,401872939,2026-09-20T17:00Z,00-0034805,John Franklin-Myers,TEN,PHI,HOME,DL,0.403,0.0,1.0,0.3976,0.0,7.5,0.4,0.35,0.0,0.5,3.0,0.0,1.4,,1.8,,,,,1.352,0.972,1.0,69.0,81.0,LESS,25000,30.8,7.1,5.4,0.9,0.6,0.1,0.0,0.0,30.8,7.1,5.4,0.9,0.6,0.1,0.0,30.8,5.4,0.6,0.0,FADE
79,2026,REG,2,401872940,2026-09-20T20:05Z,00-0040329,BJ Green II,JAX,DEN,AWAY,DL,0.4,0.0,1.0,0.3998,0.0,2.0,0.4,0.25,,0.25,3.0,5.0,0.2,,0.6,,,,,1.352,0.924,1.0,69.0,71.0,LESS,25000,30.8,6.8,5.2,0.9,0.6,0.1,0.0,0.0,30.8,6.8,5.2,0.9,0.6,0.1,0.0,30.8,5.2,0.6,0.0,FADE
80,2026,REG,2,401872937,2026-09-20T17:00Z,00-0039840,Austin Booker,CHI,MIN,HOME,DL,0.401,0.0,1.0,0.4083,0.0,5.5,0.4,0.45,0.0,0.458,3.0,2.0,0.6,,1.0,,,,,1.352,0.94,1.0,69.0,81.0,LESS,25000,30.6,7.1,5.5,1.0,0.7,0.1,0.1,0.0,30.6,7.1,5.5,1.0,0.7,0.1,0.1,30.6,5.5,0.7,0.1,FADE
81,2026,REG,2,401872932,2026-09-18T00:15Z,00-0036624,Alim McNeill,DET,BUF,AWAY,DL,0.396,0.0,1.0,0.3968,1.0,1.0,0.4,0.222,1.0,0.125,2.0,5.0,0.8,,1.2,,,,,0.901,0.948,1.0,45.0,76.0,LESS,25000,30.6,6.7,5.1,0.9,0.6,0.1,0.1,0.0,30.6,6.7,5.1,0.9,0.6,0.1,0.1,30.6,5.1,0.6,0.1,FADE
82,2026,REG,2,401872936,2026-09-20T17:00Z,00-0039347,Trevin Wallace,NYJ,GB,HOME,LB,0.385,0.0,1.0,0.3907,0.0,2.0,0.4,0.2,,0.167,4.0,3.0,0.6,,1.0,,,,,1.45,0.94,1.0,90.0,81.0,LESS,25000,29.9,6.4,4.9,0.8,0.5,0.1,0.0,0.0,29.9,6.4,4.9,0.8,0.5,0.1,0.0,29.9,4.9,0.5,0.0,FADE
83,2026,REG,2,401872935,2026-09-20T17:00Z,00-0039852,Jared Verse,CLE,TB,AWAY,DL,0.38,0.0,1.0,0.3814,0.0,8.5,0.4,0.25,0.0,0.425,4.0,1.0,1.8,,2.2,,,,,1.45,0.988,1.0,90.0,81.0,LESS,25000,29.6,6.4,4.9,0.8,0.5,0.1,0.1,0.0,29.6,6.4,4.9,0.8,0.5,0.1,0.1,29.6,4.9,0.5,0.1,FADE
84,2026,REG,2,401872933,2026-09-20T17:00Z,00-0039859,Brandon Dorlus,ATL,CAR,HOME,DL,0.38,0.0,1.0,0.3785,0.0,8.5,0.5,0.7,0.0,0.607,2.0,2.0,0.8,,1.3,,,,,0.901,0.952,1.0,45.0,80.0,LESS,25000,29.3,6.4,4.9,0.8,0.6,0.1,0.0,0.0,29.3,6.4,4.9,0.8,0.6,0.1,0.0,29.3,4.9,0.6,0.0,FADE
85,2026,REG,2,401872944,2026-09-20T20:25Z,00-0034302,Frankie Luvu,WAS,DAL,AWAY,LB,0.37,0.0,1.0,0.3663,1.0,3.0,0.2,0.2,1.0,0.176,0.0,3.0,0.4,,0.6,,,,,1.0,0.924,1.0,20.0,80.0,LESS,25000,28.8,6.0,4.6,0.7,0.5,0.1,0.0,0.0,28.8,6.0,4.6,0.7,0.5,0.1,0.0,28.8,4.6,0.5,0.0,FADE
86,2026,REG,2,401872935,2026-09-20T17:00Z,00-0035942,Christian Rozeboom,TB,CLE,HOME,LB,0.37,0.0,1.0,0.3761,0.0,2.0,0.4,0.2,,0.125,5.0,1.0,0.4,,0.8,,,,,1.45,0.932,1.0,90.0,80.0,LESS,25000,28.7,6.1,4.6,0.8,0.6,0.1,0.0,0.0,28.7,6.1,4.6,0.8,0.6,0.1,0.0,28.7,4.6,0.6,0.0,FADE
87,2026,REG,2,401872935,2026-09-20T17:00Z,00-0031957,Rakeem Nunez-Roches,TB,CLE,HOME,DL,0.361,0.0,1.0,0.3581,0.0,3.0,0.4,0.3,0.0,0.333,5.0,1.0,0.4,,0.8,,,,,1.45,0.932,1.0,90.0,80.0,LESS,25000,28.3,5.8,4.5,0.7,0.4,0.0,0.0,0.0,28.3,5.8,4.5,0.7,0.4,0.0,0.0,28.3,4.5,0.4,0.0,FADE
88,2026,REG,2,401872945,2026-09-21T00:20Z,00-0032762,Chris Jones,KC,IND,HOME,DL,0.355,0.0,1.0,0.3562,0.0,7.0,0.6,0.5,0.0,0.412,2.0,3.0,1.8,,2.4,,,,,0.901,0.996,1.0,45.0,80.0,LESS,25000,27.7,5.7,4.4,0.7,0.4,0.0,0.0,0.0,27.7,5.7,4.4,0.7,0.4,0.0,0.0,27.7,4.4,0.4,0.0,FADE
89,2026,REG,2,401872936,2026-09-20T17:00Z,00-0039431,Jowon Briggs,NYJ,GB,HOME,DL,0.334,0.0,1.0,0.3385,0.0,4.0,0.2,0.3,,0.286,4.0,3.0,0.6,,0.8,,,,,1.45,0.932,1.0,90.0,79.0,LESS,25000,26.4,5.0,3.8,0.6,0.4,0.1,0.0,0.0,26.4,5.0,3.8,0.6,0.4,0.1,0.0,26.4,3.8,0.4,0.0,FADE
90,2026,REG,2,401872943,2026-09-20T20:25Z,00-0031933,Leonard Williams,SEA,ARI,AWAY,DL,0.335,0.0,1.0,0.3409,1.0,8.0,0.4,0.4,1.0,0.421,1.0,3.0,0.8,,1.2,,,,,0.65,0.948,1.0,20.0,79.0,LESS,25000,26.3,5.1,4.0,0.7,0.5,0.1,0.1,0.0,26.3,5.1,4.0,0.7,0.5,0.1,0.1,26.3,4.0,0.5,0.1,FADE
91,2026,REG,2,401872937,2026-09-20T17:00Z,00-0035276,Blake Cashman,MIN,CHI,AWAY,LB,0.332,0.0,1.0,0.3309,0.5,2.0,0.5,0.25,0.5,0.154,2.0,4.0,0.8,,1.3,,,,,0.901,0.952,1.0,45.0,79.0,LESS,25000,26.3,5.0,3.8,0.6,0.4,0.0,0.0,0.0,26.3,5.0,3.8,0.6,0.4,0.0,0.0,26.3,3.8,0.4,0.0,FADE
92,2026,REG,2,401872939,2026-09-20T17:00Z,00-0038514,Truman Jones,TEN,PHI,HOME,DL,0.326,0.0,1.0,0.3284,0.0,1.5,0.3,0.3,,0.3,3.0,0.0,0.4,,0.7,,,,,1.352,0.928,0.625,69.0,54.0,LESS,25000,25.9,4.9,3.7,0.5,0.3,0.0,0.0,0.0,25.9,4.9,3.7,0.5,0.3,0.0,0.0,25.9,3.7,0.3,0.0,FADE
93,2026,REG,2,401872946,2026-09-20T17:00Z,00-0034828,Harold Landry III,NE,PIT,HOME,LB,0.327,0.0,1.0,0.3304,0.0,8.5,0.4,0.3,,0.5,2.0,2.0,0.8,,1.2,,,,,0.901,0.948,1.0,45.0,79.0,LESS,25000,25.8,4.8,3.8,0.6,0.4,0.0,0.0,0.0,25.8,4.8,3.8,0.6,0.4,0.0,0.0,25.8,3.8,0.4,0.0,FADE
94,2026,REG,2,401872946,2026-09-20T17:00Z,00-0036916,Milton Williams,NE,PIT,HOME,DL,0.323,0.0,1.0,0.3259,0.0,6.5,0.6,0.4,0.0,0.433,2.0,2.0,1.0,,1.6,,,,,0.901,0.964,1.0,45.0,79.0,LESS,25000,25.6,4.7,3.6,0.5,0.4,0.0,0.0,0.0,25.6,4.7,3.6,0.5,0.4,0.0,0.0,25.6,3.6,0.4,0.0,FADE
95,2026,REG,2,401872932,2026-09-18T00:15Z,00-0036964,Derrick Barnes,DET,BUF,AWAY,LB,0.322,0.0,1.0,0.314,1.0,4.0,0.2,0.1,1.0,0.235,2.0,5.0,0.2,,0.4,,,,,0.901,0.916,1.0,45.0,79.0,LESS,25000,25.5,4.7,3.6,0.6,0.4,0.1,0.0,0.0,25.5,4.7,3.6,0.6,0.4,0.1,0.0,25.5,3.6,0.4,0.0,FADE
96,2026,REG,2,401872936,2026-09-20T17:00Z,00-0039850,Edgerrin Cooper,GB,NYJ,AWAY,LB,0.321,0.0,1.0,0.3201,1.0,0.5,0.2,0.1,1.0,0.029,0.0,3.0,0.2,,0.4,,,,,1.0,0.916,1.0,20.0,79.0,LESS,25000,25.5,4.7,3.6,0.5,0.4,0.1,0.0,0.0,25.5,4.7,3.6,0.5,0.4,0.1,0.0,25.5,3.6,0.4,0.0,FADE
97,2026,REG,2,401872946,2026-09-20T17:00Z,00-0039110,Keeanu Benton,PIT,NE,AWAY,DL,0.314,0.0,1.0,0.3103,0.0,6.5,0.4,0.2,0.0,0.361,3.0,4.0,0.6,,1.0,,,,,1.352,0.94,1.0,69.0,79.0,LESS,25000,25.0,4.5,3.3,0.6,0.4,0.0,0.0,0.0,25.0,4.5,3.3,0.6,0.4,0.0,0.0,25.0,3.3,0.4,0.0,FADE
98,2026,REG,2,401872943,2026-09-20T20:25Z,00-0040137,Jordan Burch,ARI,SEA,HOME,LB,0.314,0.0,1.0,0.315,1.0,1.0,0.2,0.2,1.0,0.077,2.0,3.0,0.2,,0.4,,,,,0.901,0.916,1.0,45.0,79.0,LESS,25000,25.0,4.5,3.4,0.5,0.3,0.0,0.0,0.0,25.0,4.5,3.4,0.5,0.3,0.0,0.0,25.0,3.4,0.3,0.0,FADE
99,2026,REG,2,401872941,2026-09-20T20:05Z,00-0036989,Malcolm Koonce,LV,LAC,AWAY,DL,0.313,0.0,1.0,0.3109,0.0,4.5,0.3,0.35,0.0,0.3,3.0,5.0,1.4,,1.7,,,,,1.352,0.968,1.0,69.0,79.0,LESS,25000,25.0,4.5,3.5,0.5,0.3,0.0,0.0,0.0,25.0,4.5,3.5,0.5,0.3,0.0,0.0,25.0,3.5,0.3,0.0,FADE
100,2026,REG,2,401872947,2026-09-22T00:15Z,00-0040677,Abdul Carter,NYG,LAR,AWAY,LB,0.311,0.0,1.0,0.3049,0.0,4.0,0.5,0.35,0.0,0.267,0.0,0.0,2.2,,2.7,,,,,1.0,1.008,1.0,20.0,79.0,LESS,25000,24.8,4.6,3.5,0.5,0.3,0.0,0.0,0.0,24.8,4.6,3.5,0.5,0.3,0.0,0.0,24.8,3.5,0.3,0.0,FADE
101,2026,REG,2,401872947,2026-09-22T00:15Z,00-0039734,Braden Fiske,LAR,NYG,HOME,DL,0.306,0.0,1.0,0.3056,0.0,5.0,0.6,0.4,0.0,0.278,2.0,0.0,1.0,,1.6,,,,,0.901,0.964,1.0,45.0,79.0,LESS,25000,24.6,4.2,3.3,0.4,0.3,0.0,0.0,0.0,24.6,4.2,3.3,0.4,0.3,0.0,0.0,24.6,3.3,0.3,0.0,FADE
102,2026,REG,2,401872938,2026-09-20T17:00Z,00-0040722,Mike Green,BAL,NO,HOME,LB,0.298,0.0,1.0,0.2944,0.0,3.5,0.2,0.25,,0.206,5.0,2.0,0.6,,0.8,,,,,1.45,0.932,1.0,90.0,78.0,LESS,25000,23.9,4.1,3.1,0.4,0.3,0.0,0.0,0.0,23.9,4.1,3.1,0.4,0.3,0.0,0.0,23.9,3.1,0.3,0.0,FADE
103,2026,REG,2,401872942,2026-09-20T20:25Z,00-0034285,Zach Sieler,MIA,SF,AWAY,DL,0.298,0.0,1.0,0.3039,0.0,5.5,0.4,0.55,0.0,0.324,0.0,0.0,0.4,,0.8,,,,,1.0,0.932,1.0,20.0,79.0,LESS,25000,23.8,4.1,3.2,0.5,0.3,0.0,0.0,0.0,23.8,4.1,3.2,0.5,0.3,0.0,0.0,23.8,3.2,0.3,0.0,FADE
104,2026,REG,2,401872935,2026-09-20T17:00Z,00-0039400,Zion Logue,CLE,TB,AWAY,DL,0.297,0.0,1.0,0.2915,0.0,0.5,0.25,0.25,,0.25,4.0,1.0,0.5,,0.75,,,,,1.45,0.93,0.35,90.0,38.0,LESS,25000,23.7,4.2,3.1,0.4,0.3,0.0,0.0,0.0,23.7,4.2,3.1,0.4,0.3,0.0,0.0,23.7,3.1,0.3,0.0,FADE
105,2026,REG,2,401872946,2026-09-20T17:00Z,00-0040678,Derrick Harmon,PIT,NE,AWAY,DL,0.294,0.0,1.0,0.2976,0.0,4.0,0.4,0.2,0.0,0.308,3.0,4.0,0.4,,0.8,,,,,1.352,0.932,1.0,69.0,78.0,LESS,25000,23.7,4.0,3.1,0.4,0.3,0.0,0.0,0.0,23.7,4.0,3.1,0.4,0.3,0.0,0.0,23.7,3.1,0.3,0.0,FADE
106,2026,REG,2,401872934,2026-09-20T17:00Z,00-0039752,Cedric Johnson,CIN,HOU,AWAY,DL,0.295,0.0,1.0,0.2987,0.0,2.0,0.4,0.222,0.0,0.25,3.0,4.0,0.8,,1.2,,,,,1.352,0.948,1.0,69.0,73.0,LESS,25000,23.6,4.2,3.2,0.4,0.3,0.1,0.0,0.0,23.6,4.2,3.2,0.4,0.3,0.1,0.0,23.6,3.2,0.3,0.0,FADE
107,2026,REG,2,401872933,2026-09-20T17:00Z,00-0035352,Tyrel Dodson,CAR,ATL,AWAY,LB,0.292,0.0,1.0,0.2955,0.0,5.0,0.2,0.2,,0.312,4.0,2.0,0.2,,0.4,,,,,1.45,0.916,1.0,90.0,78.0,LESS,25000,23.6,4.0,2.9,0.4,0.3,0.0,0.0,0.0,23.6,4.0,2.9,0.4,0.3,0.0,0.0,23.6,2.9,0.3,0.0,FADE
108,2026,REG,2,401872940,2026-09-20T20:05Z,00-0037249,Nik Bonitto,DEN,JAX,HOME,LB,0.292,0.0,1.0,0.2939,0.0,15.0,0.5,0.7,0.0,0.833,1.0,2.0,0.8,,1.3,,,,,0.65,0.952,1.0,20.0,78.0,LESS,25000,23.6,4.0,3.0,0.4,0.3,0.0,0.0,0.0,23.6,4.0,3.0,0.4,0.3,0.0,0.0,23.6,3.0,0.3,0.0,FADE
109,2026,REG,2,401872933,2026-09-20T17:00Z,00-0037007,Patrick Jones II,CAR,ATL,AWAY,LB,0.292,0.0,1.0,0.2902,0.0,1.0,0.25,0.25,,0.25,4.0,2.0,0.5,,0.75,,,,,1.45,0.93,0.5,90.0,48.0,LESS,25000,23.5,4.0,3.1,0.4,0.3,0.0,0.0,0.0,23.5,4.0,3.1,0.4,0.3,0.0,0.0,23.5,3.1,0.3,0.0,FADE
110,2026,REG,2,401872938,2026-09-20T17:00Z,00-0035944,Jonah Williams,NO,BAL,AWAY,DL,0.292,0.0,1.0,0.2912,0.0,3.0,0.4,0.3,,0.3,2.0,1.0,0.4,,0.8,,,,,0.901,0.932,1.0,45.0,78.0,LESS,25000,23.4,4.0,3.1,0.4,0.3,0.0,0.0,0.0,23.4,4.0,3.1,0.4,0.3,0.0,0.0,23.4,3.1,0.3,0.0,FADE
111,2026,REG,2,401872933,2026-09-20T17:00Z,00-0036305,Trevis Gipson,CAR,ATL,AWAY,LB,0.29,0.0,1.0,0.2936,0.0,2.0,0.4,0.2,0.0,0.182,4.0,2.0,0.4,,0.8,,,,,1.45,0.932,1.0,90.0,78.0,LESS,25000,23.4,4.0,3.0,0.3,0.2,0.0,0.0,0.0,23.4,4.0,3.0,0.3,0.2,0.0,0.0,23.4,3.0,0.2,0.0,FADE
112,2026,REG,2,401872943,2026-09-20T20:25Z,00-0038623,Dante Stills,ARI,SEA,HOME,DL,0.29,0.0,1.0,0.2898,1.0,0.0,0.2,0.1,1.0,0.0,2.0,3.0,0.6,,0.8,,,,,0.901,0.932,1.0,45.0,78.0,LESS,25000,23.4,3.9,3.0,0.4,0.3,0.0,0.0,0.0,23.4,3.9,3.0,0.4,0.3,0.0,0.0,23.4,3.0,0.3,0.0,FADE
113,2026,REG,2,401872943,2026-09-20T20:25Z,00-0034381,Josh Sweat,ARI,SEA,HOME,LB,0.29,0.0,1.0,0.2952,0.0,12.0,0.2,0.7,0.0,0.75,2.0,3.0,0.2,,0.4,,,,,0.901,0.916,1.0,45.0,78.0,LESS,25000,23.2,4.1,3.1,0.4,0.3,0.0,0.0,0.0,23.2,4.1,3.1,0.4,0.3,0.0,0.0,23.2,3.1,0.3,0.0,FADE
114,2026,REG,2,401872936,2026-09-20T17:00Z,00-0037075,Devonte Wyatt,GB,NYJ,AWAY,DL,0.287,0.0,1.0,0.2858,0.0,4.0,0.4,0.4,0.0,0.444,0.0,3.0,0.4,,0.8,,,,,1.0,0.932,1.0,20.0,78.0,LESS,25000,23.2,3.8,2.9,0.4,0.3,0.0,0.0,0.0,23.2,3.8,2.9,0.4,0.3,0.0,0.0,23.2,2.9,0.3,0.0,FADE
115,2026,REG,2,401872933,2026-09-20T17:00Z,00-0036204,LaCale London,ATL,CAR,HOME,DL,0.281,0.0,1.0,0.2856,0.0,5.0,0.4,0.5,0.0,0.5,2.0,2.0,0.4,,0.8,,,,,0.901,0.932,1.0,45.0,78.0,LESS,25000,22.8,3.6,2.6,0.3,0.2,0.0,0.0,0.0,22.8,3.6,2.6,0.3,0.2,0.0,0.0,22.8,2.6,0.2,0.0,FADE
116,2026,REG,2,401872935,2026-09-20T17:00Z,00-0039068,Yaya Diaby,TB,CLE,HOME,LB,0.283,0.0,1.0,0.2842,0.0,7.0,0.2,0.3,0.0,0.412,5.0,1.0,1.0,,1.2,,,,,1.45,0.948,1.0,90.0,78.0,LESS,25000,22.7,4.0,3.0,0.4,0.2,0.0,0.0,0.0,22.7,4.0,3.0,0.4,0.2,0.0,0.0,22.7,3.0,0.2,0.0,FADE
117,2026,REG,2,401872939,2026-09-20T17:00Z,00-0033902,Tanoh Kpassagnon,TEN,PHI,HOME,DL,0.279,0.0,1.0,0.2817,0.0,1.0,0.25,0.25,,0.25,3.0,0.0,0.5,,0.75,,,,,1.352,0.93,0.5,69.0,48.0,LESS,25000,22.5,3.8,2.9,0.3,0.2,0.0,0.0,0.0,22.5,3.8,2.9,0.3,0.2,0.0,0.0,22.5,2.9,0.2,0.0,FADE
118,2026,REG,2,401872946,2026-09-20T17:00Z,00-0038577,Nick Herbig,PIT,NE,AWAY,LB,0.273,0.0,1.0,0.2713,0.0,7.5,0.2,0.3,0.0,0.469,3.0,4.0,0.6,,0.8,,,,,1.352,0.932,1.0,69.0,78.0,LESS,25000,21.9,3.6,2.7,0.3,0.2,0.0,0.0,0.0,21.9,3.6,2.7,0.3,0.2,0.0,0.0,21.9,2.7,0.2,0.0,FADE
119,2026,REG,2,401872945,2026-09-21T00:20Z,00-0034825,Arden Key,IND,KC,AWAY,DL,0.269,0.0,1.0,0.2698,0.5,4.0,0.1,0.45,0.5,0.333,2.0,2.0,0.6,,0.7,,,,,0.901,0.928,1.0,45.0,78.0,LESS,25000,21.8,3.5,2.7,0.3,0.2,0.0,0.0,0.0,21.8,3.5,2.7,0.3,0.2,0.0,0.0,21.8,2.7,0.2,0.0,FADE
