rank,season,season_type,week,game_id,game_time,player_id,player_name,team,opponent,home_away,position,projected_sacks,median_sacks,p90_sacks,model_lambda,sacks_current,sacks_prior,sacks_l5_pg,sacks_l10_pg,sacks_season_pg,sacks_prior_pg,opp_sacks_allowed_pg,team_def_sacks_pg,qb_hits_l5_pg,qb_hurries_l5_pg,pressures_l5_pg,snaps_l5_pg,pass_rush_snaps_l5_pg,pressure_rate_l5,qb_hit_rate_l5,qb_hits_source,hurries_source,pressures_source,rush_snaps_source,matchup_multiplier,pressure_multiplier,sample_reliability,matchup_score,confidence,ai_play_0_5,n_sims,prob_over_0_5,prob_over_1_0,prob_over_1_5,prob_over_2_0,prob_over_2_5,prob_over_3_0,prob_over_3_5,prob_over_4_0,prob_1_0_plus,prob_1_5_plus,prob_2_0_plus,prob_2_5_plus,prob_3_0_plus,prob_3_5_plus,prob_4_0_plus,prob_1_plus,prob_2_plus,prob_3_plus,prob_4_plus,tier
436,2026,REG,3,401872954,2026-09-27T17:00Z,00-0039284,Braiden McGregor,NYJ,DET,AWAY,LB,0.044,0.0,0.0,0.0426,0.0,1.0,0.0,0.1,0.0,0.125,2.5,3.0,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.081,0.9,1.0,54.0,72.0,LESS,20000,3.9,0.2,0.1,0.0,0.0,0.0,0.0,0.0,3.9,0.2,0.1,0.0,0.0,0.0,0.0,3.9,0.1,0.0,0.0,FADE
437,2026,REG,3,401872955,2026-09-27T17:00Z,00-0040216,Kain Medrano,WAS,SEA,HOME,LB,0.043,0.0,0.0,0.0451,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.5,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,0.9,0.625,31.0,47.0,LESS,20000,3.9,0.1,0.1,0.0,0.0,0.0,0.0,0.0,3.9,0.1,0.1,0.0,0.0,0.0,0.0,3.9,0.1,0.0,0.0,FADE
438,2026,REG,3,401872963,2026-09-29T00:15Z,00-0037271,D'Marco Jackson,CHI,PHI,HOME,LB,0.043,0.0,0.0,0.0409,0.0,1.0,0.0,0.1,0.0,0.067,3.0,2.5,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.297,0.9,1.0,66.0,71.0,LESS,20000,3.8,0.1,0.1,0.0,0.0,0.0,0.0,0.0,3.8,0.1,0.1,0.0,0.0,0.0,0.0,3.8,0.1,0.0,0.0,FADE
439,2026,REG,3,401872957,2026-09-27T17:00Z,00-0036262,DaVon Hamilton,JAX,NE,HOME,DL,0.042,0.0,0.0,0.0414,0.0,1.0,0.0,0.1,0.0,0.062,3.0,2.5,0.2,0.402,0.69,,9.2,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.297,0.928,1.0,66.0,72.0,LESS,20000,3.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.1,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,FADE
440,2026,REG,3,401872963,2026-09-29T00:15Z,00-0036870,Buddy Johnson,CHI,PHI,HOME,LB,0.042,0.0,0.0,0.0417,0.0,0.0,0.0,0.0,,0.0,3.0,2.5,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.297,0.9,0.875,66.0,57.0,LESS,20000,3.7,0.1,0.1,0.0,0.0,0.0,0.0,0.0,3.7,0.1,0.1,0.0,0.0,0.0,0.0,3.7,0.1,0.0,0.0,FADE
441,2026,REG,3,401872960,2026-09-27T20:25Z,00-0033120,Kenny Clark,DAL,BAL,HOME,DL,0.041,0.0,0.0,0.0408,0.0,3.0,0.0,0.05,0.0,0.188,2.5,1.0,0.2,0.424,0.741,,13.5,5.5,1.5,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.081,0.93,1.0,54.0,71.0,LESS,20000,3.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.1,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,FADE
442,2026,REG,3,401872962,2026-09-28T00:20Z,00-0039809,Jonah Elliss,DEN,LAR,HOME,LB,0.04,0.0,0.0,0.04,0.0,2.5,0.0,0.15,0.0,0.192,0.5,2.0,0.2,0.402,0.69,,9.2,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,0.928,1.0,20.0,71.0,LESS,20000,3.7,0.1,0.1,0.0,0.0,0.0,0.0,0.0,3.7,0.1,0.1,0.0,0.0,0.0,0.0,3.7,0.1,0.0,0.0,FADE
443,2026,REG,3,401872961,2026-09-27T20:25Z,00-0035316,Kaden Elliss,NO,LV,HOME,LB,0.039,0.0,0.0,0.0377,0.0,3.5,0.0,0.1,0.0,0.206,1.0,2.0,1.0,2.009,3.448,,46.0,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,1.038,1.0,20.0,71.0,LESS,20000,3.5,0.1,0.1,0.0,0.0,0.0,0.0,0.0,3.5,0.1,0.1,0.0,0.0,0.0,0.0,3.5,0.1,0.0,0.0,FADE
444,2026,REG,3,401872948,2026-09-25T00:15Z,00-0040016,Warren Brinson,GB,ATL,HOME,DL,0.039,0.0,0.0,0.0378,0.0,0.5,0.0,0.056,,0.056,3.0,3.5,0.6,1.205,2.069,,27.6,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.297,0.983,1.0,66.0,66.0,LESS,20000,3.5,0.1,0.1,0.0,0.0,0.0,0.0,0.0,3.5,0.1,0.1,0.0,0.0,0.0,0.0,3.5,0.1,0.0,0.0,FADE
445,2026,REG,3,401872958,2026-09-27T20:05Z,00-0036341,Khalid Kareem,SF,ARI,HOME,DL,0.038,0.0,0.0,0.0365,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.0,0.2,0.361,0.606,,5.8,10.5,3.5,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,0.924,0.75,31.0,51.0,LESS,20000,3.4,0.1,0.1,0.0,0.0,0.0,0.0,0.0,3.4,0.1,0.1,0.0,0.0,0.0,0.0,3.4,0.1,0.0,0.0,FADE
446,2026,REG,3,401872949,2026-09-27T17:00Z,00-0038574,Isaiah McGuire,CLE,CAR,HOME,DL,0.037,0.0,0.0,0.0369,0.0,2.0,0.0,0.1,0.0,0.133,2.0,2.0,0.4,0.721,1.212,,11.5,10.5,3.5,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.865,0.948,1.0,43.0,71.0,LESS,20000,3.3,0.1,0.1,0.0,0.0,0.0,0.0,0.0,3.3,0.1,0.1,0.0,0.0,0.0,0.0,3.3,0.1,0.0,0.0,FADE
447,2026,REG,3,401872955,2026-09-27T17:00Z,00-0037260,D.J. Davidson,WAS,SEA,HOME,DL,0.037,0.0,0.0,0.0355,0.0,0.0,0.0,0.0,,0.0,1.5,2.5,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,0.9,0.75,31.0,51.0,LESS,20000,3.3,0.1,0.1,0.0,0.0,0.0,0.0,0.0,3.3,0.1,0.1,0.0,0.0,0.0,0.0,3.3,0.1,0.0,0.0,FADE
448,2026,REG,3,401872952,2026-09-27T17:00Z,00-0036159,Joshua Uche,MIA,KC,HOME,LB,0.034,0.0,0.0,0.031,0.0,1.0,0.0,0.1,0.0,0.091,2.0,0.0,0.2,0.402,0.69,,9.2,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.865,0.928,1.0,43.0,71.0,LESS,20000,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,FADE
449,2026,REG,3,401872960,2026-09-27T20:25Z,00-0038556,DeMarvion Overshown,DAL,BAL,HOME,LB,0.034,0.0,0.0,0.0347,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.081,0.9,0.875,54.0,56.0,LESS,20000,3.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.1,0.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,FADE
450,2026,REG,3,401872954,2026-09-27T17:00Z,00-0038940,Tyler Lacy,DET,NYJ,HOME,DL,0.034,0.0,0.0,0.0324,0.0,1.0,0.0,0.1,0.0,0.111,2.0,3.5,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.865,0.9,1.0,43.0,71.0,LESS,20000,3.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.1,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,FADE
451,2026,REG,3,401872957,2026-09-27T17:00Z,00-0031054,DaQuan Jones,NE,JAX,AWAY,DL,0.033,0.0,0.0,0.0334,0.0,3.0,0.0,0.1,0.0,0.214,1.5,3.0,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,0.9,1.0,31.0,71.0,LESS,20000,2.9,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2.9,0.1,0.1,0.0,0.0,0.0,0.0,2.9,0.1,0.0,0.0,FADE
452,2026,REG,3,401872948,2026-09-25T00:15Z,00-0036990,Divine Deablo,ATL,GB,AWAY,LB,0.032,0.0,0.0,0.0323,0.0,1.0,0.0,0.05,0.0,0.077,3.5,2.0,0.2,0.402,0.69,,9.2,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.45,0.928,1.0,78.0,71.0,LESS,20000,2.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.1,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0,FADE
453,2026,REG,3,401872951,2026-09-27T17:00Z,00-0039178,Austin Ajiake,IND,HOU,HOME,LB,0.03,0.0,0.0,0.0318,0.0,0.5,0.0,0.05,,0.038,3.5,2.0,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.45,0.9,1.0,78.0,71.0,LESS,20000,2.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.1,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,FADE
454,2026,REG,3,401872962,2026-09-28T00:20Z,00-0040580,Josaiah Stewart,LAR,DEN,AWAY,LB,0.03,0.0,0.0,0.0301,0.0,3.0,0.0,0.1,0.0,0.167,1.5,1.0,0.2,0.402,0.69,,9.2,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,0.928,1.0,31.0,71.0,LESS,20000,2.7,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2.7,0.1,0.1,0.0,0.0,0.0,0.0,2.7,0.1,0.0,0.0,FADE
455,2026,REG,3,401872963,2026-09-29T00:15Z,00-0036192,A.J. Epenesa,PHI,CHI,AWAY,DL,0.029,0.0,0.0,0.0281,0.0,2.5,0.0,0.0,0.0,0.147,3.0,1.5,0.6,1.205,2.069,,27.6,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.297,0.983,1.0,66.0,71.0,LESS,20000,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,FADE
456,2026,REG,3,401872952,2026-09-27T17:00Z,00-0038603,Rob Beal Jr.,MIA,KC,HOME,DL,0.029,0.0,0.0,0.0295,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.865,0.9,0.875,43.0,56.0,LESS,20000,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,FADE
457,2026,REG,3,401872956,2026-09-27T17:00Z,00-0035672,Cody Barton,TEN,NYG,AWAY,LB,0.028,0.0,0.0,0.0263,0.0,1.0,0.0,0.1,0.0,0.059,2.0,1.5,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.865,0.9,1.0,43.0,71.0,LESS,20000,2.5,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2.5,0.1,0.1,0.0,0.0,0.0,0.0,2.5,0.1,0.0,0.0,FADE
458,2026,REG,3,401872951,2026-09-27T17:00Z,00-0038599,Henry To'oTo'o,HOU,IND,AWAY,LB,0.028,0.0,0.0,0.027,0.0,2.5,0.0,0.1,0.0,0.132,1.0,3.5,0.2,0.402,0.69,,9.2,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,0.928,1.0,20.0,71.0,LESS,20000,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,FADE
459,2026,REG,3,401872956,2026-09-27T17:00Z,00-0039858,Cedric Gray,TEN,NYG,AWAY,LB,0.028,0.0,0.0,0.0276,0.0,1.0,0.0,0.1,0.0,0.062,2.0,1.5,0.2,0.402,0.69,,9.2,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.865,0.928,1.0,43.0,71.0,LESS,20000,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,FADE
460,2026,REG,3,401872957,2026-09-27T17:00Z,00-0040342,Danny Striggow,JAX,NE,HOME,DL,0.027,0.0,0.0,0.0255,0.0,0.5,0.0,0.05,0.0,0.062,3.0,2.5,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.297,0.9,1.0,66.0,71.0,LESS,20000,2.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.1,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,FADE
461,2026,REG,3,401872955,2026-09-27T17:00Z,00-0038764,Patrick O'Connell,SEA,WAS,AWAY,LB,0.027,0.0,0.0,0.0272,0.0,1.0,0.0,0.111,0.0,0.125,0.5,2.5,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,0.9,1.0,20.0,66.0,LESS,20000,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,FADE
462,2026,REG,3,401872948,2026-09-25T00:15Z,00-0036658,Isaiah McDuffie,GB,ATL,HOME,LB,0.026,0.0,0.0,0.0257,0.0,1.0,0.0,0.05,0.0,0.059,3.0,3.5,0.2,0.402,0.69,,9.2,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.297,0.928,1.0,66.0,71.0,LESS,20000,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,FADE
463,2026,REG,3,401872954,2026-09-27T17:00Z,00-0037289,Malcolm Rodriguez,DET,NYJ,HOME,LB,0.026,0.0,0.0,0.0286,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.5,0.2,0.402,0.69,,9.2,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.865,0.928,0.875,43.0,56.0,LESS,20000,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,FADE
464,2026,REG,3,401872952,2026-09-27T17:00Z,00-0035262,Drue Tranquill,KC,MIA,AWAY,LB,0.025,0.0,0.0,0.023,0.0,2.0,0.0,0.0,0.0,0.118,4.5,1.5,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.45,0.9,1.0,90.0,71.0,LESS,20000,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,FADE
465,2026,REG,3,401872962,2026-09-28T00:20Z,00-0037587,Nate Landman,LAR,DEN,AWAY,LB,0.025,0.0,0.0,0.0264,0.0,2.5,0.0,0.1,0.0,0.125,1.5,1.0,0.2,0.402,0.69,,9.2,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,0.928,1.0,31.0,71.0,LESS,20000,2.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.1,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,FADE
466,2026,REG,3,401872961,2026-09-27T20:25Z,00-0037262,Thomas Booker,LV,NO,AWAY,DL,0.024,0.0,0.0,0.0226,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,2.009,3.448,,46.0,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.45,1.038,1.0,90.0,71.0,LESS,20000,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,FADE
467,2026,REG,3,401872957,2026-09-27T17:00Z,00-0039289,Leonard Taylor III,NE,JAX,AWAY,DL,0.024,0.0,0.0,0.0228,0.0,0.0,0.0,0.0,,0.0,1.5,3.0,0.2,0.402,0.69,,9.2,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,0.928,0.875,31.0,56.0,LESS,20000,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,FADE
468,2026,REG,3,401872958,2026-09-27T20:05Z,00-0035144,Mack Wilson,ARI,SF,AWAY,LB,0.023,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.0,0.9,1.0,20.0,71.0,LESS,20000,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,FADE
469,2026,REG,3,401872960,2026-09-27T20:25Z,00-0040069,Teddye Buchanan,BAL,DAL,AWAY,LB,0.022,0.0,0.0,0.02,0.0,0.5,0.0,0.05,,0.036,1.0,2.5,0.2,0.402,0.69,,9.2,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,0.928,1.0,20.0,71.0,LESS,20000,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,FADE
470,2026,REG,3,401872956,2026-09-27T17:00Z,00-0032667,Roy Robertson-Harris,NYG,TEN,HOME,DL,0.022,0.0,0.0,0.02,0.0,0.0,0.0,0.0,,0.0,2.5,0.5,0.4,0.721,1.212,,11.5,10.5,3.5,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.081,0.948,1.0,54.0,71.0,LESS,20000,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,FADE
471,2026,REG,3,401872950,2026-09-27T17:00Z,00-0035683,Dexter Lawrence,CIN,PIT,AWAY,DL,0.022,0.0,0.0,0.02,0.0,0.5,0.0,0.0,0.0,0.031,3.0,4.0,0.6,1.205,2.069,,27.6,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.297,0.983,1.0,66.0,71.0,LESS,20000,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,FADE
472,2026,REG,3,401872949,2026-09-27T17:00Z,00-0036903,Bobby Brown III,CAR,CLE,AWAY,DL,0.022,0.0,0.0,0.0238,0.0,0.5,0.0,0.05,0.0,0.038,3.5,2.0,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.45,0.9,1.0,78.0,71.0,LESS,20000,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,FADE
473,2026,REG,3,401872959,2026-09-27T20:05Z,00-0038807,Ivan Pace Jr.,MIN,TB,AWAY,LB,0.022,0.0,0.0,0.02,0.0,1.0,0.0,0.0,0.0,0.067,3.5,4.0,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.45,0.9,1.0,78.0,71.0,LESS,20000,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,FADE
474,2026,REG,3,401872961,2026-09-27T20:25Z,00-0039374,Tommy Eichenberg,LV,NO,AWAY,LB,0.022,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.45,0.9,1.0,90.0,71.0,LESS,20000,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,FADE
475,2026,REG,3,401872957,2026-09-27T17:00Z,00-0039829,Darius Muasau,NE,JAX,AWAY,LB,0.022,0.0,0.0,0.0219,0.0,1.0,0.0,0.1,0.0,0.083,1.5,3.0,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,0.9,1.0,31.0,71.0,LESS,20000,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,FADE
476,2026,REG,3,401872954,2026-09-27T17:00Z,00-0039886,T'Vondre Sweat,NYJ,DET,AWAY,DL,0.022,0.0,0.0,0.0243,0.0,2.0,0.0,0.0,0.0,0.167,2.5,3.0,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.081,0.9,1.0,54.0,71.0,LESS,20000,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,FADE
477,2026,REG,3,401872948,2026-09-25T00:15Z,00-0039889,Maason Smith,ATL,GB,AWAY,DL,0.022,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,3.5,2.0,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.45,0.9,1.0,78.0,71.0,LESS,20000,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,FADE
478,2026,REG,3,401872953,2026-09-27T17:00Z,00-0031550,Shaq Thompson,BUF,LAC,HOME,LB,0.021,0.0,0.0,0.02,0.0,1.0,0.0,0.0,,0.071,3.0,3.5,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.297,0.9,1.0,66.0,71.0,LESS,20000,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,FADE
479,2026,REG,3,401872962,2026-09-28T00:20Z,00-0031898,Alex Singleton,DEN,LAR,HOME,LB,0.021,0.0,0.0,0.02,0.0,1.0,0.0,0.0,0.0,0.056,0.5,2.0,0.2,0.402,0.69,,9.2,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,0.928,1.0,20.0,71.0,LESS,20000,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,FADE
480,2026,REG,3,401872950,2026-09-27T17:00Z,00-0034754,Oren Burks,CIN,PIT,AWAY,LB,0.021,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.297,0.9,1.0,66.0,71.0,LESS,20000,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,FADE
481,2026,REG,3,401872960,2026-09-27T20:25Z,00-0034874,Roquan Smith,BAL,DAL,AWAY,LB,0.021,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5,0.2,0.407,0.714,,11.9,6.0,1.7,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,0.929,1.0,20.0,71.0,LESS,20000,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,FADE
482,2026,REG,3,401872957,2026-09-27T17:00Z,00-0035240,Jahlani Tavai,JAX,NE,HOME,LB,0.021,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.5,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.297,0.9,1.0,66.0,71.0,LESS,20000,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,FADE
483,2026,REG,3,401872950,2026-09-27T17:00Z,00-0035286,Cole Holcomb,PIT,CIN,HOME,LB,0.021,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.5,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.297,0.9,1.0,66.0,71.0,LESS,20000,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,FADE
484,2026,REG,3,401872951,2026-09-27T17:00Z,00-0036441,"Kenneth Murray, Jr.",HOU,IND,AWAY,LB,0.021,0.0,0.0,0.02,0.0,1.0,0.0,0.0,,0.059,1.0,3.5,0.2,0.402,0.69,,9.2,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,0.928,1.0,20.0,71.0,LESS,20000,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,FADE
485,2026,REG,3,401872951,2026-09-27T17:00Z,00-0036883,Tommy Togiai,HOU,IND,AWAY,DL,0.021,0.0,0.0,0.0224,0.0,1.5,0.0,0.1,0.0,0.088,1.0,3.5,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,0.9,1.0,20.0,71.0,LESS,20000,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,FADE
