rank,model_season,season_type,target_week,target_slate,player_id,player_name,team,roster_status,years_exp,jersey_number,headshot_url,prior_context,team_prior_attempts,team_prior_ypa,team_prior_yards,games_sample,data_through_season,last_5_avg,last_10_avg,last_15_avg,season_avg,prior_season_avg,last_5_attempts,last_10_attempts,season_attempts,last_5_ypa,last_10_ypa,season_ypa,normal_attempts,projected_ypa,baseline_yards,player_std,projection_source,normal_projected_attempts,projected_attempts,preseason_usage_source,preseason_usage_bucket,preseason_game_plan_status,preseason_game_plan_note,projected_passing_yards,model_std,preseason_rotation_factor,expected_pressure_rate,pressure_adjusted_ypa,clean_pocket_ypa,under_pressure_ypa,depth_matchup_short_0_4,depth_matchup_short_5_9,depth_matchup_intermediate_10_14,depth_matchup_intermediate_15_19,depth_matchup_deep_20_24,depth_matchup_deep_25_29,depth_matchup_deep_30_plus,game_script_volume_factor,game_script_efficiency_factor,game_script_label,sim_p10,sim_p25,sim_median,sim_p75,sim_p90,prob_100_plus,grade_100_plus,prob_110_plus,grade_110_plus,prob_120_plus,grade_120_plus,prob_130_plus,grade_130_plus,prob_140_plus,grade_140_plus,prob_150_plus,grade_150_plus,prob_160_plus,grade_160_plus,prob_170_plus,grade_170_plus,prob_180_plus,grade_180_plus,prob_190_plus,grade_190_plus,prob_200_plus,grade_200_plus,prob_210_plus,grade_210_plus,prob_220_plus,grade_220_plus,prob_230_plus,grade_230_plus,prob_240_plus,grade_240_plus,prob_250_plus,grade_250_plus,prob_260_plus,grade_260_plus,prob_270_plus,grade_270_plus,prob_280_plus,grade_280_plus,prob_290_plus,grade_290_plus,prob_300_plus,grade_300_plus,prob_310_plus,grade_310_plus,prob_320_plus,grade_320_plus,prob_330_plus,grade_330_plus,prob_340_plus,grade_340_plus,prob_350_plus,grade_350_plus,prob_360_plus,grade_360_plus,prob_370_plus,grade_370_plus,prob_380_plus,grade_380_plus,prob_390_plus,grade_390_plus,prob_400_plus,grade_400_plus,pass_depth_prob_5_plus,pass_depth_prob_10_plus,pass_depth_prob_15_plus,pass_depth_prob_20_plus,pass_depth_prob_25_plus,pass_depth_prob_30_plus,pass_depth_source,pass_depth_attempt_sample,pass_depth_game_sample,pass_depth_avg_hist_attempts,pass_depth_avg_longest_completion,opponent,home_away,game_id,game_date,game_name
59,2026,PRE,3,Preseason Week 3,00-0030565,Geno Smith,NYJ,ACT,13,7.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tqy0933vz5yogwlefb1s",TEAM_BLEND,28.6,6.47,188.0,47,2025.0,188.6,184.9,201.7,201.7,254.1,27.8,28.5,29.9,6.84,6.44,6.74,28.4,6.67,201.6,70.50750408880482,NFL_HISTORY,28.4,18.0,AUTO_PRESEASON_USAGE,veteran_backup,,,120.0,57.0,1.0,0.0,6.668,6.668,4.534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,47.4,81.6,120.0,158.5,192.6,63.6,SOLID,56.9,LEAN,50.0,COIN FLIP,43.1,COIN FLIP,36.4,LOW,30.0,LOW,24.2,VERY LOW,18.9,VERY LOW,14.4,VERY LOW,10.8,VERY LOW,7.9,VERY LOW,5.7,VERY LOW,3.9,VERY LOW,2.6,VERY LOW,1.7,VERY LOW,1.1,VERY LOW,0.7,VERY LOW,0.4,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,82.5,81.7,75.9,62.5,47.8,32.1,QB_3_SEASON_GAME_BOOTSTRAP,1668,47,35.5,35.2,NYG,home,2026_PRE_W3_NYG_NYJ,,NYG at NYJ
60,2026,PRE,3,Preseason Week 3,00-0035251,Will Grier,CAR,ACT,7,14.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/c8cmoyu2wemjpl6ctk9g",TEAM_BLEND,29.5,6.6,195.7,0,,,,,,,,,,,,,29.5,6.6,195.7,73.01381465694534,TEAM_PRIOR_NO_NFL_HISTORY,29.5,18.0,AUTO_PRESEASON_USAGE,veteran_backup,,,118.7,63.9,1.0,0.0,6.597,6.597,4.486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,36.9,75.5,118.4,161.4,200.0,61.6,SOLID,55.3,LEAN,49.0,COIN FLIP,42.8,COIN FLIP,36.8,LOW,31.0,LOW,25.7,LOW,20.9,VERY LOW,16.7,VERY LOW,13.1,VERY LOW,10.0,VERY LOW,7.5,VERY LOW,5.6,VERY LOW,4.0,VERY LOW,2.8,VERY LOW,2.0,VERY LOW,1.4,VERY LOW,0.9,VERY LOW,0.6,VERY LOW,0.4,VERY LOW,0.2,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,82.4,78.9,69.9,58.4,39.7,27.8,TEAM_3_SEASON_GAME_BOOTSTRAP,1832,52,35.2,32.2,HOU,home,2026_PRE_W3_HOU_CAR,,HOU at CAR
61,2026,PRE,3,Preseason Week 3,00-0040704,Dillon Gabriel,CLE,ACT,1,8.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/szpyvusef9jvoctbnkbk",TEAM_BLEND,30.4,6.42,196.0,6,2025.0,145.6,153.0,153.0,153.0,,29.4,30.0,30.0,5.43,5.49,5.49,29.8,5.58,150.0,55.42150744945434,NFL_HISTORY,29.8,21.0,AUTO_PRESEASON_USAGE,young_backup,,,117.1,54.1,1.0,0.0,5.578,5.578,3.793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,47.8,80.8,117.4,153.7,186.3,62.5,SOLID,55.4,LEAN,48.0,COIN FLIP,40.8,COIN FLIP,33.7,LOW,27.3,LOW,21.5,VERY LOW,16.4,VERY LOW,12.2,VERY LOW,8.9,VERY LOW,6.2,VERY LOW,4.2,VERY LOW,2.8,VERY LOW,1.8,VERY LOW,1.1,VERY LOW,0.7,VERY LOW,0.4,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,57.8,49.1,46.4,39.0,8.2,0.0,QB_3_SEASON_GAME_BOOTSTRAP,205,10,20.5,14.8,NE,home,2026_PRE_W3_NE_CLE,,NE at CLE
62,2026,PRE,3,Preseason Week 3,00-0041562,Fernando Mendoza,LV,RES,0,15.0,,TEAM_BLEND,28.9,6.65,193.2,0,,,,,,,,,,,,,28.9,6.65,193.2,75.64967657933504,TEAM_PRIOR_NO_NFL_HISTORY,28.9,17.6,AUTO_PRESEASON_USAGE,rookie,,,117.1,73.9,0.8,0.0,6.652,6.652,4.524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,22.4,67.0,117.1,166.7,212.0,59.2,LEAN,53.9,LEAN,48.4,COIN FLIP,43.0,COIN FLIP,37.8,LOW,32.7,LOW,28.0,LOW,23.6,VERY LOW,19.7,VERY LOW,16.3,VERY LOW,13.2,VERY LOW,10.5,VERY LOW,8.2,VERY LOW,6.3,VERY LOW,4.8,VERY LOW,3.5,VERY LOW,2.6,VERY LOW,1.9,VERY LOW,1.4,VERY LOW,1.0,VERY LOW,0.7,VERY LOW,0.5,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,82.4,81.1,71.8,55.7,36.8,23.2,TEAM_3_SEASON_GAME_BOOTSTRAP,1868,51,36.6,31.5,SF,home,2026_PRE_W3_SF_LV,,SF at LV
63,2026,PRE,3,Preseason Week 3,00-0026300,Josh Johnson,CIN,ACT,18,11.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ibuhbuhomisj4t8vvhay",TEAM_BLEND,31.9,6.81,219.1,3,2025.0,124.0,124.0,124.0,124.0,,18.0,18.0,18.0,6.45,6.45,6.45,19.4,6.49,124.0,77.73673520286275,LIMITED_NFL_HISTORY,19.4,18.0,AUTO_PRESEASON_USAGE,veteran_backup,,,116.8,80.9,1.0,0.0,6.491,6.491,4.414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,13.1,62.1,116.4,171.0,220.0,58.0,LEAN,53.1,LEAN,48.2,COIN FLIP,43.3,COIN FLIP,38.6,LOW,34.0,LOW,29.5,LOW,25.4,LOW,21.5,VERY LOW,18.1,VERY LOW,15.0,VERY LOW,12.3,VERY LOW,10.0,VERY LOW,8.0,VERY LOW,6.3,VERY LOW,5.0,VERY LOW,3.9,VERY LOW,2.9,VERY LOW,2.1,VERY LOW,1.6,VERY LOW,1.2,VERY LOW,0.8,VERY LOW,0.6,VERY LOW,0.4,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,55.0,55.0,54.9,37.8,24.2,10.4,QB_3_SEASON_GAME_BOOTSTRAP,60,6,10.0,17.2,PHI,away,2026_PRE_W3_CIN_PHI,,CIN at PHI
64,2026,PRE,3,Preseason Week 3,00-0027973,Andy Dalton,PHI,ACT,15,14.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nyjb97rajdqckaxsoniv",TEAM_BLEND,28.3,7.09,198.5,7,2025.0,169.0,217.9,217.9,175.0,197.8,29.2,34.4,24.0,5.86,6.3,7.29,29.6,6.44,189.2,77.95477614842123,NFL_HISTORY,29.6,18.0,AUTO_PRESEASON_USAGE,veteran_backup,,,115.9,61.3,1.0,0.0,6.438,6.438,4.378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,37.2,74.5,115.7,157.1,194.4,60.2,SOLID,53.8,LEAN,47.2,COIN FLIP,40.6,COIN FLIP,34.5,LOW,28.7,LOW,23.5,VERY LOW,18.9,VERY LOW,14.8,VERY LOW,11.3,VERY LOW,8.5,VERY LOW,6.2,VERY LOW,4.5,VERY LOW,3.1,VERY LOW,2.1,VERY LOW,1.4,VERY LOW,0.9,VERY LOW,0.6,VERY LOW,0.4,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,74.3,73.8,71.3,60.8,38.4,26.0,QB_3_SEASON_GAME_BOOTSTRAP,274,10,27.4,28.1,CIN,home,2026_PRE_W3_CIN_PHI,,CIN at PHI
65,2026,PRE,3,Preseason Week 3,00-0036679,Shane Buechele,BUF,ACT,5,6.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/f8debemuxxzrosthavuu",TEAM_BLEND,29.1,7.09,208.5,1,2025.0,88.0,88.0,88.0,88.0,,14.0,14.0,14.0,6.29,6.29,6.29,15.5,6.38,88.0,74.83796907649861,LIMITED_NFL_HISTORY,15.5,18.0,AUTO_PRESEASON_USAGE,veteran_backup,,,114.9,80.8,1.0,0.0,6.382,6.382,4.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,11.5,60.3,115.0,169.7,218.6,57.3,LEAN,52.4,LEAN,47.5,COIN FLIP,42.6,COIN FLIP,37.8,LOW,33.2,LOW,28.8,LOW,24.9,VERY LOW,21.1,VERY LOW,17.7,VERY LOW,14.7,VERY LOW,12.0,VERY LOW,9.7,VERY LOW,7.7,VERY LOW,6.1,VERY LOW,4.7,VERY LOW,3.6,VERY LOW,2.7,VERY LOW,2.0,VERY LOW,1.5,VERY LOW,1.1,VERY LOW,0.8,VERY LOW,0.5,VERY LOW,0.4,VERY LOW,0.2,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,82.5,82.3,79.3,68.9,57.2,44.2,TEAM_3_SEASON_GAME_BOOTSTRAP,1924,58,33.2,39.7,PIT,home,2026_PRE_W3_PIT_BUF,,PIT at BUF
66,2026,PRE,3,Preseason Week 3,00-0035993,Tyler Huntley,BAL,ACT,6,5.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zqrzxwprqfsh4t4aa8lk",TEAM_BLEND,27.1,7.29,194.5,10,2025.0,130.6,140.1,140.1,106.5,165.8,21.6,22.8,16.8,6.07,6.16,6.21,21.6,6.27,133.9,65.37383502127553,NFL_HISTORY,21.6,18.0,AUTO_PRESEASON_USAGE,veteran_backup,,,112.9,60.8,1.0,0.0,6.271,6.271,4.265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,35.5,72.4,113.4,154.2,190.7,58.7,LEAN,52.3,LEAN,45.7,COIN FLIP,39.1,LOW,33.0,LOW,27.2,LOW,22.1,VERY LOW,17.6,VERY LOW,13.5,VERY LOW,10.2,VERY LOW,7.5,VERY LOW,5.4,VERY LOW,3.8,VERY LOW,2.6,VERY LOW,1.8,VERY LOW,1.2,VERY LOW,0.8,VERY LOW,0.5,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,76.2,76.1,61.0,28.7,18.4,4.8,QB_3_SEASON_GAME_BOOTSTRAP,266,13,20.5,19.5,WAS,home,2026_PRE_W3_WAS_BAL,,WAS at BAL
67,2026,PRE,3,Preseason Week 3,00-0028118,Tyrod Taylor,GB,ACT,15,6.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nqpyumxuo0e9sitk0a0o",TEAM_BLEND,28.0,7.26,201.2,13,2025.0,154.6,164.1,169.7,154.6,59.5,26.0,24.1,26.0,5.89,6.52,5.89,25.7,6.22,143.7,78.82632350781726,NFL_HISTORY,25.7,18.0,AUTO_PRESEASON_USAGE,veteran_backup,,,111.9,64.7,1.0,0.0,6.219,6.219,4.229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,29.2,68.3,111.8,155.5,194.8,57.2,LEAN,51.1,LEAN,45.0,COIN FLIP,39.1,LOW,33.2,LOW,27.8,LOW,22.8,VERY LOW,18.4,VERY LOW,14.6,VERY LOW,11.4,VERY LOW,8.7,VERY LOW,6.5,VERY LOW,4.7,VERY LOW,3.4,VERY LOW,2.4,VERY LOW,1.6,VERY LOW,1.1,VERY LOW,0.7,VERY LOW,0.5,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,73.4,54.7,46.2,41.2,27.2,24.2,QB_3_SEASON_GAME_BOOTSTRAP,371,18,20.6,28.1,ARI,home,2026_PRE_W3_ARI_GB,,ARI at GB
68,2026,PRE,3,Preseason Week 3,00-0040494,Max Brosmer,MIN,ACT,1,12.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sp7hya1uwgvty3grdnjq",TEAM_BLEND,28.9,6.87,199.7,4,2025.0,71.5,71.5,71.5,71.5,,15.8,15.8,15.8,5.07,5.07,5.07,17.1,5.29,71.5,36.42801120017397,NFL_HISTORY,17.1,21.0,AUTO_PRESEASON_USAGE,young_backup,,,111.1,48.5,1.0,0.0,5.289,5.289,3.596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,49.3,78.4,111.0,144.0,173.3,59.0,LEAN,50.8,LEAN,42.6,COIN FLIP,34.8,LOW,27.7,LOW,21.3,VERY LOW,15.7,VERY LOW,11.3,VERY LOW,7.8,VERY LOW,5.3,VERY LOW,3.4,VERY LOW,2.1,VERY LOW,1.2,VERY LOW,0.7,VERY LOW,0.4,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,82.5,68.2,49.6,36.0,8.4,0.0,QB_3_SEASON_GAME_BOOTSTRAP,85,6,14.2,16.8,DEN,away,2026_PRE_W3_MIN_DEN,,MIN at DEN
69,2026,PRE,3,Preseason Week 3,00-0033537,Deshaun Watson,CLE,ACT,9,4.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/otfs2docj6eahaebo5xn",TEAM_BLEND,30.4,6.42,196.0,12,2024.0,158.6,186.9,188.2,164.0,222.0,27.4,31.3,30.9,6.02,6.16,5.62,29.4,6.02,177.8,37.564471173060504,NFL_HISTORY,29.4,18.0,AUTO_PRESEASON_USAGE,veteran_backup,,,108.3,38.0,1.0,0.0,6.017,6.017,4.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,59.6,82.6,108.3,133.9,156.8,58.6,LEAN,48.3,COIN FLIP,37.9,LOW,28.3,LOW,20.2,VERY LOW,13.6,VERY LOW,8.6,VERY LOW,5.3,VERY LOW,2.9,VERY LOW,1.5,VERY LOW,0.8,VERY LOW,0.4,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,82.4,74.7,66.7,50.1,30.8,19.2,QB_3_SEASON_GAME_BOOTSTRAP,438,13,33.7,28.8,NE,home,2026_PRE_W3_NE_CLE,,NE at CLE
70,2026,PRE,3,Preseason Week 3,00-0036898,Davis Mills,HOU,ACT,5,10.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/v3bofeusytvkogvqichy",TEAM_BLEND,29.7,6.74,200.6,8,2025.0,178.4,156.0,156.0,178.4,103.5,31.0,27.6,31.0,5.37,5.49,5.37,30.0,5.56,160.4,97.63568483910285,NFL_HISTORY,30.0,18.0,AUTO_PRESEASON_USAGE,veteran_backup,,,100.2,70.2,1.0,0.0,5.564,5.564,3.783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,10.2,52.7,100.2,147.7,190.4,50.1,LEAN,44.5,COIN FLIP,38.9,LOW,33.6,LOW,28.6,LOW,23.9,VERY LOW,19.8,VERY LOW,16.1,VERY LOW,12.8,VERY LOW,10.1,VERY LOW,7.8,VERY LOW,6.0,VERY LOW,4.4,VERY LOW,3.2,VERY LOW,2.4,VERY LOW,1.7,VERY LOW,1.2,VERY LOW,0.8,VERY LOW,0.5,VERY LOW,0.4,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,61.9,51.4,49.3,24.8,14.3,4.9,QB_3_SEASON_GAME_BOOTSTRAP,250,16,15.6,17.2,CAR,away,2026_PRE_W3_HOU_CAR,,HOU at CAR
71,2026,PRE,3,Preseason Week 3,00-0037324,Chris Oladokun,KC,ACT,4,19.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qnyw1gqkqfll2lxppzlv",TEAM_BLEND,30.5,6.63,205.2,3,2025.0,78.3,78.3,78.3,78.3,,18.3,18.3,18.3,4.45,4.45,4.45,19.6,4.71,78.3,28.571547618799606,LIMITED_NFL_HISTORY,19.6,21.0,AUTO_PRESEASON_USAGE,young_backup,,,98.9,43.8,1.0,0.0,4.711,4.711,3.204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,42.4,69.2,98.9,128.6,155.2,49.0,COIN FLIP,40.1,COIN FLIP,31.6,LOW,24.0,VERY LOW,17.5,VERY LOW,12.2,VERY LOW,8.2,VERY LOW,5.3,VERY LOW,3.3,VERY LOW,1.9,VERY LOW,1.0,VERY LOW,0.6,VERY LOW,0.3,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,62.0,61.8,20.6,20.5,20.5,19.9,QB_3_SEASON_GAME_BOOTSTRAP,64,4,16.0,14.5,SEA,home,2026_PRE_W3_SEA_KC,,SEA at KC
72,2026,PRE,3,Preseason Week 3,00-0036945,Justin Fields,KC,ACT,5,7.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fbteankooq2c33yquq2j",TEAM_BLEND,30.5,6.63,205.2,28,2025.0,101.0,140.4,157.7,139.9,184.3,19.6,22.8,22.7,4.7,5.64,5.6,22.1,5.38,134.8,93.00889810731441,NFL_HISTORY,22.1,18.0,AUTO_PRESEASON_USAGE,veteran_backup,,,96.8,80.2,1.0,0.0,5.375,5.375,3.655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,0.0,42.7,96.7,150.8,199.5,48.5,COIN FLIP,43.4,COIN FLIP,38.4,LOW,33.8,LOW,29.4,LOW,25.3,LOW,21.4,VERY LOW,17.9,VERY LOW,15.0,VERY LOW,12.2,VERY LOW,9.9,VERY LOW,7.9,VERY LOW,6.2,VERY LOW,4.8,VERY LOW,3.7,VERY LOW,2.8,VERY LOW,2.1,VERY LOW,1.5,VERY LOW,1.1,VERY LOW,0.8,VERY LOW,0.6,VERY LOW,0.4,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,77.1,75.7,67.7,58.1,45.6,34.8,QB_3_SEASON_GAME_BOOTSTRAP,830,30,27.7,30.0,SEA,home,2026_PRE_W3_SEA_KC,,SEA at KC
73,2026,PRE,3,Preseason Week 3,00-0037013,Zach Wilson,NO,ACT,5,4.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/i17xpbsar7evcypbhtel",TEAM_BLEND,29.6,6.82,201.0,13,2025.0,140.6,183.6,177.2,32.0,,21.8,29.2,8.0,5.37,5.85,4.0,22.1,5.37,129.5,112.05137596825276,NFL_HISTORY,22.1,18.0,AUTO_PRESEASON_USAGE,veteran_backup,,,96.7,91.2,1.0,0.0,5.37,5.37,3.652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,0.0,35.1,96.7,158.3,214.6,48.6,COIN FLIP,44.3,COIN FLIP,40.0,LOW,36.0,LOW,31.9,LOW,28.0,LOW,24.4,VERY LOW,21.2,VERY LOW,18.1,VERY LOW,15.5,VERY LOW,13.0,VERY LOW,10.9,VERY LOW,9.0,VERY LOW,7.3,VERY LOW,5.9,VERY LOW,4.7,VERY LOW,3.8,VERY LOW,2.9,VERY LOW,2.2,VERY LOW,1.7,VERY LOW,1.3,VERY LOW,1.0,VERY LOW,0.7,VERY LOW,0.5,VERY LOW,0.4,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,71.6,65.3,55.5,43.4,34.7,21.9,QB_3_SEASON_GAME_BOOTSTRAP,427,15,28.5,27.9,DAL,away,2026_PRE_W3_NO_DAL,,NO at DAL
74,2026,PRE,3,Preseason Week 3,00-0037077,Sam Howell,DAL,ACT,4,16.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/umfyh2tmtggjep6nt44c",TEAM_BLEND,30.7,6.8,210.8,18,2024.0,100.8,182.4,219.9,24.0,232.1,23.4,31.8,14.0,3.98,5.22,1.71,24.7,4.5,133.4,90.09615748806861,NFL_HISTORY,24.7,21.0,AUTO_PRESEASON_USAGE,young_backup,,,94.5,80.0,1.0,0.0,4.5,4.5,3.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,0.0,40.6,94.7,148.4,197.4,47.3,COIN FLIP,42.3,COIN FLIP,37.5,LOW,32.8,LOW,28.4,LOW,24.4,VERY LOW,20.7,VERY LOW,17.3,VERY LOW,14.3,VERY LOW,11.7,VERY LOW,9.4,VERY LOW,7.5,VERY LOW,5.9,VERY LOW,4.6,VERY LOW,3.5,VERY LOW,2.6,VERY LOW,1.9,VERY LOW,1.4,VERY LOW,1.0,VERY LOW,0.8,VERY LOW,0.5,VERY LOW,0.4,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,82.5,82.1,74.7,57.7,43.6,32.5,QB_3_SEASON_GAME_BOOTSTRAP,697,18,38.7,30.8,NO,home,2026_PRE_W3_NO_DAL,,NO at DAL
75,2026,PRE,3,Preseason Week 3,00-0028986,Case Keenum,CHI,ACT,14,11.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/weixhyzal4ntsyszyepu",TEAM_BLEND,30.5,6.76,206.8,2,2023.0,145.5,145.5,145.5,145.5,,26.5,26.5,26.5,5.0,5.0,5.0,26.9,5.21,145.5,118.08683245815342,LIMITED_NFL_HISTORY,26.9,18.0,AUTO_PRESEASON_USAGE,veteran_backup,,,93.9,93.2,1.0,0.0,5.215,5.215,3.546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,0.0,31.0,94.8,157.0,213.5,47.7,COIN FLIP,43.5,COIN FLIP,39.3,LOW,35.1,LOW,31.2,LOW,27.5,LOW,24.0,VERY LOW,20.8,VERY LOW,17.9,VERY LOW,15.2,VERY LOW,12.8,VERY LOW,10.6,VERY LOW,8.8,VERY LOW,7.1,VERY LOW,5.7,VERY LOW,4.6,VERY LOW,3.7,VERY LOW,2.9,VERY LOW,2.3,VERY LOW,1.8,VERY LOW,1.4,VERY LOW,1.0,VERY LOW,0.7,VERY LOW,0.5,VERY LOW,0.4,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,82.4,81.8,74.9,61.7,50.7,30.7,TEAM_3_SEASON_GAME_BOOTSTRAP,1904,53,35.9,33.8,TEN,away,2026_PRE_W3_CHI_TEN,,CHI at TEN
