Rank,Date,Game PK,Game Time UTC,Game Status,Venue,Matchup,Home/Away,Player ID,Player,Team,Opponent,Position,Bats,Confirmed Lineup,Lineup Spot,G,PA,AB,H,2B,3B,HR,R,RBI,BB,HBP,SO,AVG,OBP,SLG,OPS,L14 G,L14 PA,L14 AB,L14 H,L14 HR,L14 AVG,L14 HR/PA,L30 G,L30 PA,L30 AB,L30 H,L30 HR,L30 AVG,L30 HR/PA,Statcast BBE,L30 Statcast BBE,Barrel %,Hard Hit %,Pull %,Center %,Oppo %,Fly Ball %,Air Ball %,Pull Air %,Sweet Spot %,HR Launch %,Ideal HR Contact %,Ideal Contact %,HR/Barrel %,Avg Exit Velocity,Avg Launch Angle,xSLG on Contact,Avg Bat Speed,EV50,Max Exit Velocity,Fast Swing Rate %,Squared-Up Rate %,Blast Rate %,Ideal Attack Angle %,Power DNA Score,Power DNA Label,Power DNA Stars,Power Archetype,Swing Plane Grade,Swing Plane Label,Power Profile Score,Power Profile Label,Power Profile Multiplier,Power Profile Data Quality,L30 Barrel %,L30 Pull Air %,L30 EV50,L30 xSLG on Contact,Fast Swing Source,Squared-Up Source,Blast Source,Ideal Attack Angle Source,Barrels per PA,Barrels per PA %,Estimated xHR,xHR Minus Actual HR,HR Regression Label,AI Power Outlook,Raw HR/PA,Bayesian HR/PA,Expected PA,AB Since Last HR,Games Since Last HR,AB/HR,Due Ratio,Due Meter Pct,Due Label,Opposing SP ID,Opposing SP,Opposing SP Throws,Platoon,SP G,SP GS,SP IP,SP ERA,SP WHIP,SP HR,SP HR/9,SP K/9,SP BB/9,Pitch Type Matchup Score,Pitch Mix Coverage %,Weighted xSLG vs Pitch Mix,Weighted Barrel % vs Pitch Mix,Primary Pitch Matchup,Effective Batter Side,Handedness Matchup,Handedness Matchup Score,Hitter Split PA,Hitter Split AVG,Hitter Split OBP,Hitter Split SLG,Hitter Split OPS,Hitter Split HR,Hitter Split BB,Hitter Split K,Hitter HR/PA vs Hand,Hitter Barrel % vs Hand,Hitter xSLG vs Hand,Pitcher Split PA Allowed,Pitcher HR/PA Allowed vs Side,Pitcher Barrel % Allowed vs Side,Pitcher xSLG Allowed vs Side,Career BvP PA,Career BvP AB,Career BvP H,Career BvP Results,Career BvP AVG,Career BvP OBP,Career BvP SLG,Career BvP OPS,Career BvP HR,Career BvP BB,Career BvP K,Hitter vs Pitcher Matchup Score,Hitter vs Pitcher Matchup Label,Hitter vs Pitcher Matchup Band,Career BvP Component Score,Recent Pitch Mix Games,Recent Pitch Mix Total,Weather Condition,Temperature F,Wind,Wind MPH,Roof Closed,Park HR Factor,Park Multiplier,Weather Multiplier,Environment Score,Pitch Fit Multiplier,Pitcher Contact Multiplier,Hitter Power Component,Hitter Power Primary Metric,Hitter Power Secondary Metric,Hitter Power Third Metric,Hitter Power Fourth Metric,Handedness Matchup Component,Pitcher Vulnerability Component,Pitch Type Component,Recent Power Component,Environment Component,Lineup Component,HR Target Score,Target Score Probability %,Recent Form Multiplier,Pitcher HR Multiplier,Platoon Multiplier,Legacy OPS/SLG Multiplier,Statcast Power Multiplier,Power Multiplier,Due Multiplier,Baseline HR Probability %,HR Probability %,Model Confidence %,HR Model Score,Grade,Data Quality,SP Statcast BBE,SP Barrel % Allowed,SP Hard Hit % Allowed,SP Fly Ball % Allowed,SP Pull Air % Allowed,SP Sweet Spot % Allowed,SP Avg EV Allowed,SP EV50 Allowed,SP Max EV Allowed,SP xSLG on Contact Allowed,SP Statcast HR Allowed,Recent Pitch Mix Source,Recent Pitch 1 Name,Recent Pitch 1 Usage %,Recent Pitch 1 Count,Recent Pitch 2 Name,Recent Pitch 2 Usage %,Recent Pitch 2 Count,Recent Pitch 3 Name,Recent Pitch 3 Usage %,Recent Pitch 3 Count,Recent Pitch 4 Name,Recent Pitch 4 Usage %,Recent Pitch 4 Count,Recent Pitch 5 Name,Recent Pitch 5 Usage %,Recent Pitch 5 Count,Recent Pitch 6 Name,Recent Pitch 6 Usage %,Recent Pitch 6 Count,Recent Pitch 7 Name,Recent Pitch 7 Usage %,Recent Pitch 7 Count,Recent Pitch 8 Name,Recent Pitch 8 Usage %,Recent Pitch 8 Count
392,2026-09-25,824706,2026-09-25T22:05:00Z,Scheduled,Fenway Park,Chicago Cubs @ Boston Red Sox,Away,663538,Nico Hoerner,Chicago Cubs,Boston Red Sox,2B,R,No,,156,679,618,163,29,1,8,62,72,43,10,58,0.264,0.318,0.353,0.671,11,46,41,9,0,0.22,0.0,25,105,98,29,1,0.296,0.0095,957,157,1.1,19.2,34.2,31.5,33.9,12.5,27.7,32.6,31.6,4.0,2.7,4.0,75.3,81.1,17.5,0.423,66.7,92.4,107.5,1.3,8.0,0.1,42.2,16.2,Weak,1.5,Contact-First Profile,A,Excellent HR swing plane,16.2,Weak,0.905,Good,1.3,32.5,92.7,0.436,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,16.8,8.8,Strong positive regression,Weak Contact-First Profile profile. 1.1% barrel rate; 81.1 mph average exit velocity; 27.7% air-ball rate; 32.6% pull-air rate; 4.0% HR-launch rate.,0.0118,0.0148,4.05,82,21,77.2,1.06,106.1,Near normal interval,678394.0,Brayan Bello,R,RHB vs RHP,25,10,112.1,4.49,1.37,12,0.96,7.21,2.8,16.9,99.5,0.419,0.8,Sinker,R,RHB vs RHP,13.8,505,0.265,0.323,0.344,0.667,5,34,41,0.0099,1.0,0.419,213,0.0094,2.6,0.488,3,3,1,1/3,0.333,0.333,0.333,0.666,0,0,1,21.3,Strong Pitcher Advantage,Below average,46.0,5,378,Unknown,,Unknown,,No,102.0,1.02,1.0,53.6,0.934,0.974,26.2,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,13.8,41.7,16.9,21.2,53.6,45.0,31.0,3.78,0.793,0.978,0.985,1.0,0.905,0.905,1.0,5.87,3.79,85.0,19.7,F,Lineup unconfirmed,649.0,4.9,27.3,11.7,52.9,27.9,83.3,96.3,113.2,0.556,12.0,Pitch-level Statcast · last 5 MLB games,Sinker,32.27513227513227,122.0,Changeup,23.015873015873016,87.0,Sweeper,17.98941798941799,68.0,4-Seam Fastball,16.93121693121693,64.0,Cutter,9.788359788359788,37.0,,,,,,,,,
393,2026-09-25,823816,2026-09-25T23:10:00Z,Scheduled,loanDepot park,Atlanta Braves @ Miami Marlins,Away,673490,Ha-Seong Kim,Atlanta Braves,Miami Marlins,SS,R,No,,49,139,124,14,1,0,0,8,9,13,1,36,0.113,0.203,0.121,0.324,7,24,20,0,0,0.0,0.0,17,53,47,8,0,0.17,0.0,190,74,0.7,14.3,40.3,34.2,24.1,12.2,20.0,45.8,20.9,3.3,0.7,3.3,0.0,79.0,23.2,0.271,68.6,90.6,111.6,15.0,6.5,4.5,47.5,18.6,Weak,1.5,Pull Power,A-,Elevated power plane,18.6,Weak,0.912,Good,0.0,50.0,90.6,0.248,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,3.34,3.34,Positive regression,Weak Pull Power profile. 0.7% barrel rate; 79.0 mph average exit velocity; 20.0% air-ball rate; 45.8% pull-air rate; 3.3% HR-launch rate.,0.0,0.0148,3.87,124,49,,,,No season HR,691587.0,Eury Pérez,R,RHB vs RHP,29,28,150.0,4.14,1.27,20,1.2,9.72,4.02,6.7,99.8,0.317,1.7,4-Seam Fastball,R,RHB vs RHP,25.4,75,0.156,0.27,0.172,0.442,0,9,17,0.0,1.0,0.29,282,0.0461,5.4,0.586,0,0,0,0/0,,,,,0,0,0,23.8,Strong Pitcher Advantage,Below average,50.0,5,401,Unknown,,Unknown,,No,94.0,0.94,1.0,39.2,0.92,0.978,35.3,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,25.4,35.8,6.7,33.3,39.2,45.0,30.9,3.78,0.758,1.016,0.985,0.94,0.912,0.857,1.0,5.62,3.48,66.2,14.8,F,Lineup unconfirmed,857.0,5.3,21.2,13.0,43.6,27.8,82.8,93.8,113.4,0.555,20.0,Pitch-level Statcast · last 5 MLB games,4-Seam Fastball,30.673316708229425,123.0,Slider,23.69077306733167,95.0,Sinker,20.199501246882793,81.0,Curveball,9.72568578553616,39.0,Sweeper,9.226932668329177,37.0,Changeup,6.483790523690773,26.0,,,,,,
394,2026-09-25,823409,2026-09-25T22:40:00Z,Scheduled,Citizens Bank Park,Tampa Bay Rays @ Philadelphia Phillies,Away,670764,Taylor Walls,Tampa Bay Rays,Philadelphia Phillies,SS,S,No,,123,428,364,81,17,2,2,59,36,45,3,102,0.223,0.31,0.297,0.607,6,18,15,5,0,0.333,0.0,14,50,41,12,0,0.293,0.0,508,52,0.9,16.3,40.5,32.4,24.1,15.1,26.6,47.1,27.3,3.6,1.6,3.6,28.6,78.3,19.6,0.368,62.0,91.5,106.6,1.8,8.4,0.4,56.0,19.1,Weak,2.0,Pull Power,A,Excellent HR swing plane,19.1,Weak,0.913,Good,0.0,46.7,92.6,0.388,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,9.86,7.86,Strong positive regression,Weak Pull Power profile. 0.9% barrel rate; 78.3 mph average exit velocity; 26.6% air-ball rate; 47.1% pull-air rate; 3.6% HR-launch rate.,0.0047,0.0107,3.93,77,26,182.0,0.42,42.3,Recently homered,650911.0,Cristopher Sánchez,L,Switch vs LHP,32,32,200.0,2.93,1.22,18,0.81,9.95,1.98,5.2,100.0,0.302,0.0,Sinker,R,RHB vs LHP,15.2,154,0.205,0.272,0.273,0.545,1,12,32,0.0065,0.5,0.271,644,0.0264,5.3,0.545,6,6,0,0/6,0.0,0.0,0.0,0.0,0,0,0,15.7,Strong Pitcher Advantage,Below average,35.0,5,476,Unknown,,Unknown,,No,108.0,1.08,1.0,64.4,0.92,0.971,32.0,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,15.2,32.7,5.2,34.3,64.4,45.0,30.7,3.78,0.758,0.954,1.035,0.94,0.913,0.859,1.0,4.12,3.23,81.0,16.5,F,Lineup unconfirmed,965.0,4.6,27.4,9.7,41.2,27.3,83.3,96.1,112.7,0.511,18.0,Pitch-level Statcast · last 5 MLB games,Sinker,50.0,238.0,Changeup,32.563025210084035,155.0,Slider,17.436974789915965,83.0,,,,,,,,,,,,,,,
395,2026-09-25,824706,2026-09-25T22:05:00Z,Scheduled,Fenway Park,Chicago Cubs @ Boston Red Sox,Home,657136,Connor Wong,Boston Red Sox,Chicago Cubs,C,R,No,,74,233,205,48,11,0,4,22,24,17,6,57,0.234,0.31,0.346,0.656,2,4,4,1,0,0.25,0.0,8,27,26,4,0,0.154,0.0,294,35,2.2,22.5,32.5,36.5,31.0,13.2,21.8,36.0,28.0,5.1,1.5,5.1,40.0,80.9,16.1,0.416,70.4,92.9,109.8,27.0,8.3,7.7,45.2,21.9,Weak,2.0,Contact-First Profile,A,Excellent HR swing plane,21.9,Weak,0.921,Good,0.0,14.3,90.4,0.342,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,7.69,3.69,Positive regression,Weak Contact-First Profile profile. 2.2% barrel rate; 80.9 mph average exit velocity; 21.8% air-ball rate; 36.0% pull-air rate; 5.1% HR-launch rate.,0.0172,0.0222,3.99,40,12,51.2,0.78,78.0,Recently homered,656849.0,David Peterson,L,RHB vs LHP,31,22,143.1,4.96,1.51,15,0.94,8.23,3.96,20.6,99.9,0.445,2.6,Sinker,R,RHB vs LHP,34.9,69,0.258,0.313,0.419,0.733,3,4,11,0.0435,5.7,0.543,458,0.0197,3.3,0.506,0,0,0,0/0,,,,,0,0,0,32.9,Slight Pitcher Advantage,Below average,50.0,5,435,Unknown,,Unknown,,No,102.0,1.02,1.0,53.6,0.941,0.963,35.4,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,34.9,30.0,20.6,4.7,53.6,45.0,30.6,3.77,0.901,0.974,1.025,0.965,0.921,0.889,1.0,8.57,4.95,70.8,18.1,F,Lineup unconfirmed,791.0,3.8,25.9,11.0,40.6,30.0,82.5,95.6,111.7,0.523,15.0,Pitch-level Statcast · last 5 MLB games,Sinker,29.195402298850574,127.0,4-Seam Fastball,25.74712643678161,112.0,Slider,18.160919540229884,79.0,Changeup,14.482758620689655,63.0,Curveball,12.413793103448276,54.0,,,,,,,,,
396,2026-09-25,823491,2026-09-25T20:10:00Z,Scheduled,Yankee Stadium,Baltimore Orioles @ New York Yankees,Home,645305,Ali Sánchez,New York Yankees,Baltimore Orioles,C,R,No,,49,88,83,20,2,0,1,7,8,1,2,25,0.241,0.264,0.301,0.565,6,15,15,4,0,0.267,0.0,11,21,20,4,0,0.2,0.0,101,26,4.5,20.9,31.8,39.9,28.3,8.6,21.7,18.9,32.6,4.5,2.6,4.5,22.5,80.0,21.0,0.44,68.0,92.3,105.3,7.2,8.4,0.9,54.8,15.1,Weak,1.5,Contact-First Profile,A-,Elevated power plane,15.1,Weak,0.902,Good,7.7,0.0,93.4,0.444,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,3.54,2.54,Positive regression,Weak Contact-First Profile profile. 4.5% barrel rate; 80.0 mph average exit velocity; 21.7% air-ball rate; 18.9% pull-air rate; 4.5% HR-launch rate.,0.0114,0.0233,3.81,36,24,83.0,0.43,43.4,Recently homered,687064.0,Brandon Young,R,RHB vs RHP,27,27,151.2,3.62,1.36,22,1.31,7.54,3.44,25.0,81.3,0.452,4.4,4-Seam Fastball,R,RHB vs RHP,31.7,47,0.205,0.234,0.205,0.439,0,1,12,0.0,1.9,0.375,261,0.0345,4.3,0.561,0,0,0,0/0,,,,,0,0,0,33.0,Slight Pitcher Advantage,Below average,50.0,5,465,Unknown,,Unknown,,No,108.0,1.08,1.0,64.4,0.95,0.965,25.0,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,31.7,33.0,25.0,23.4,64.4,45.0,30.6,3.77,0.861,1.034,0.985,0.94,0.902,0.848,1.0,8.58,4.94,60.0,16.3,F,Lineup unconfirmed,872.0,4.0,24.1,13.5,46.9,31.0,82.9,94.9,114.0,0.513,22.0,Pitch-level Statcast · last 5 MLB games,4-Seam Fastball,41.505376344086024,193.0,Split-Finger,17.634408602150536,82.0,Slider,15.913978494623656,74.0,Sinker,14.408602150537634,67.0,Curveball,10.53763440860215,49.0,,,,,,,,,
397,2026-09-25,824947,2026-09-26T01:40:00Z,Scheduled,Sutter Health Park,Houston Astros @ Athletics,Away,669397,Nick Allen,Houston Astros,Athletics,SS,R,No,,92,161,144,40,6,0,3,25,14,10,1,32,0.278,0.323,0.382,0.705,7,11,10,3,1,0.3,0.0909,19,26,24,9,1,0.375,0.0385,192,32,0.7,14.8,45.1,29.2,25.7,11.4,23.2,62.5,20.0,2.8,2.4,2.8,150.0,78.4,16.3,0.34,65.7,90.1,105.5,2.6,6.2,0.0,58.3,18.7,Weak,1.5,Pull Power,A,Excellent HR swing plane,18.7,Weak,0.912,Good,0.0,85.7,88.2,0.329,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,3.96,0.96,Near expected,Weak Pull Power profile. 0.7% barrel rate; 78.4 mph average exit velocity; 23.2% air-ball rate; 62.5% pull-air rate; 2.8% HR-launch rate.,0.0186,0.0243,4.05,8,6,48.0,0.17,16.7,Very recent HR,682052.0,Jacob Lopez,L,RHB vs LHP,26,23,117.1,5.68,1.53,22,1.69,8.28,4.3,9.0,99.2,0.34,0.6,4-Seam Fastball,R,RHB vs LHP,36.5,43,0.308,0.333,0.487,0.821,1,1,7,0.0233,2.0,0.412,387,0.0491,4.7,0.47,2,2,1,1/2,0.5,0.5,0.5,1.0,0,0,1,29.8,Strong Pitcher Advantage,Below average,50.9,5,443,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,0.92,0.964,38.1,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,36.5,26.9,9.0,30.3,50.0,45.0,30.6,3.77,1.104,1.094,1.025,1.0,0.912,0.912,0.98,9.5,6.28,65.6,20.1,F,Lineup unconfirmed,711.0,3.9,19.5,17.9,45.4,30.8,78.9,91.9,110.8,0.464,22.0,Pitch-level Statcast · last 5 MLB games,4-Seam Fastball,37.69751693002257,167.0,Slider,35.66591422121896,158.0,Cutter,18.73589164785553,83.0,Changeup,7.6749435665914225,34.0,Sinker,0.22573363431151242,1.0,,,,,,,,,
398,2026-09-25,824706,2026-09-25T22:05:00Z,Scheduled,Fenway Park,Chicago Cubs @ Boston Red Sox,Away,807713,Matt Shaw,Chicago Cubs,Boston Red Sox,RF,R,No,,74,192,164,38,8,3,5,25,24,20,3,35,0.232,0.323,0.409,0.732,6,16,12,2,0,0.167,0.0,18,45,34,6,1,0.176,0.0222,259,45,2.3,18.7,30.0,38.7,31.2,19.6,29.3,33.3,28.6,4.3,1.5,4.3,89.2,79.1,22.3,0.414,66.5,91.5,107.6,6.9,6.8,1.0,52.5,16.2,Weak,1.5,Contact-First Profile,A-,Elevated power plane,16.2,Weak,0.905,Good,2.2,31.2,90.7,0.372,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,6.5,1.5,Near expected,Weak Contact-First Profile profile. 2.3% barrel rate; 79.1 mph average exit velocity; 29.3% air-ball rate; 33.3% pull-air rate; 4.3% HR-launch rate.,0.026,0.0283,4.05,27,14,32.8,0.82,82.3,Near normal interval,678394.0,Brayan Bello,R,RHB vs RHP,25,10,112.1,4.49,1.37,12,0.96,7.21,2.8,11.9,99.5,0.369,1.1,Sinker,R,RHB vs RHP,21.8,101,0.195,0.283,0.356,0.639,3,10,20,0.0297,3.0,0.473,213,0.0094,2.6,0.488,0,0,0,0/0,,,,,0,0,0,24.0,Strong Pitcher Advantage,Below average,50.0,5,378,Unknown,,Unknown,,No,102.0,1.02,1.0,53.6,0.924,0.974,28.1,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,21.8,41.7,11.9,16.4,53.6,45.0,30.5,3.77,0.818,0.978,0.985,1.0,0.905,0.905,1.0,10.99,5.36,69.3,19.8,F,Lineup unconfirmed,649.0,4.9,27.3,11.7,52.9,27.9,83.3,96.3,113.2,0.556,12.0,Pitch-level Statcast · last 5 MLB games,Sinker,32.27513227513227,122.0,Changeup,23.015873015873016,87.0,Sweeper,17.98941798941799,68.0,4-Seam Fastball,16.93121693121693,64.0,Cutter,9.788359788359788,37.0,,,,,,,,,
399,2026-09-25,823248,2026-09-26T01:40:00Z,Scheduled,Petco Park,Arizona Diamondbacks @ San Diego Padres,Home,823550,Sung-Mun Song,San Diego Padres,Arizona Diamondbacks,2B,L,No,,75,147,125,23,4,0,1,19,16,18,0,29,0.184,0.285,0.24,0.525,7,4,4,0,0,0.0,0.0,13,13,11,0,0,0.0,0.0,185,13,2.3,24.2,44.1,33.7,22.1,14.7,24.5,43.2,24.5,4.4,3.1,4.4,20.0,81.4,16.1,0.346,66.0,93.9,109.3,15.0,8.4,4.8,55.4,22.1,Weak,2.0,Pull Power,A,Excellent HR swing plane,22.1,Weak,0.922,Good,0.0,50.0,96.7,0.359,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,5.06,4.06,Strong positive regression,Weak Pull Power profile. 2.3% barrel rate; 81.4 mph average exit velocity; 24.5% air-ball rate; 43.2% pull-air rate; 4.4% HR-launch rate.,0.0068,0.0181,3.81,65,42,125.0,0.52,52.0,Recently homered,694297.0,Brandon Pfaadt,R,LHB vs RHP,28,18,128.1,3.72,1.17,14,0.98,6.1,2.1,10.3,99.8,0.32,3.6,4-Seam Fastball,L,LHB vs RHP,19.5,136,0.188,0.291,0.248,0.539,1,17,27,0.0074,2.9,0.347,291,0.0412,4.6,0.489,4,4,0,0/4,0.0,0.0,0.0,0.0,0,0,0,20.4,Strong Pitcher Advantage,Below average,40.0,5,446,Unknown,,Unknown,,No,94.0,0.94,1.0,39.2,0.921,0.97,33.8,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,19.5,30.3,10.3,45.6,39.2,45.0,30.4,3.77,1.0,0.981,1.025,0.94,0.922,0.867,1.0,6.73,4.3,63.5,15.8,F,Lineup unconfirmed,707.0,4.5,23.3,13.4,41.7,26.2,82.9,94.8,112.3,0.475,14.0,Pitch-level Statcast · last 5 MLB games,4-Seam Fastball,31.614349775784753,141.0,Curveball,14.349775784753364,64.0,Changeup,14.125560538116591,63.0,Sinker,13.90134529147982,62.0,Cutter,13.004484304932735,58.0,Sweeper,13.004484304932735,58.0,,,,,,
400,2026-09-25,823735,2026-09-25T23:40:00Z,Scheduled,American Family Field,St. Louis Cardinals @ Milwaukee Brewers,Away,691026,Masyn Winn,St. Louis Cardinals,Milwaukee Brewers,SS,R,No,,135,528,467,109,21,2,5,54,56,47,7,114,0.233,0.309,0.319,0.628,11,30,27,6,0,0.222,0.0,13,38,35,6,0,0.171,0.0,627,42,1.2,21.5,32.2,30.8,36.8,13.6,26.8,31.3,26.1,5.0,2.3,5.0,41.7,82.7,16.8,0.421,69.6,94.0,106.6,12.0,8.1,3.5,46.4,17.1,Weak,1.5,Contact-First Profile,A,Excellent HR swing plane,17.1,Weak,0.908,Good,0.0,27.3,94.5,0.394,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,12.5,7.5,Strong positive regression,Weak Contact-First Profile profile. 1.2% barrel rate; 82.7 mph average exit velocity; 26.8% air-ball rate; 31.3% pull-air rate; 5.0% HR-launch rate.,0.0095,0.0136,3.93,40,16,93.4,0.43,42.8,Recently homered,688107.0,Robert Gasser,L,RHB vs LHP,20,19,103.1,4.01,1.24,14,1.22,8.19,2.96,20.9,100.0,0.457,2.1,Sweeper,R,RHB vs LHP,25.2,138,0.273,0.341,0.38,0.721,1,13,30,0.0072,1.2,0.476,308,0.039,5.3,0.567,5,5,1,1/5,0.2,0.2,0.2,0.4,0,0,1,26.2,Strong Pitcher Advantage,Below average,37.5,5,437,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,0.942,0.972,28.3,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,25.2,35.8,20.9,19.8,50.0,45.0,30.4,3.77,0.758,1.019,1.025,0.94,0.908,0.853,1.0,5.26,3.55,80.0,16.9,F,Lineup unconfirmed,619.0,4.7,20.5,13.4,49.1,31.7,81.5,93.3,114.7,0.529,14.0,Pitch-level Statcast · last 5 MLB games,Sweeper,25.17162471395881,110.0,4-Seam Fastball,21.51029748283753,94.0,Sinker,20.823798627002287,91.0,Cutter,18.993135011441648,83.0,Changeup,12.814645308924485,56.0,Slider,0.6864988558352403,3.0,,,,,,
401,2026-09-25,823735,2026-09-25T23:40:00Z,Scheduled,American Family Field,St. Louis Cardinals @ Milwaukee Brewers,Away,701675,Nathan Church,St. Louis Cardinals,Milwaukee Brewers,CF,L,No,,139,462,426,107,17,2,10,53,50,25,4,78,0.251,0.295,0.371,0.666,11,40,39,12,0,0.308,0.0,25,95,88,25,0,0.284,0.0,718,141,2.9,16.2,37.6,32.3,29.5,11.9,23.8,37.3,31.9,4.9,3.2,4.9,27.1,78.8,20.9,0.418,66.6,90.4,108.6,7.3,8.6,2.5,37.0,17.8,Weak,1.5,Contact-First Profile,A-,Elevated power plane,17.8,Weak,0.91,Good,2.1,34.2,90.3,0.38,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,21.78,11.78,Strong positive regression,Weak Contact-First Profile profile. 2.9% barrel rate; 78.8 mph average exit velocity; 23.8% air-ball rate; 37.3% pull-air rate; 4.9% HR-launch rate.,0.0216,0.0238,4.05,92,26,42.6,2.16,216.0,Very long drought,688107.0,Robert Gasser,L,LHB vs LHP,20,19,103.1,4.01,1.24,14,1.22,8.19,2.96,17.7,100.0,0.42,2.4,Sweeper,L,LHB vs LHP,16.0,103,0.234,0.284,0.33,0.614,2,6,14,0.0194,3.4,0.38,134,0.0149,3.0,0.432,3,3,0,0/3,0.0,0.0,0.0,0.0,0,0,2,21.9,Strong Pitcher Advantage,Below average,42.5,5,437,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,0.935,0.972,29.8,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,16.0,35.8,17.7,18.2,50.0,45.0,30.4,3.77,0.758,1.019,0.985,1.0,0.91,0.91,1.06,9.29,4.89,84.6,26.4,F,Lineup unconfirmed,619.0,4.7,20.5,13.4,49.1,31.7,81.5,93.3,114.7,0.529,14.0,Pitch-level Statcast · last 5 MLB games,Sweeper,25.17162471395881,110.0,4-Seam Fastball,21.51029748283753,94.0,Sinker,20.823798627002287,91.0,Cutter,18.993135011441648,83.0,Changeup,12.814645308924485,56.0,Slider,0.6864988558352403,3.0,,,,,,
402,2026-09-25,824220,2026-09-25T22:40:00Z,Scheduled,Comerica Park,Pittsburgh Pirates @ Detroit Tigers,Away,663968,Jake Mangum,Pittsburgh Pirates,Detroit Tigers,CF,S,No,,130,468,425,117,19,2,5,56,32,25,12,90,0.275,0.332,0.365,0.697,8,29,27,4,1,0.148,0.0345,19,69,63,13,1,0.206,0.0145,710,93,1.5,14.8,31.9,31.0,34.9,9.4,20.5,33.3,32.4,2.9,2.3,2.9,58.1,79.8,13.7,0.436,65.3,91.0,106.8,5.1,7.6,1.6,33.8,14.1,Weak,1.5,Contact-First Profile,A,Excellent HR swing plane,14.1,Weak,0.899,Good,2.2,34.8,90.8,0.46,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,13.48,8.48,Strong positive regression,Weak Contact-First Profile profile. 1.5% barrel rate; 79.8 mph average exit velocity; 20.5% air-ball rate; 33.3% pull-air rate; 2.9% HR-launch rate.,0.0107,0.015,4.05,9,3,85.0,0.11,10.6,Very recent HR,695549.0,Jackson Jobe,R,Switch vs RHP,8,8,40.2,3.98,1.2,7,1.55,9.52,3.1,17.3,100.0,0.423,1.0,4-Seam Fastball,L,LHB vs RHP,22.6,334,0.28,0.335,0.368,0.704,3,19,63,0.009,0.8,0.422,125,0.04,4.8,0.532,0,0,0,0/0,,,,,0,0,0,26.2,Strong Pitcher Advantage,Below average,50.0,5,454,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,0.935,0.972,28.1,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,22.6,37.8,17.3,19.8,50.0,45.0,30.3,3.77,1.258,1.041,1.035,1.0,0.899,0.899,0.98,5.95,4.97,82.5,20.2,F,Lineup unconfirmed,233.0,4.7,21.9,13.7,50.9,25.8,82.3,93.8,110.0,0.55,7.0,Pitch-level Statcast · last 5 MLB games,4-Seam Fastball,27.75330396475771,126.0,Slider,25.550660792951543,116.0,Sinker,20.044052863436125,91.0,Curveball,14.537444933920705,66.0,Changeup,9.47136563876652,43.0,Cutter,2.643171806167401,12.0,,,,,,
