rank,model_season,season_type,target_week,target_slate,player_id,player_name,team,roster_status,years_exp,jersey_number,headshot_url,prior_context,team_prior_attempts,team_prior_ypa,team_prior_yards,games_sample,data_through_season,last_5_avg,last_10_avg,last_15_avg,season_avg,prior_season_avg,last_5_attempts,last_10_attempts,season_attempts,last_5_ypa,last_10_ypa,season_ypa,normal_attempts,projected_ypa,baseline_yards,player_std,projection_source,normal_projected_attempts,projected_attempts,preseason_usage_source,preseason_usage_bucket,projected_passing_yards,model_std,sim_p10,sim_p25,sim_median,sim_p75,sim_p90,prob_100_plus,grade_100_plus,prob_110_plus,grade_110_plus,prob_120_plus,grade_120_plus,prob_130_plus,grade_130_plus,prob_140_plus,grade_140_plus,prob_150_plus,grade_150_plus,prob_160_plus,grade_160_plus,prob_170_plus,grade_170_plus,prob_180_plus,grade_180_plus,prob_190_plus,grade_190_plus,prob_200_plus,grade_200_plus,prob_210_plus,grade_210_plus,prob_220_plus,grade_220_plus,prob_230_plus,grade_230_plus,prob_240_plus,grade_240_plus,prob_250_plus,grade_250_plus,prob_260_plus,grade_260_plus,prob_270_plus,grade_270_plus,prob_280_plus,grade_280_plus,prob_290_plus,grade_290_plus,prob_300_plus,grade_300_plus,prob_310_plus,grade_310_plus,prob_320_plus,grade_320_plus,prob_330_plus,grade_330_plus,prob_340_plus,grade_340_plus,prob_350_plus,grade_350_plus,prob_360_plus,grade_360_plus,prob_370_plus,grade_370_plus,prob_380_plus,grade_380_plus,prob_390_plus,grade_390_plus,prob_400_plus,grade_400_plus,pass_depth_prob_5_plus,pass_depth_prob_10_plus,pass_depth_prob_15_plus,pass_depth_prob_20_plus,pass_depth_prob_25_plus,pass_depth_prob_30_plus,pass_depth_source,pass_depth_attempt_sample,opponent,home_away,game_id,game_date,game_name
50,2026,PRE,1,Preseason Week 1,00-0040691,Jaxson Dart,NYG,ACT,1,6.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/n6uymxssgiicjmxkzxoc",TEAM_BLEND,29.3,6.62,196.3,12,2025.0,171.0,195.9,189.3,189.3,,27.0,27.9,28.2,5.85,6.78,6.53,27.7,6.34,183.3,74.96669476064694,NFL_HISTORY,27.7,18.0,AUTO_PRESEASON_USAGE,young_backup,124.5,60.9,46.1,83.2,124.3,165.3,201.8,65.4,SOLID,59.2,LEAN,52.8,LEAN,46.4,COIN FLIP,39.9,LOW,33.7,LOW,27.9,LOW,22.6,VERY LOW,17.8,VERY LOW,13.9,VERY LOW,10.6,VERY LOW,7.9,VERY LOW,5.8,VERY LOW,4.1,VERY LOW,2.8,VERY LOW,1.9,VERY LOW,1.3,VERY LOW,0.8,VERY LOW,0.5,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,100.0,98.6,92.7,68.6,50.5,36.5,QB_3_SEASON_EMPIRICAL,432,MIN,home,2026_PRE_W1_MIN_NYG,,MIN at NYG
51,2026,PRE,1,Preseason Week 1,00-0036212,Tua Tagovailoa,ATL,ACT,6,1.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ktqj3s5vofexl2dwrrp4",TEAM_BLEND,29.6,6.91,205.1,42,2025.0,176.2,190.8,191.7,190.0,260.6,22.6,27.0,27.4,7.74,7.1,6.94,25.4,7.29,196.1,54.624062911464975,NFL_HISTORY,25.4,15.0,AUTO_PRESEASON_USAGE,veteran_backup,122.4,45.1,64.6,92.1,122.5,152.7,180.4,69.1,SOLID,60.9,SOLID,52.2,LEAN,43.4,COIN FLIP,34.8,LOW,26.9,LOW,20.2,VERY LOW,14.5,VERY LOW,10.1,VERY LOW,6.7,VERY LOW,4.2,VERY LOW,2.6,VERY LOW,1.5,VERY LOW,0.8,VERY LOW,0.4,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,99.9,98.5,90.7,69.9,44.8,34.7,QB_3_SEASON_EMPIRICAL,1692,DEN,home,2026_PRE_W1_DEN_ATL,,DEN at ATL
52,2026,PRE,1,Preseason Week 1,00-0036389,Jalen Hurts,PHI,ACT,6,1.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/c47i9v6gmokkun9cat9s",TEAM_BLEND,28.3,7.09,198.5,47,2025.0,188.0,205.2,204.8,201.5,206.6,29.2,28.2,28.4,6.93,7.71,7.29,28.7,7.24,198.6,62.37746915382416,NFL_HISTORY,28.7,15.0,AUTO_PRESEASON_USAGE,veteran_backup,122.1,46.2,62.8,90.9,122.0,153.1,181.4,68.2,SOLID,60.3,SOLID,51.7,LEAN,43.2,COIN FLIP,34.8,LOW,27.2,LOW,20.6,VERY LOW,15.0,VERY LOW,10.6,VERY LOW,7.1,VERY LOW,4.6,VERY LOW,2.9,VERY LOW,1.7,VERY LOW,1.0,VERY LOW,0.6,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,99.7,97.1,89.3,76.6,59.5,42.8,QB_3_SEASON_EMPIRICAL,1887,BAL,away,2026_PRE_W1_PHI_BAL,,PHI at BAL
53,2026,PRE,1,Preseason Week 1,00-0034577,Kyle Allen,BUF,ACT,8,11.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vq3aw57yyjtydur0divt",TEAM_BLEND,29.1,7.09,208.5,0,,,,,,,,,,,,,29.1,7.09,208.5,74.83796907649861,TEAM_PRIOR_NO_NFL_HISTORY,29.1,15.0,AUTO_PRESEASON_USAGE,veteran_backup,121.6,60.1,44.8,81.4,121.2,162.1,198.6,64.1,SOLID,57.5,LEAN,50.8,LEAN,44.2,COIN FLIP,37.9,LOW,31.8,LOW,26.1,LOW,21.1,VERY LOW,16.5,VERY LOW,12.7,VERY LOW,9.6,VERY LOW,7.1,VERY LOW,5.1,VERY LOW,3.6,VERY LOW,2.4,VERY LOW,1.7,VERY LOW,1.1,VERY LOW,0.7,VERY LOW,0.4,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,99.5,97.2,88.4,74.2,56.1,40.1,TEAM_LEAGUE_3_SEASON_EMPIRICAL,2886,CAR,home,2026_PRE_W1_CAR_BUF,,CAR at BUF
54,2026,PRE,1,Preseason Week 1,00-0038416,Tyson Bagent,CHI,ACT,3,17.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kfwnayxjfnbfs3sm5a21",TEAM_BLEND,30.5,6.76,206.8,5,2023.0,171.8,171.8,171.8,171.8,,28.6,28.6,28.6,6.01,6.01,6.01,28.8,6.1,171.8,59.21317420979895,NFL_HISTORY,28.8,18.0,AUTO_PRESEASON_USAGE,young_backup,119.0,50.4,54.4,85.4,119.4,153.1,183.5,64.9,SOLID,57.4,LEAN,49.5,COIN FLIP,41.7,COIN FLIP,34.1,LOW,27.1,LOW,20.8,VERY LOW,15.6,VERY LOW,11.2,VERY LOW,8.0,VERY LOW,5.4,VERY LOW,3.6,VERY LOW,2.3,VERY LOW,1.4,VERY LOW,0.8,VERY LOW,0.5,VERY LOW,0.3,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,99.9,98.2,89.7,45.4,26.0,18.3,QB_3_SEASON_EMPIRICAL,178,CLE,home,2026_PRE_W1_CLE_CHI,,CLE at CHI
55,2026,PRE,1,Preseason Week 1,00-0026498,Matthew Stafford,LAR,ACT,17,9.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/svxl2pk2cuqf26zrhii4",TEAM_BLEND,30.9,7.06,220.0,48,2025.0,326.8,284.1,277.6,276.9,235.1,39.2,35.5,35.1,8.33,7.93,7.8,36.6,7.95,289.6,84.91829389759904,NFL_HISTORY,36.6,11.0,AUTO_PRESEASON_USAGE,starter_like,117.8,45.0,60.4,87.2,117.9,148.5,175.8,65.3,SOLID,56.9,LEAN,48.2,COIN FLIP,39.6,LOW,31.4,LOW,24.0,VERY LOW,17.5,VERY LOW,12.5,VERY LOW,8.5,VERY LOW,5.5,VERY LOW,3.4,VERY LOW,2.1,VERY LOW,1.2,VERY LOW,0.7,VERY LOW,0.4,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,95.9,90.0,82.2,68.4,49.2,38.5,QB_3_SEASON_EMPIRICAL,2256,KC,away,2026_PRE_W1_LAR_KC,,LAR at KC
56,2026,PRE,1,Preseason Week 1,00-0033869,Mitchell Trubisky,TEN,ACT,9,10.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fw9ec0v5pn3sorobytpb",TEAM_BLEND,29.6,6.68,196.5,6,2025.0,167.2,162.3,162.3,259.0,101.0,25.0,25.3,29.0,6.68,6.42,8.93,26.3,7.11,174.2,59.91747440450945,NFL_HISTORY,26.3,15.0,AUTO_PRESEASON_USAGE,veteran_backup,116.7,48.7,54.4,83.9,116.5,149.4,179.2,63.4,SOLID,55.4,LEAN,47.2,COIN FLIP,39.2,LOW,31.5,LOW,24.6,VERY LOW,18.6,VERY LOW,13.7,VERY LOW,9.7,VERY LOW,6.7,VERY LOW,4.4,VERY LOW,2.8,VERY LOW,1.7,VERY LOW,1.0,VERY LOW,0.6,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,99.8,97.6,90.9,71.4,55.6,31.0,QB_3_SEASON_EMPIRICAL,204,SF,away,2026_PRE_W1_TEN_SF,,TEN at SF
57,2026,PRE,1,Preseason Week 1,00-0033106,Jared Goff,DET,ACT,10,16.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yggfwr4ak4po9byj0qor",TEAM_BLEND,30.5,7.32,224.1,51,2025.0,307.8,293.3,267.0,268.5,272.3,40.0,37.5,34.0,7.75,7.95,8.07,37.3,7.82,287.6,57.85076309335684,NFL_HISTORY,37.3,11.0,AUTO_PRESEASON_USAGE,starter_like,116.3,33.6,73.4,93.9,116.3,138.7,159.2,68.9,SOLID,57.4,LEAN,45.6,COIN FLIP,34.1,LOW,23.8,VERY LOW,15.5,VERY LOW,9.6,VERY LOW,5.4,VERY LOW,2.9,VERY LOW,1.3,VERY LOW,0.6,VERY LOW,0.3,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,96.1,90.4,79.0,65.1,43.8,30.7,QB_3_SEASON_EMPIRICAL,2285,CIN,away,2026_PRE_W1_DET_CIN,,DET at CIN
58,2026,PRE,1,Preseason Week 1,00-0030565,Geno Smith,NYJ,ACT,13,7.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tqy0933vz5yogwlefb1s",TEAM_BLEND,28.6,6.47,188.0,47,2025.0,188.6,184.9,201.7,201.7,254.1,27.8,28.5,29.9,6.84,6.44,6.74,28.4,6.67,201.6,70.50750408880482,NFL_HISTORY,28.4,15.0,AUTO_PRESEASON_USAGE,veteran_backup,115.3,52.0,48.8,79.9,115.0,150.5,182.0,61.3,SOLID,53.8,LEAN,46.2,COIN FLIP,38.7,LOW,31.6,LOW,25.3,LOW,19.5,VERY LOW,14.6,VERY LOW,10.7,VERY LOW,7.6,VERY LOW,5.2,VERY LOW,3.4,VERY LOW,2.2,VERY LOW,1.4,VERY LOW,0.8,VERY LOW,0.5,VERY LOW,0.3,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,99.7,97.2,88.0,67.4,49.7,33.7,QB_3_SEASON_EMPIRICAL,1918,TB,home,2026_PRE_W1_TB_NYJ,,TB at NYJ
59,2026,PRE,1,Preseason Week 1,00-0038102,Kenny Pickett,CAR,ACT,4,12.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nfdzmyfr8eup5uuojjdw",TEAM_BLEND,29.5,6.6,195.7,16,2025.0,103.4,126.0,152.3,80.5,143.0,17.0,21.5,18.0,6.77,6.15,5.69,19.6,6.35,114.2,47.37187203251847,NFL_HISTORY,19.6,18.0,AUTO_PRESEASON_USAGE,young_backup,114.3,51.5,47.9,79.6,114.2,148.9,180.4,60.9,SOLID,53.2,LEAN,45.5,COIN FLIP,38.0,LOW,30.8,LOW,24.3,VERY LOW,18.8,VERY LOW,14.1,VERY LOW,10.1,VERY LOW,7.1,VERY LOW,4.8,VERY LOW,3.2,VERY LOW,2.0,VERY LOW,1.2,VERY LOW,0.7,VERY LOW,0.4,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,100.0,98.4,87.6,71.4,61.6,48.9,QB_3_SEASON_EMPIRICAL,515,BUF,away,2026_PRE_W1_CAR_BUF,,CAR at BUF
60,2026,PRE,1,Preseason Week 1,00-0038579,Aidan O'Connell,LV,ACT,3,12.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bcejxo7ofgk5pszhup12",TEAM_BLEND,28.9,6.65,193.2,21,2025.0,183.8,171.4,182.5,102.0,179.1,29.6,26.5,22.0,6.02,6.22,4.64,27.3,5.84,164.1,86.44975980833954,NFL_HISTORY,27.3,18.0,AUTO_PRESEASON_USAGE,young_backup,114.0,68.0,27.0,68.5,114.1,159.9,201.8,58.1,LEAN,52.4,LEAN,46.5,COIN FLIP,40.7,COIN FLIP,35.2,LOW,29.8,LOW,25.0,VERY LOW,20.5,VERY LOW,16.7,VERY LOW,13.3,VERY LOW,10.5,VERY LOW,8.0,VERY LOW,6.0,VERY LOW,4.4,VERY LOW,3.2,VERY LOW,2.3,VERY LOW,1.6,VERY LOW,1.1,VERY LOW,0.7,VERY LOW,0.5,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,99.9,97.8,87.6,67.9,41.5,27.0,QB_3_SEASON_EMPIRICAL,742,ARI,home,2026_PRE_W1_ARI_LV,,ARI at LV
61,2026,PRE,1,Preseason Week 1,00-0038108,Bailey Zappe,NYJ,ACT,4,11.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bdiiarfqwhyvsmmxtvg5",TEAM_BLEND,28.6,6.47,188.0,10,2024.0,180.6,141.7,141.7,170.0,138.6,30.2,23.6,31.0,6.0,5.69,5.48,28.4,5.86,160.5,73.48792165693702,NFL_HISTORY,28.4,18.0,AUTO_PRESEASON_USAGE,young_backup,113.8,58.8,38.2,74.1,113.8,153.6,189.3,59.3,LEAN,52.5,LEAN,45.8,COIN FLIP,39.3,LOW,32.9,LOW,27.0,LOW,21.6,VERY LOW,16.9,VERY LOW,13.0,VERY LOW,9.8,VERY LOW,7.2,VERY LOW,5.1,VERY LOW,3.6,VERY LOW,2.4,VERY LOW,1.6,VERY LOW,1.0,VERY LOW,0.7,VERY LOW,0.4,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,99.8,97.7,87.5,75.1,60.3,37.2,QB_3_SEASON_EMPIRICAL,309,TB,home,2026_PRE_W1_TB_NYJ,,TB at NYJ
62,2026,PRE,1,Preseason Week 1,00-0035251,Will Grier,CAR,ACT,7,14.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/c8cmoyu2wemjpl6ctk9g",TEAM_BLEND,29.5,6.6,195.7,0,,,,,,,,,,,,,29.5,6.6,195.7,73.01381465694534,TEAM_PRIOR_NO_NFL_HISTORY,29.5,15.0,AUTO_PRESEASON_USAGE,veteran_backup,113.5,58.3,38.5,74.1,113.8,152.9,188.0,59.3,LEAN,52.6,LEAN,45.8,COIN FLIP,39.0,LOW,32.4,LOW,26.6,LOW,21.3,VERY LOW,16.6,VERY LOW,12.7,VERY LOW,9.4,VERY LOW,6.9,VERY LOW,4.8,VERY LOW,3.3,VERY LOW,2.3,VERY LOW,1.5,VERY LOW,0.9,VERY LOW,0.6,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,99.5,95.8,87.0,68.3,52.9,39.9,TEAM_LEAGUE_3_SEASON_EMPIRICAL,2748,BUF,away,2026_PRE_W1_CAR_BUF,,CAR at BUF
63,2026,PRE,1,Preseason Week 1,00-0034771,Mason Rudolph,PIT,ACT,8,2.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vaeklpqoesk72mlloora",TEAM_BLEND,29.5,6.83,201.6,13,2025.0,162.6,182.8,195.7,149.0,191.2,24.2,27.5,23.5,6.97,6.76,6.73,25.5,6.85,171.5,61.50559510722684,NFL_HISTORY,25.5,15.0,AUTO_PRESEASON_USAGE,veteran_backup,113.0,48.6,50.9,80.2,113.2,146.0,175.2,60.5,SOLID,52.6,LEAN,44.4,COIN FLIP,36.4,LOW,28.9,LOW,22.4,VERY LOW,16.7,VERY LOW,12.0,VERY LOW,8.4,VERY LOW,5.8,VERY LOW,3.8,VERY LOW,2.4,VERY LOW,1.4,VERY LOW,0.8,VERY LOW,0.5,VERY LOW,0.3,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,99.8,96.9,85.1,65.6,45.1,39.6,QB_3_SEASON_EMPIRICAL,477,GB,home,2026_PRE_W1_GB_PIT,,GB at PIT
64,2026,PRE,1,Preseason Week 1,00-0038476,Tommy DeVito,NE,ACT,3,16.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/iazdkuygt4kb7j6dgygi",TEAM_BLEND,29.5,7.26,212.2,9,2024.0,129.4,149.4,149.4,128.5,155.4,23.0,23.7,22.0,5.5,6.28,5.66,23.6,5.95,139.1,68.40447563612601,NFL_HISTORY,23.6,18.0,AUTO_PRESEASON_USAGE,young_backup,112.0,58.9,36.2,72.0,111.6,151.2,187.6,58.0,LEAN,51.1,LEAN,44.5,COIN FLIP,37.7,LOW,31.5,LOW,25.7,LOW,20.5,VERY LOW,16.1,VERY LOW,12.4,VERY LOW,9.3,VERY LOW,6.8,VERY LOW,4.8,VERY LOW,3.3,VERY LOW,2.2,VERY LOW,1.5,VERY LOW,0.9,VERY LOW,0.6,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,100.0,97.1,86.2,76.2,61.3,47.7,QB_3_SEASON_EMPIRICAL,304,IND,home,2026_PRE_W1_IND_NE,,IND at NE
65,2026,PRE,1,Preseason Week 1,00-0031503,Jameis Winston,NYG,ACT,11,19.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vwikoroqsyf8iemlrohb",TEAM_BLEND,29.3,6.62,196.3,12,2025.0,284.4,267.2,241.2,283.5,263.1,37.8,36.0,32.5,7.34,7.27,8.55,35.5,7.5,273.3,132.0960651382685,NFL_HISTORY,35.5,11.0,AUTO_PRESEASON_USAGE,starter_like,111.1,65.9,26.4,67.2,111.3,155.4,195.0,56.9,LEAN,50.8,LEAN,44.7,COIN FLIP,38.7,LOW,32.9,LOW,27.7,LOW,22.8,VERY LOW,18.4,VERY LOW,14.7,VERY LOW,11.4,VERY LOW,8.7,VERY LOW,6.5,VERY LOW,4.8,VERY LOW,3.4,VERY LOW,2.4,VERY LOW,1.7,VERY LOW,1.1,VERY LOW,0.8,VERY LOW,0.5,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,95.5,90.5,80.2,64.5,46.8,31.4,QB_3_SEASON_EMPIRICAL,511,MIN,home,2026_PRE_W1_MIN_NYG,,MIN at NYG
66,2026,PRE,1,Preseason Week 1,00-0027973,Andy Dalton,PHI,ACT,15,14.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nyjb97rajdqckaxsoniv",TEAM_BLEND,28.3,7.09,198.5,7,2025.0,169.0,217.9,217.9,175.0,197.8,29.2,34.4,24.0,5.86,6.3,7.29,29.6,6.44,189.2,77.95477614842123,NFL_HISTORY,29.6,15.0,AUTO_PRESEASON_USAGE,veteran_backup,110.5,56.0,38.3,72.5,110.6,148.4,182.4,57.4,LEAN,50.4,LEAN,43.4,COIN FLIP,36.4,LOW,29.9,LOW,24.1,VERY LOW,18.9,VERY LOW,14.4,VERY LOW,10.7,VERY LOW,7.7,VERY LOW,5.3,VERY LOW,3.7,VERY LOW,2.5,VERY LOW,1.6,VERY LOW,1.0,VERY LOW,0.6,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,99.5,96.1,87.0,73.6,54.7,40.3,QB_3_SEASON_EMPIRICAL,315,BAL,away,2026_PRE_W1_PHI_BAL,,PHI at BAL
67,2026,PRE,1,Preseason Week 1,00-0040743,Tyler Shough,NO,ACT,1,6.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wsrkib8qgwtb2t2ugaru",TEAM_BLEND,29.6,6.82,201.0,10,2025.0,263.2,238.4,238.4,238.4,,32.6,32.5,32.5,8.34,7.57,7.57,32.3,7.79,248.6,70.01199140775086,NFL_HISTORY,32.3,11.0,AUTO_PRESEASON_USAGE,starter_like,110.1,40.6,58.1,82.8,110.2,137.8,162.5,60.0,SOLID,50.2,LEAN,40.5,COIN FLIP,31.4,LOW,23.3,VERY LOW,16.4,VERY LOW,11.1,VERY LOW,7.1,VERY LOW,4.4,VERY LOW,2.5,VERY LOW,1.4,VERY LOW,0.7,VERY LOW,0.3,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,97.0,93.1,83.4,60.6,42.0,34.1,QB_3_SEASON_EMPIRICAL,412,JAX,home,2026_PRE_W1_JAX_NO,,JAX at NO
68,2026,PRE,1,Preseason Week 1,00-0033077,Dak Prescott,DAL,ACT,10,4.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/blixemm3s9sa4gmqk5yn",TEAM_BLEND,30.7,6.8,210.8,42,2025.0,258.2,267.1,266.9,267.8,247.2,32.6,34.1,35.3,7.71,7.72,7.56,33.3,7.57,261.1,92.77721959812442,NFL_HISTORY,33.3,11.0,AUTO_PRESEASON_USAGE,starter_like,109.9,51.0,44.4,75.5,109.9,144.2,175.5,57.6,LEAN,50.0,COIN FLIP,42.1,COIN FLIP,34.7,LOW,27.8,LOW,21.6,VERY LOW,16.3,VERY LOW,12.0,VERY LOW,8.6,VERY LOW,5.9,VERY LOW,3.9,VERY LOW,2.6,VERY LOW,1.6,VERY LOW,0.9,VERY LOW,0.5,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,96.6,90.2,79.9,63.4,49.8,35.3,QB_3_SEASON_EMPIRICAL,1883,SEA,away,2026_PRE_W1_DAL_SEA,,DAL at SEA
