player_key,player_id,player_name,team,opponent,position,depth_chart_position,roster_status,years_exp,game_id,game_date,game_name
tank dell__HOU,00-0038977,Tank Dell,HOU,CAR,WR,WR,ACT,3.0,2026_PRE_W3_HOU_CAR,,HOU at CAR
tanner mckee__PHI,00-0038400,Tanner McKee,PHI,CIN,QB,QB,ACT,3.0,2026_PRE_W3_CIN_PHI,,CIN at PHI
taylen green__CLE,00-0041092,Taylen Green,CLE,NE,QB,QB,ACT,0.0,2026_PRE_W3_NE_CLE,,NE at CLE
ted hurst__TB,00-0041048,Ted Hurst,TB,JAX,WR,WR,ACT,0.0,2026_PRE_W3_TB_JAX,,TB at JAX
teddy bridgewater__DET,00-0031237,Teddy Bridgewater,DET,IND,QB,QB,ACT,12.0,2026_PRE_W3_DET_IND,,DET at IND
tee higgins__CIN,00-0036410,Tee Higgins,CIN,PHI,WR,WR,ACT,6.0,2026_PRE_W3_CIN_PHI,,CIN at PHI
terrace marshall jr__MIA,00-0036955,Terrace Marshall Jr.,MIA,ATL,WR,WR,ACT,5.0,2026_PRE_W3_ATL_MIA,,ATL at MIA
terrell jennings__NE,00-0039757,Terrell Jennings,NE,CLE,RB,RB,ACT,2.0,2026_PRE_W3_NE_CLE,,NE at CLE
terrill davis__MIN,00-0041481,Terrill Davis,MIN,DEN,WR,WR,ACT,0.0,2026_PRE_W3_MIN_DEN,,MIN at DEN
terry mclaurin__WAS,00-0035659,Terry McLaurin,WAS,BAL,WR,WR,ACT,7.0,2026_PRE_W3_WAS_BAL,,WAS at BAL
tetairoa mcmillan__CAR,00-0040124,Tetairoa McMillan,CAR,HOU,WR,WR,ACT,1.0,2026_PRE_W3_HOU_CAR,,HOU at CAR
tez johnson__TB,00-0040237,Tez Johnson,TB,JAX,WR,WR,ACT,1.0,2026_PRE_W3_TB_JAX,,TB at JAX
theo wease jr__MIA,00-0040311,Theo Wease Jr.,MIA,ATL,WR,WR,ACT,1.0,2026_PRE_W3_ATL_MIA,,ATL at MIA
tim jones__JAX,00-0036497,Tim Jones,JAX,TB,WR,WR,ACT,5.0,2026_PRE_W3_TB_JAX,,TB at JAX
tim patrick__NYJ,00-0033375,Tim Patrick,NYJ,NYG,WR,WR,ACT,9.0,2026_PRE_W3_NYG_NYJ,,NYG at NYJ
tom kennedy__DET,00-0035544,Tom Kennedy,DET,IND,WR,WR,ACT,7.0,2026_PRE_W3_DET_IND,,DET at IND
tommy devito__NE,00-0038476,Tommy DeVito,NE,CLE,QB,QB,ACT,3.0,2026_PRE_W3_NE_CLE,,NE at CLE
tony pollard__TEN,00-0035261,Tony Pollard,TEN,CHI,RB,RB,ACT,7.0,2026_PRE_W3_CHI_TEN,,CHI at TEN
tory horton__SEA,00-0040648,Tory Horton,SEA,KC,WR,WR,ACT,1.0,2026_PRE_W3_SEA_KC,,SEA at KC
traeshon holden__DAL,00-0040048,Traeshon Holden,DAL,NO,WR,WR,ACT,1.0,2026_PRE_W3_NO_DAL,,NO at DAL
travis etienne__NO,00-0036973,Travis Etienne,NO,DAL,RB,RB,ACT,5.0,2026_PRE_W3_NO_DAL,,NO at DAL
travis homer__PIT,00-0035594,Travis Homer,PIT,BUF,RB,RB,ACT,7.0,2026_PRE_W3_PIT_BUF,,PIT at BUF
travis hunter__JAX,00-0040718,Travis Hunter,JAX,TB,WR,WR,ACT,1.0,2026_PRE_W3_TB_JAX,,TB at JAX
trayvon rudolph__MIN,00-0041475,Trayvon Rudolph,MIN,DEN,WR,WR,ACT,0.0,2026_PRE_W3_MIN_DEN,,MIN at DEN
tre harris__LAC,00-0040727,Tre Harris,LAC,LAR,WR,WR,ACT,1.0,2026_PRE_W3_LAR_LAC,,LAR at LAC
tre tucker__LV,00-0038563,Tre Tucker,LV,SF,WR,WR,ACT,3.0,2026_PRE_W3_SF_LV,,SF at LV
trebor pena__JAX,00-0041216,Trebor Pena,JAX,TB,WR,WR,ACT,0.0,2026_PRE_W3_TB_JAX,,TB at JAX
trent sherfield__BUF,00-0034487,Trent Sherfield,BUF,PIT,WR,WR,ACT,8.0,2026_PRE_W3_PIT_BUF,,PIT at BUF
treveyon henderson__NE,00-0040734,TreVeyon Henderson,NE,CLE,RB,RB,ACT,1.0,2026_PRE_W3_NE_CLE,,NE at CLE
trevor etienne__CAR,00-0040644,Trevor Etienne,CAR,HOU,RB,RB,ACT,1.0,2026_PRE_W3_HOU_CAR,,HOU at CAR
trevor lawrence__JAX,00-0036971,Trevor Lawrence,JAX,TB,QB,QB,ACT,5.0,2026_PRE_W3_TB_JAX,,TB at JAX
trevor siemian__ATL,00-0032156,Trevor Siemian,ATL,MIA,QB,QB,ACT,11.0,2026_PRE_W3_ATL_MIA,,ATL at MIA
trey lance__LAC,00-0037012,Trey Lance,LAC,LAR,QB,QB,ACT,5.0,2026_PRE_W3_LAR_LAC,,LAR at LAC
trey palmer__NO,00-0039052,Trey Palmer,NO,DAL,WR,WR,ACT,3.0,2026_PRE_W3_NO_DAL,,NO at DAL
treylon burks__WAS,00-0037742,Treylon Burks,WAS,BAL,WR,WR,ACT,4.0,2026_PRE_W3_WAS_BAL,,WAS at BAL
treyvhon saunders__HOU,00-0041308,Treyvhon Saunders,HOU,CAR,WR,WR,ACT,0.0,2026_PRE_W3_HOU_CAR,,HOU at CAR
troy franklin__DEN,00-0039868,Troy Franklin,DEN,MIN,WR,WR,ACT,2.0,2026_PRE_W3_MIN_DEN,,MIN at DEN
tru edwards__LAR,00-0040609,Tru Edwards,LAR,LAC,WR,WR,ACT,1.0,2026_PRE_W3_LAR_LAC,,LAR at LAC
tua tagovailoa__ATL,00-0036212,Tua Tagovailoa,ATL,MIA,QB,QB,ACT,6.0,2026_PRE_W3_ATL_MIA,,ATL at MIA
tutu atwell__MIA,00-0036849,Tutu Atwell,MIA,ATL,WR,WR,ACT,5.0,2026_PRE_W3_ATL_MIA,,ATL at MIA
ty chandler__NO,00-0037276,Ty Chandler,NO,DAL,RB,RB,ACT,4.0,2026_PRE_W3_NO_DAL,,NO at DAL
ty johnson__BUF,00-0035537,Ty Johnson,BUF,PIT,RB,RB,ACT,7.0,2026_PRE_W3_PIT_BUF,,PIT at BUF
ty pezza__BAL,00-0040986,Ty Pezza,BAL,WAS,WR,WR,ACT,0.0,2026_PRE_W3_WAS_BAL,,WAS at BAL
ty simpson__LAR,00-0041568,Ty Simpson,LAR,LAC,QB,QB,RES,0.0,2026_PRE_W3_LAR_LAC,,LAR at LAC
tyjae spears__TEN,00-0039032,Tyjae Spears,TEN,CHI,RB,RB,ACT,3.0,2026_PRE_W3_CHI_TEN,,CHI at TEN
tylan wallace__CLE,00-0036630,Tylan Wallace,CLE,NE,WR,WR,ACT,5.0,2026_PRE_W3_NE_CLE,,NE at CLE
tyler badie__DEN,00-0037085,Tyler Badie,DEN,MIN,RB,RB,ACT,4.0,2026_PRE_W3_MIN_DEN,,MIN at DEN
tyler goodson__ATL,00-0037120,Tyler Goodson,ATL,MIA,RB,RB,ACT,4.0,2026_PRE_W3_ATL_MIA,,ATL at MIA
tyler huntley__BAL,00-0035993,Tyler Huntley,BAL,WAS,QB,QB,ACT,6.0,2026_PRE_W3_WAS_BAL,,WAS at BAL
tyler johnson__DAL,00-0036427,Tyler Johnson,DAL,NO,WR,WR,ACT,6.0,2026_PRE_W3_NO_DAL,,NO at DAL
tyler scott__LAR,00-0038941,Tyler Scott,LAR,LAC,WR,WR,ACT,3.0,2026_PRE_W3_LAR_LAC,,LAR at LAC
tyler shough__NO,00-0040743,Tyler Shough,NO,DAL,QB,QB,ACT,1.0,2026_PRE_W3_NO_DAL,,NO at DAL
tyquan thornton__KC,00-0038104,Tyquan Thornton,KC,SEA,WR,WR,ACT,4.0,2026_PRE_W3_SEA_KC,,SEA at KC
tyrell shavers__BUF,00-0038679,Tyrell Shavers,BUF,PIT,WR,WR,ACT,3.0,2026_PRE_W3_PIT_BUF,,PIT at BUF
tyren montgomery__TEN,00-0040919,Tyren Montgomery,TEN,CHI,WR,WR,ACT,0.0,2026_PRE_W3_CHI_TEN,,CHI at TEN
tyrod taylor__GB,00-0028118,Tyrod Taylor,GB,ARI,QB,QB,ACT,15.0,2026_PRE_W3_ARI_GB,,ARI at GB
tyrone broden__SEA,00-0040053,Tyrone Broden,SEA,KC,WR,WR,ACT,1.0,2026_PRE_W3_SEA_KC,,SEA at KC
tyrone tracy jr__NYG,00-0039384,Tyrone Tracy Jr.,NYG,NYJ,RB,RB,ACT,2.0,2026_PRE_W3_NYG_NYJ,,NYG at NYJ
tyson bagent__CHI,00-0038416,Tyson Bagent,CHI,TEN,QB,QB,ACT,3.0,2026_PRE_W3_CHI_TEN,,CHI at TEN
ulysses bentley iv__IND,00-0040476,Ulysses Bentley IV,IND,DET,RB,RB,ACT,1.0,2026_PRE_W3_DET_IND,,DET at IND
van jefferson__WAS,00-0036415,Van Jefferson,WAS,BAL,WR,WR,ACT,6.0,2026_PRE_W3_WAS_BAL,,WAS at BAL
velus jones jr__SEA,00-0037745,Velus Jones Jr.,SEA,KC,RB,RB,ACT,4.0,2026_PRE_W3_SEA_KC,,SEA at KC
vinny anthony__ATL,00-0041185,Vinny Anthony,ATL,MIA,WR,WR,ACT,0.0,2026_PRE_W3_ATL_MIA,,ATL at MIA
wan dale robinson__TEN,00-0038117,Wan'Dale Robinson,TEN,CHI,WR,WR,ACT,4.0,2026_PRE_W3_CHI_TEN,,CHI at TEN
wesley grimes__SF,00-0041359,Wesley Grimes,SF,LV,WR,WR,ACT,0.0,2026_PRE_W3_SF_LV,,SF at LV
will grier__CAR,00-0035251,Will Grier,CAR,HOU,QB,QB,ACT,7.0,2026_PRE_W3_HOU_CAR,,HOU at CAR
will howard__PIT,00-0040203,Will Howard,PIT,BUF,QB,QB,ACT,1.0,2026_PRE_W3_PIT_BUF,,PIT at BUF
will levis__TEN,00-0039152,Will Levis,TEN,CHI,QB,QB,ACT,3.0,2026_PRE_W3_CHI_TEN,,CHI at TEN
will pauling__SF,00-0041361,Will Pauling,SF,LV,WR,WR,ACT,0.0,2026_PRE_W3_SF_LV,,SF at LV
will sheppard__GB,00-0040753,Will Sheppard,GB,ARI,WR,WR,ACT,1.0,2026_PRE_W3_ARI_GB,,ARI at GB
will shipley__PHI,00-0039746,Will Shipley,PHI,CIN,RB,RB,ACT,2.0,2026_PRE_W3_CIN_PHI,,CIN at PHI
woody marks__HOU,00-0040583,Woody Marks,HOU,CAR,RB,RB,ACT,1.0,2026_PRE_W3_HOU_CAR,,HOU at CAR
xavier gipson__NYG,00-0038496,Xavier Gipson,NYG,NYJ,WR,WR,ACT,3.0,2026_PRE_W3_NYG_NYJ,,NYG at NYJ
xavier guillory__BAL,00-0040099,Xavier Guillory,BAL,WAS,WR,WR,ACT,1.0,2026_PRE_W3_WAS_BAL,,WAS at BAL
xavier hutchinson__HOU,00-0038618,Xavier Hutchinson,HOU,CAR,WR,WR,ACT,3.0,2026_PRE_W3_HOU_CAR,,HOU at CAR
xavier johnson__CIN,00-0039473,Xavier Johnson,CIN,PHI,WR,WR,ACT,2.0,2026_PRE_W3_CIN_PHI,,CIN at PHI
xavier legette__CAR,00-0039342,Xavier Legette,CAR,HOU,WR,WR,ACT,2.0,2026_PRE_W3_HOU_CAR,,HOU at CAR
xavier loyd__KC,00-0041020,Xavier Loyd,KC,SEA,WR,WR,ACT,0.0,2026_PRE_W3_SEA_KC,,SEA at KC
xavier restrepo__TEN,00-0040522,Xavier Restrepo,TEN,CHI,WR,WR,ACT,1.0,2026_PRE_W3_CHI_TEN,,CHI at TEN
xavier smith__LAR,00-0038359,Xavier Smith,LAR,LAC,WR,WR,ACT,3.0,2026_PRE_W3_LAR_LAC,,LAR at LAC
xavier worthy__KC,00-0039894,Xavier Worthy,KC,SEA,WR,WR,ACT,2.0,2026_PRE_W3_SEA_KC,,SEA at KC
zach charbonnet__SEA,00-0039165,Zach Charbonnet,SEA,KC,RB,RB,ACT,3.0,2026_PRE_W3_SEA_KC,,SEA at KC
zach wilson__NO,00-0037013,Zach Wilson,NO,DAL,QB,QB,ACT,5.0,2026_PRE_W3_NO_DAL,,NO at DAL
zachariah branch__ATL,00-0041044,Zachariah Branch,ATL,MIA,WR,WR,ACT,0.0,2026_PRE_W3_ATL_MIA,,ATL at MIA
zavier scott__MIN,00-0038440,Zavier Scott,MIN,DEN,RB,RB,ACT,3.0,2026_PRE_W3_MIN_DEN,,MIN at DEN
zavion thomas__CHI,00-0041051,Zavion Thomas,CHI,TEN,WR,WR,ACT,0.0,2026_PRE_W3_CHI_TEN,,CHI at TEN
zay flowers__BAL,00-0039064,Zay Flowers,BAL,WAS,WR,WR,ACT,3.0,2026_PRE_W3_WAS_BAL,,WAS at BAL
